;Region,Year,;Trigger,;Weak Layer,Depth_inches,;Aspect,Day,Elevation_feet,Vertical_inches,Month
Logan,2012,Skier,Unknown,24.0,Northeast,20,8600.0,600.0,1
Salt Lake,2012,Unknown,Facets,14.0,Northwest,20,9100.0,2400.0,1
Salt Lake,2012,Skier,Facets,16.0,North,20,10100.0,8400.0,1
Salt Lake,2012,Natural,Facets,16.0,North,19,9900.0,6000.0,1
Salt Lake,2012,Skier,Facets,24.0,Northeast,20,9700.0,12000.0,1
Salt Lake,2012,Skier,Facets,14.0,Southeast,20,9600.0,4800.0,1
Salt Lake,2012,Skier,Facets,12.0,East,20,10200.0,4800.0,1
Salt Lake,2012,Skier,Facets,20.0,East,20,9700.0,4800.0,1
Salt Lake,2012,Skier,Facets,16.0,North,20,10000.0,8400.0,1
Salt Lake,2012,Skier,Facets,16.0,West,20,10100.0,4200.0,1
Salt Lake,2012,Unknown,Facets,12.0,Northeast,19,9300.0,7200.0,1
Salt Lake,2012,Skier,Facets,14.0,Northwest,20,9200.0,2400.0,1
Salt Lake,2012,Skier,Facets,18.0,Northeast,20,9100.0,9600.0,1
Salt Lake,2012,Skier,Facets,16.0,Northeast,20,8800.0,9600.0,1
Logan,2012,Skier,Depth Hoar,24.0,Northeast,21,8500.0,1080.0,1
Logan,2012,Unknown,Depth Hoar,24.0,Northeast,20,8600.0,4200.0,1
Salt Lake,2012,Unknown,New Snow/Old Snow Interface,15.0,West,21,9600.0,2400.0,1
Salt Lake,2012,Skier,Unknown,20.0,North,21,8500.0,4800.0,1
Salt Lake,2012,Skier,Unknown,18.0,Northeast,21,8200.0,360.0,1
Ogden,2012,Skier,Facets,30.0,East,20,7400.0,360.0,1
Salt Lake,2012,Snowboarder,Unknown,60.0,North,22,10200.0,7200.0,1
Provo,2012,Skier,Depth Hoar,30.0,Northeast,22,9100.0,4800.0,1
Uintas,2012,Natural,Unknown,30.0,Northeast,21,10100.0,720.0,1
Ogden,2012,Natural,New Snow,36.0,Northeast,22,7500.0,1800.0,1
Logan,2012,Snowboarder,Depth Hoar,36.0,Northeast,21,8500.0,1800.0,1
Provo,2012,Skier,Facets,36.0,Northeast,22,9100.0,4800.0,1
SE Idaho,2012,Snowmobiler,New Snow/Old Snow Interface,30.0,East,20,8000.0,1800.0,1
Salt Lake,2012,Skier,Facets,48.0,Northeast,23,10100.0,10800.0,1
Salt Lake,2012,Skier,Facets,30.0,Northeast,22,8400.0,1200.0,1
Salt Lake,2012,Unknown,Unknown,30.0,Northeast,23,8100.0,1200.0,1
Salt Lake,2012,Skier,Facets,24.0,North,24,8500.0,600.0,1
Salt Lake,2012,Unknown,Facets,36.0,East,24,9600.0,8400.0,1
Ogden,2012,Snowmobiler,Ground Interface,84.0,Unknown,24,9000.0,7200.0,1
Skyline,2012,Natural,Depth Hoar,14.0,Northwest,26,8800.0,600.0,1
Skyline,2012,Natural,Facets,14.0,Northwest,26,8200.0,600.0,1
Salt Lake,2012,Unknown,Facets,36.0,East,27,9600.0,7200.0,1
Salt Lake,2012,Skier,New Snow/Old Snow Interface,12.0,Southeast,27,10200.0,8400.0,1
Salt Lake,2012,Skier,Depth Hoar,36.0,North,27,10100.0,9600.0,1
Skyline,2012,Skier,New Snow/Old Snow Interface,30.0,East,27,9200.0,1200.0,1
Uintas,2012,Snowmobiler,Depth Hoar,36.0,East,25,10200.0,2400.0,1
Salt Lake,2012,Snowboarder,Facets,30.0,West,28,10200.0,30000.0,1
Salt Lake,2012,Skier,Facets,24.0,Northeast,29,10300.0,6000.0,1
Uintas,2012,Skier,Depth Hoar,36.0,North,28,10400.0,4800.0,1
Salt Lake,2012,Skier,Facets,42.0,East,29,10600.0,9600.0,1
Salt Lake,2012,Skier,Facets,18.0,West,29,9700.0,5400.0,1
Skyline,2012,Unknown,Depth Hoar,36.0,North,29,10000.0,2400.0,1
SE Idaho,2012,Snowboarder,Unknown,18.0,North,3,7900.0,1200.0,2
Salt Lake,2012,Snowmobiler,Facets,48.0,North,4,10600.0,8400.0,2
Salt Lake,2012,Unknown,Facets,7.0,North,12,10000.0,1800.0,2
Salt Lake,2012,Natural,Unknown,8.0,East,12,9700.0,4800.0,2
Salt Lake,2012,Unknown,New Snow,14.0,East,13,9100.0,4200.0,2
Provo,2012,Natural,New Snow/Old Snow Interface,9.0,Northeast,12,10000.0,9600.0,2
Salt Lake,2012,Natural,Density Change,12.0,Northeast,12,10100.0,10800.0,2
Logan,2012,Natural,New Snow/Old Snow Interface,10.0,Northeast,15,9500.0,6000.0,2
Salt Lake,2012,Natural,Unknown,24.0,North,13,10700.0,15000.0,2
Uintas,2012,Snowmobiler,Depth Hoar,36.0,North,16,9900.0,4800.0,2
Salt Lake,2012,Natural,New Snow/Old Snow Interface,2.0,South,19,9600.0,480.0,2
Provo,2012,Natural,New Snow,6.0,East,19,10400.0,12000.0,2
Provo,2012,Snowmobiler,Facets,12.0,Southeast,19,9500.0,5400.0,2
Salt Lake,2012,Skier,Surface Hoar,10.0,North,20,9800.0,2400.0,2
Salt Lake,2012,Explosive,Depth Hoar,30.0,Northeast,20,9600.0,7200.0,2
Uintas,2012,Snowmobiler,Depth Hoar,30.0,Southwest,18,10300.0,1800.0,2
Salt Lake,2012,Skier,Density Change,5.0,Northeast,21,9700.0,4200.0,2
Salt Lake,2012,Skier,New Snow/Old Snow Interface,8.0,Southeast,20,9400.0,1200.0,2
Logan,2012,Snowmobiler,Surface Hoar,36.0,Northeast,22,9000.0,6000.0,2
Salt Lake,2012,Skier,Unknown,18.0,Northeast,23,10100.0,9600.0,2
Logan,2012,Snowmobiler,Facets,30.0,East,22,8800.0,4200.0,2
Logan,2012,Natural,Surface Hoar,24.0,Southwest,22,7700.0,1080.0,2
Salt Lake,2012,Explosive,Surface Hoar,48.0,Northwest,24,10000.0,24000.0,2
Logan,2012,Snowmobiler,Surface Hoar,24.0,Northeast,24,9000.0,2400.0,2
Uintas,2012,Skier,Depth Hoar,30.0,East,24,10000.0,1200.0,2
Ogden,2012,Snowmobiler,Facets,36.0,Northeast,24,9000.0,4200.0,2
Salt Lake,2012,Skier,New Snow/Old Snow Interface,1.0,Southeast,24,9400.0,4200.0,2
Salt Lake,2012,Snowmobiler,Surface Hoar,24.0,East,24,8800.0,600.0,2
Salt Lake,2012,Skier,Unknown,12.0,South,26,10100.0,5400.0,2
Provo,2012,Snowmobiler,Unknown,36.0,Southwest,25,10400.0,1200.0,2
Salt Lake,2012,Skier,Unknown,12.0,East,26,10300.0,6000.0,2
Moab,2012,Skier,Unknown,13.0,Northeast,25,10300.0,840.0,2
Ogden,2012,Natural,Unknown,20.0,Northeast,25,7800.0,960.0,2
Logan,2012,Snowmobiler,Surface Hoar,18.0,Northeast,22,9000.0,2400.0,2
Salt Lake,2012,Skier,New Snow/Old Snow Interface,8.0,East,28,9500.0,7200.0,2
Salt Lake,2012,Skier,New Snow/Old Snow Interface,18.0,Southeast,28,10000.0,8400.0,2
Salt Lake,2012,Skier,Unknown,30.0,North,28,7700.0,2400.0,2
Salt Lake,2012,Skier,Unknown,30.0,Northeast,28,10000.0,4800.0,2
Salt Lake,2012,Unknown,Unknown,10.0,Northwest,28,9200.0,2400.0,2
Provo,2012,Skier,Density Change,24.0,Northeast,29,9200.0,7200.0,2
Salt Lake,2012,Explosive,Unknown,36.0,Northwest,1,10000.0,2400.0,3
Salt Lake,2012,Unknown,Unknown,24.0,Northwest,1,9200.0,2400.0,3
Salt Lake,2012,Natural,Facets,36.0,North,1,10000.0,10800.0,3
Salt Lake,2012,Skier,New Snow,24.0,Northeast,1,10000.0,3000.0,3
Salt Lake,2012,Skier,Facets,24.0,Northeast,1,8900.0,5400.0,3
Salt Lake,2012,Skier,Unknown,18.0,Southeast,2,9000.0,9600.0,3
Salt Lake,2012,Natural,Unknown,30.0,Northeast,2,10400.0,12000.0,3
Logan,2012,Skier,Depth Hoar,42.0,Northeast,2,9000.0,8400.0,3
Uintas,2012,Snowboarder,New Snow/Old Snow Interface,30.0,East,2,10400.0,4800.0,3
Uintas,2012,Natural,New Snow,10.0,North,2,10300.0,8400.0,3
Uintas,2012,Natural,Unknown,30.0,East,2,9700.0,3600.0,3
Ogden,2012,Snowmobiler,Facets,30.0,North,2,8400.0,2400.0,3
Logan,2012,Natural,Density Change,8.0,North,2,7400.0,1500.0,3
Provo,2012,Natural,Unknown,30.0,East,2,10100.0,21000.0,3
Moab,2012,Snowmobiler,Unknown,24.0,Southeast,3,10200.0,12000.0,3
Salt Lake,2012,Skier,Density Change,36.0,East,3,9300.0,7200.0,3
Uintas,2012,Snowmobiler,New Snow/Old Snow Interface,24.0,East,3,9000.0,4200.0,3
Salt Lake,2012,Unknown,Unknown,30.0,Northeast,3,9500.0,6000.0,3
Salt Lake,2012,Skier,Unknown,24.0,East,3,970.0461536314,165882.571379395,3
Ogden,2012,Natural,Unknown,30.0,North,2,8600.0,3600.0,3
Salt Lake,2012,Skier,Unknown,24.0,West,3,8600.0,7200.0,3
Salt Lake,2012,Skier,New Snow/Old Snow Interface,24.0,East,4,8100.0,12000.0,3
Provo,2012,Snowmobiler,Ground Interface,48.0,East,4,9700.0,12000.0,3
Salt Lake,2012,Natural,Unknown,18.0,Southeast,4,8600.0,6000.0,3
Logan,2012,Unknown,Unknown,48.0,Southeast,4,9400.0,4800.0,3
Salt Lake,2012,Explosive,Unknown,30.0,Southeast,4,10000.0,12000.0,3
Salt Lake,2012,Unknown,Unknown,42.0,South,4,10000.0,9600.0,3
Salt Lake,2012,Explosive,Unknown,36.0,West,4,9600.0,6000.0,3
Salt Lake,2012,Unknown,Density Change,9.0,Southeast,4,9200.0,1200.0,3
Salt Lake,2012,Natural,New Snow/Old Snow Interface,14.0,East,3,9100.0,2400.0,3
Provo,2012,Natural,Unknown,48.0,East,4,10800.0,36000.0,3
Salt Lake,2012,Natural,Unknown,30.0,South,4,9700.0,6000.0,3
Uintas,2012,Snowmobiler,Depth Hoar,24.0,East,4,9500.0,7200.0,3
Salt Lake,2012,Natural,Unknown,24.0,East,4,9000.0,6000.0,3
Logan,2012,Natural,Unknown,24.0,Southeast,5,8800.0,24000.0,3
Logan,2012,Unknown,Depth Hoar,48.0,East,2,8400.0,2400.0,3
Salt Lake,2012,Natural,New Snow/Old Snow Interface,12.0,East,5,9500.0,3600.0,3
Logan,2012,Unknown,Unknown,24.0,East,4,9500.0,6000.0,3
Uintas,2012,Snowmobiler,Surface Hoar,24.0,Northeast,4,10000.0,1800.0,3
Ogden,2012,Natural,Facets,42.0,Southeast,4,8800.0,5400.0,3
Salt Lake,2012,Natural,Unknown,20.0,Northeast,4,9400.0,1800.0,3
Logan,2012,Snowmobiler,Depth Hoar,30.0,East,8,9300.0,3000.0,3
Skyline,2012,Natural,Depth Hoar,14.0,Northeast,8,8800.0,240.0,3
Uintas,2012,Snowmobiler,Facets,24.0,Northeast,8,9800.0,3000.0,3
Salt Lake,2012,Natural,Unknown,24.0,West,9,10100.0,8400.0,3
Salt Lake,2012,Natural,Unknown,10.0,South,12,9600.0,2400.0,3
Logan,2012,Snowmobiler,Unknown,48.0,Northeast,8,9400.0,5400.0,3
Logan,2012,Natural,Depth Hoar,36.0,East,15,8600.0,3600.0,3
Logan,2012,Skier,New Snow/Old Snow Interface,12.0,Northeast,19,8000.0,2100.0,3
Salt Lake,2012,Skier,Depth Hoar,36.0,North,19,10200.0,21000.0,3
Salt Lake,2012,Skier,Unknown,36.0,Northeast,20,9400.0,7200.0,3
Skyline,2012,Snowmobiler,Depth Hoar,42.0,East,31,10300.0,3600.0,3
Ogden,2012,Natural,Surface Hoar,20.0,Northeast,2,8500.0,7200.0,4
Salt Lake,2012,Unknown,New Snow,8.0,East,13,9700.0,4800.0,4
Logan,2012,Natural,New Snow/Old Snow Interface,10.0,East,13,8600.0,7200.0,4
Salt Lake,2012,Skier,New Snow/Old Snow Interface,10.0,Northeast,15,10100.0,6000.0,4
Logan,2012,Skier,New Snow/Old Snow Interface,6.0,Northeast,16,8600.0,5400.0,4
Provo,2012,Unknown,Unknown,12.0,Northeast,17,9000.0,4800.0,4
Uintas,2012,Natural,Density Change,24.0,Northeast,21,11500.0,12000.0,4
Logan,2012,Skier,New Snow/Old Snow Interface,6.0,North,29,8700.0,5400.0,4
Provo,2012,Unknown,Unknown,24.0,Northeast,3,10200.0,10800.0,5
Salt Lake,2013,Skier,Facets,10.0,North,29,10100.0,3600.0,10
Salt Lake,2013,Skier,Facets,10.0,North,29,10000.0,3000.0,10
Salt Lake,2013,Natural,Facets,12.0,Northwest,29,10100.0,4800.0,10
Salt Lake,2013,Skier,Facets,24.0,North,6,10600.0,10800.0,11
Salt Lake,2013,Skier,New Snow,8.0,Northeast,16,10400.0,3600.0,11
Salt Lake,2013,Skier,Depth Hoar,24.0,North,17,10400.0,1200.0,11
Salt Lake,2013,Skier,Ground Interface,48.0,North,17,10000.0,1200.0,11
Salt Lake,2013,Skier,Facets,2.0,Northeast,17,10200.0,2400.0,11
Provo,2013,Natural,Depth Hoar,12.0,East,16,10600.0,12000.0,11
Uintas,2013,Snowmobiler,Depth Hoar,24.0,Northeast,17,10000.0,3600.0,11
Skyline,2013,Natural,Facets,14.0,North,22,10100.0,720.0,11
Uintas,2013,Skier,Depth Hoar,30.0,Northwest,22,9700.0,1800.0,11
Skyline,2013,Natural,Facets,30.0,Northwest,23,10000.0,720.0,11
Salt Lake,2013,Unknown,Facets,18.0,North,24,10000.0,6000.0,11
Moab,2013,Natural,Depth Hoar,30.0,Northwest,23,11300.0,15000.0,11
Salt Lake,2013,Skier,New Snow/Old Snow Interface,8.0,North,3,9600.0,240.0,12
Salt Lake,2013,Skier,Facets,16.0,Northeast,3,9400.0,1800.0,12
Salt Lake,2013,Skier,New Snow/Old Snow Interface,12.0,Northeast,3,9200.0,3000.0,12
Salt Lake,2013,Skier,Density Change,4.0,Northeast,3,9700.0,3600.0,12
Salt Lake,2013,Skier,New Snow/Old Snow Interface,12.0,Northwest,3,9800.0,4800.0,12
Salt Lake,2013,Snow Bike,Ground Interface,6.0,Southwest,3,5100.0,360.0,12
Salt Lake,2013,Natural,Density Change,4.0,Northeast,3,10200.0,4800.0,12
Salt Lake,2013,Skier,Facets,24.0,Northeast,4,10000.0,9600.0,12
Salt Lake,2013,Natural,New Snow/Old Snow Interface,16.0,Northeast,4,9800.0,4800.0,12
Uintas,2013,Natural,Depth Hoar,36.0,Northeast,3,10300.0,3600.0,12
Salt Lake,2013,Skier,Density Change,6.0,North,5,9500.0,480.0,12
Salt Lake,2013,Skier,Density Change,8.0,Northeast,5,10400.0,2100.0,12
Salt Lake,2013,Skier,Density Change,6.0,Northwest,7,10000.0,4800.0,12
Salt Lake,2013,Skier,Density Change,6.0,Southeast,7,10000.0,3000.0,12
Salt Lake,2013,Natural,Unknown,8.0,Northeast,7,10100.0,5400.0,12
Salt Lake,2013,Skier,Depth Hoar,24.0,Northwest,8,9900.0,2400.0,12
Salt Lake,2013,Snowboarder,Facets,36.0,Northwest,8,10000.0,1800.0,12
Moab,2013,Natural,New Snow/Old Snow Interface,30.0,Northwest,7,11900.0,7200.0,12
Moab,2013,Natural,New Snow/Old Snow Interface,30.0,Northeast,7,11900.0,5400.0,12
Moab,2013,Natural,New Snow/Old Snow Interface,36.0,Northeast,7,12000.0,7200.0,12
Salt Lake,2013,Skier,Facets,18.0,West,8,9900.0,4800.0,12
Salt Lake,2013,Skier,New Snow/Old Snow Interface,15.0,North,8,10100.0,4800.0,12
Salt Lake,2013,Skier,Facets,24.0,North,9,9200.0,1200.0,12
Salt Lake,2013,Unknown,New Snow/Old Snow Interface,12.0,Northeast,8,9800.0,2400.0,12
Salt Lake,2013,Natural,New Snow/Old Snow Interface,13.0,East,8,10400.0,1800.0,12
Salt Lake,2013,Skier,Facets,2.0,Northeast,9,10000.0,3600.0,12
Uintas,2013,Natural,Facets,30.0,North,9,10500.0,3600.0,12
Uintas,2013,Snowmobiler,Facets,24.0,Northeast,8,10300.0,3000.0,12
Uintas,2013,Natural,Depth Hoar,30.0,Southeast,9,10600.0,3600.0,12
Uintas,2013,Skier,Facets,24.0,Northeast,11,10100.0,1500.0,12
Salt Lake,2013,Skier,Facets,12.0,Northwest,14,9800.0,1200.0,12
Uintas,2013,Snowmobiler,Depth Hoar,30.0,Northeast,15,9800.0,2400.0,12
Salt Lake,2013,Skier,Facets,12.0,Northwest,19,10000.0,6000.0,12
Salt Lake,2013,Skier,Unknown,24.0,North,21,9700.0,1200.0,12
Uintas,2013,Skier,Facets,30.0,Northeast,21,10300.0,1200.0,12
Uintas,2013,Snowmobiler,Facets,60.0,North,20,9700.0,1500.0,12
Uintas,2013,Natural,Facets,24.0,East,22,9400.0,1800.0,12
Logan,2013,Natural,Facets,24.0,North,24,9000.0,3000.0,12
Uintas,2013,Snowmobiler,Facets,36.0,Northeast,24,10300.0,2400.0,12
Logan,2013,Natural,Facets,36.0,Northeast,24,9600.0,9600.0,12
Salt Lake,2013,Skier,Facets,18.0,Northwest,25,10000.0,7200.0,12
Provo,2013,Natural,Depth Hoar,20.0,East,19,10600.0,18000.0,12
Provo,2013,Natural,Depth Hoar,20.0,Northeast,19,10400.0,8400.0,12
Skyline,2013,Natural,New Snow,24.0,Northeast,21,9800.0,960.0,12
Uintas,2013,Snowmobiler,Facets,48.0,Northeast,27,10300.0,7200.0,12
Uintas,2013,Snowmobiler,Facets,30.0,Northeast,27,10000.0,960.0,12
Uintas,2013,Snowmobiler,Depth Hoar,36.0,Northeast,25,9900.0,4800.0,12
Salt Lake,2014,Natural,Facets,12.0,East,9,9000.0,600.0,1
Provo,2014,Skier,Facets,18.0,East,11,9100.0,24000.0,1
SE Idaho,2014,Snowmobiler,Depth Hoar,48.0,East,11,9200.0,7200.0,1
Logan,2014,Natural,Facets,48.0,East,11,9500.0,8400.0,1
Salt Lake,2014,Skier,Depth Hoar,42.0,Northeast,12,8900.0,3600.0,1
Logan,2014,Natural,Facets,12.0,West,12,6800.0,720.0,1
Uintas,2014,Skier,Facets,36.0,East,12,9400.0,9600.0,1
Moab,2014,Skier,Facets,6.0,East,12,10900.0,6000.0,1
Moab,2014,Natural,New Snow,10.0,Northeast,10,11200.0,4800.0,1
Logan,2014,Skier,Facets,48.0,East,13,8700.0,1800.0,1
Logan,2014,Snowmobiler,Depth Hoar,48.0,East,13,9600.0,9600.0,1
Logan,2014,Natural,Facets,36.0,East,13,9300.0,8400.0,1
Logan,2014,Snowmobiler,Facets,36.0,East,13,8900.0,10800.0,1
Logan,2014,Snowmobiler,Facets,36.0,East,13,8800.0,4800.0,1
Ogden,2014,Snowmobiler,Facets,48.0,East,14,10000.0,3600.0,1
Uintas,2014,Natural,Depth Hoar,48.0,Northeast,13,10400.0,12000.0,1
Uintas,2014,Natural,Facets,42.0,East,13,11900.0,9600.0,1
Uintas,2014,Natural,Ground Interface,60.0,East,13,10500.0,15000.0,1
Uintas,2014,Explosive,Facets,120.0,East,15,10300.0,15000.0,1
Skyline,2014,Natural,Facets,24.0,East,12,10800.0,7200.0,1
Skyline,2014,Snowmobiler,Facets,48.0,Northeast,13,10400.0,2400.0,1
Logan,2014,Unknown,Facets,36.0,East,13,9200.0,8400.0,1
Logan,2014,Natural,Facets,36.0,East,13,8300.0,2100.0,1
Uintas,2014,Natural,Depth Hoar,54.0,East,13,10400.0,9600.0,1
Skyline,2014,Natural,Facets,24.0,North,12,10100.0,4800.0,1
Skyline,2014,Natural,Facets,48.0,East,12,9800.0,3000.0,1
Salt Lake,2014,Snowmobiler,Facets,36.0,Southeast,18,9600.0,1200.0,1
SE Idaho,2014,Snowmobiler,Facets,48.0,East,17,9000.0,12000.0,1
SE Idaho,2014,Natural,Facets,30.0,East,13,8700.0,6000.0,1
Uintas,2014,Natural,Ground Interface,30.0,East,14,10000.0,7200.0,1
Salt Lake,2014,Natural,Facets,42.0,Northeast,20,9800.0,9600.0,1
Uintas,2014,Snowmobiler,Ground Interface,48.0,Northeast,18,10200.0,2400.0,1
Uintas,2014,Natural,Depth Hoar,48.0,Northeast,15,10600.0,9600.0,1
Uintas,2014,Snowmobiler,Ground Interface,30.0,Northeast,18,9600.0,960.0,1
Uintas,2014,Natural,Facets,30.0,East,17,1348.2153664814,44843.8092630834,1
Uintas,2014,Snowmobiler,Depth Hoar,144.0,East,20,10500.0,9600.0,1
Uintas,2014,Snowmobiler,Depth Hoar,48.0,East,20,10800.0,7200.0,1
Uintas,2014,Snowmobiler,Depth Hoar,24.0,Northeast,20,10000.0,2100.0,1
Skyline,2014,Natural,Facets,60.0,Northeast,22,9600.0,1800.0,1
Uintas,2014,Snowmobiler,Depth Hoar,96.0,East,20,10900.0,9600.0,1
Salt Lake,2014,Natural,Facets,16.0,East,11,10200.0,10800.0,1
Salt Lake,2014,Unknown,Unknown,24.0,Northwest,12,10100.0,3000.0,1
Salt Lake,2014,Skier,Facets,11.0,Northeast,30,9200.0,8400.0,1
Salt Lake,2014,Skier,Facets,12.0,East,30,9300.0,1200.0,1
Logan,2014,Natural,Ground Interface,12.0,Northwest,30,7000.0,8400.0,1
Salt Lake,2014,Skier,Density Change,10.0,South,31,9700.0,4200.0,1
Salt Lake,2014,Skier,New Snow/Old Snow Interface,8.0,East,31,9000.0,3600.0,1
Uintas,2014,Natural,New Snow/Old Snow Interface,12.0,Northeast,30,9600.0,1500.0,1
Provo,2014,Natural,New Snow,10.0,Northeast,1,10000.0,4800.0,2
Salt Lake,2014,Skier,Unknown,10.0,Northeast,6,10700.0,1800.0,2
Salt Lake,2014,Skier,Unknown,6.0,Northeast,5,10300.0,2400.0,2
Salt Lake,2014,Skier,New Snow/Old Snow Interface,24.0,East,8,9500.0,7200.0,2
Provo,2014,Snowshoer,New Snow/Old Snow Interface,18.0,Northeast,8,6400.0,1500.0,2
Salt Lake,2014,Skier,New Snow/Old Snow Interface,14.0,Northeast,8,8100.0,1200.0,2
Skyline,2014,Natural,Facets,36.0,North,8,9400.0,9600.0,2
Salt Lake,2014,Natural,New Snow/Old Snow Interface,8.0,West,8,7800.0,1200.0,2
Moab,2014,Natural,Surface Hoar,24.0,Northeast,4,10500.0,1200.0,2
Salt Lake,2014,Skier,New Snow/Old Snow Interface,24.0,North,8,8500.0,9600.0,2
Skyline,2014,Snowmobiler,Facets,48.0,Northeast,9,9600.0,2100.0,2
Salt Lake,2014,Skier,Facets,24.0,East,9,9000.0,1800.0,2
Skyline,2014,Natural,New Snow/Old Snow Interface,36.0,North,10,8700.0,1200.0,2
Salt Lake,2014,Snowboarder,Density Change,6.0,Southwest,10,10200.0,480.0,2
Salt Lake,2014,Skier,Depth Hoar,72.0,Northeast,10,9900.0,12000.0,2
Salt Lake,2014,Skier,Density Change,12.0,Southwest,10,10000.0,600.0,2
Salt Lake,2014,Natural,Graupel,16.0,Northeast,9,9600.0,3600.0,2
Salt Lake,2014,Snowboarder,Depth Hoar,48.0,Northeast,11,9600.0,960.0,2
Logan,2014,Snowmobiler,Depth Hoar,36.0,North,11,8600.0,3000.0,2
Uintas,2014,Natural,Ground Interface,30.0,East,11,8400.0,3000.0,2
Uintas,2014,Snowmobiler,Depth Hoar,54.0,Northeast,11,10500.0,7200.0,2
Salt Lake,2014,Skier,Depth Hoar,48.0,Northeast,11,9500.0,12000.0,2
Ogden,2014,Unknown,Depth Hoar,48.0,North,9,7800.0,960.0,2
Salt Lake,2014,Snowmobiler,Facets,48.0,Northeast,11,9800.0,4800.0,2
Uintas,2014,Natural,New Snow/Old Snow Interface,36.0,North,10,9300.0,8400.0,2
Salt Lake,2014,Skier,Facets,36.0,East,12,9600.0,600.0,2
Uintas,2014,Natural,Depth Hoar,36.0,Southwest,10,10600.0,5400.0,2
Uintas,2014,Natural,Ground Interface,48.0,Northeast,11,10400.0,4200.0,2
Uintas,2014,Natural,Depth Hoar,48.0,Northeast,10,10000.0,4200.0,2
Provo,2014,Snowmobiler,Facets,12.0,Northeast,13,8400.0,600.0,2
Uintas,2014,Natural,Ground Interface,120.0,Northeast,13,10400.0,8400.0,2
Logan,2014,Snowmobiler,Facets,12.0,West,11,6700.0,1800.0,2
Salt Lake,2014,Natural,Facets,48.0,Northeast,14,10000.0,4800.0,2
Salt Lake,2014,Natural,Facets,24.0,Northeast,13,10000.0,7200.0,2
Salt Lake,2014,Natural,Facets,42.0,North,14,9800.0,12000.0,2
Salt Lake,2014,Snowboarder,Depth Hoar,36.0,Northeast,14,9800.0,12000.0,2
Salt Lake,2014,Natural,Depth Hoar,6.0,Northeast,14,10500.0,7200.0,2
Salt Lake,2014,Snowboarder,Depth Hoar,48.0,East,15,10000.0,9600.0,2
Provo,2014,Natural,Density Change,24.0,West,14,10100.0,42000.0,2
Salt Lake,2014,Natural,New Snow/Old Snow Interface,24.0,Northeast,15,10000.0,1200.0,2
Skyline,2014,Snowmobiler,Depth Hoar,60.0,Northeast,15,9900.0,4800.0,2
Logan,2014,Unknown,Depth Hoar,30.0,East,15,7000.0,2400.0,2
Salt Lake,2014,Unknown,New Snow/Old Snow Interface,8.0,Southeast,15,9500.0,9600.0,2
Abajos,2014,Natural,Facets,36.0,Northeast,9,10200.0,12000.0,2
Moab,2014,Natural,New Snow/Old Snow Interface,24.0,Northeast,8,11300.0,12000.0,2
Uintas,2014,Explosive,Ground Interface,84.0,Northeast,15,10400.0,18000.0,2
Moab,2014,Natural,Facets,36.0,North,10,10000.0,4800.0,2
Provo,2014,Natural,Facets,48.0,Northeast,16,8000.0,24000.0,2
Ogden,2014,Natural,Depth Hoar,36.0,Northeast,13,9000.0,1800.0,2
Provo,2014,Natural,Facets,36.0,Northeast,16,9400.0,600.0,2
Uintas,2014,Natural,Ground Interface,72.0,Northeast,16,10600.0,6000.0,2
Uintas,2014,Natural,Ground Interface,48.0,Northeast,16,10400.0,4800.0,2
Uintas,2014,Natural,Ground Interface,36.0,Northeast,17,9800.0,1200.0,2
Logan,2014,Natural,Facets,17.0,Northeast,15,6400.0,4800.0,2
Provo,2014,Natural,Facets,36.0,Northwest,14,7500.0,720.0,2
Logan,2014,Unknown,Depth Hoar,48.0,Northeast,15,9400.0,6000.0,2
Uintas,2014,Natural,Ground Interface,144.0,Northeast,18,10400.0,18000.0,2
Provo,2014,Unknown,New Snow/Old Snow Interface,16.0,Northeast,19,8900.0,4800.0,2
Uintas,2014,Skier,Facets,36.0,Northeast,21,10400.0,7200.0,2
Logan,2014,Natural,New Snow/Old Snow Interface,18.0,East,24,9200.0,3600.0,2
Uintas,2014,Natural,Ground Interface,144.0,Northeast,22,10600.0,4800.0,2
Uintas,2014,Snowmobiler,Facets,36.0,East,23,10600.0,2100.0,2
Uintas,2014,Natural,Facets,48.0,Southeast,25,10800.0,7200.0,2
Salt Lake,2014,Skier,Density Change,4.0,West,27,9400.0,4800.0,2
Salt Lake,2014,Unknown,Unknown,54.0,Northeast,21,9700.0,3600.0,2
Salt Lake,2014,Skier,Density Change,12.0,Southeast,28,9700.0,3600.0,2
Salt Lake,2014,Snowboarder,Density Change,12.0,Northeast,28,10300.0,2400.0,2
Salt Lake,2014,Snowboarder,New Snow,14.0,Northeast,28,9900.0,15000.0,2
Salt Lake,2014,Skier,New Snow/Old Snow Interface,12.0,Northeast,28,960.7726003553,104931.137691769,2
Salt Lake,2014,Snowboarder,New Snow,14.0,Northeast,28,10600.0,9600.0,2
Salt Lake,2014,Natural,New Snow/Old Snow Interface,15.0,East,28,10000.0,6000.0,2
Logan,2014,Skier,Facets,36.0,Northeast,1,8100.0,600.0,3
Salt Lake,2014,Skier,Density Change,16.0,North,1,9700.0,2400.0,3
Salt Lake,2014,Natural,Facets,72.0,North,1,10600.0,10800.0,3
Moab,2014,Natural,New Snow/Old Snow Interface,18.0,Northeast,1,11000.0,3600.0,3
