STATE,COUNTY,LATITUDE,LONGITUDE,FIRE_SIZE,CAUSE_CODE,CAUSE_DESCR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME
OK,Latimer,34.84820148,-95.31349932,80.0,13.0,Missing/Undefined,2450041.5,2030,2450042.5,0400
UT,Beaver,38.19285,-112.92247,0.1,7.0,Arson,2452397.5,2130,2452397.5,2359
MS,157,31.26833333,-91.2025,2.0,9.0,Miscellaneous,2451770.5,1330,2451770.5,1708
GA,Union,34.944,-84.0528,0.01,9.0,Miscellaneous,2452352.5,1242,2452352.5,1242
GA,Paulding            ,33.8644,-84.7343,1.57,8.0,Children,2449796.5,1515,2449796.5,1655
NY,PUTNAM,41.37236351,-73.61430251,1.0,7.0,Arson,2452030.5,2106,2452030.5,2106
CA,Trinity,40.582631,-123.172431,3.0,7.0,Arson,2452036.5,1601,2452036.5,1900
GA,Wilcox,31.8928,-83.5928,0.35,5.0,Debris Burning,2451969.5,1343,2451969.5,1343
MS,Wayne,31.62415442,-88.67739681,5.0,7.0,Arson,2451498.5,1510,2451498.5,1616
WV,Taylor,39.38097766,-80.20093836,1.0,7.0,Arson,2451265.5,1217,2451265.5,1217
GA,Pickens             ,34.3785,-84.3025,0.85,2.0,Equipment Use,2450587.5,1240,2450587.5,1327
OR,Lake,42.7532,-119.8544,0.1,1.0,Lightning,2452130.5,1137,2452130.5,1745
GA,Floyd               ,34.2417,-85.3984,7.99,7.0,Arson,2449810.5,1430,2449810.5,1655
CA,17,38.78361111,-119.95138889,0.1,1.0,Lightning,2451432.5,0905,2451432.5,1300
GA,Greene              ,33.4868,-83.1167,34.4,2.0,Equipment Use,2449244.5,1500,2449244.5,1845
MT,61,47.25166667,-115.28527778,0.1,1.0,Lightning,2451411.5,1050,2451411.5,1445
WV,Marshall,39.91342718,-80.74777532,0.5,8.0,Children,2450736.5,1703,2450736.5,1703
CA,Lassen,39.8627,-120.0469,1.0,1.0,Lightning,2452093.5,1641,2452093.5,1745
KY,Madison,37.6757,-84.121,2.0,4.0,Campfire,2452340.5,1345,2452340.5,1345
GA,Whitfield,34.6186,-84.9675,0.42,5.0,Debris Burning,2451834.5,1443,2451834.5,1443
GA,Lumpkin,34.464,-83.8879,3.5,5.0,Debris Burning,2452219.5,2023,2452219.5,2023
OK,Atoka,34.49919858,-95.85870369,10.0,13.0,Missing/Undefined,2448681.5,1538,2448681.5,1615
MS,Yazoo,32.79854393,-90.18183692,10.0,5.0,Debris Burning,2450155.5,1710,2450155.5,1740
PA,GREENE,39.75972222,-79.96555556,5.0,5.0,Debris Burning,2452339.5,1600,2452339.5,1600
GA,Floyd               ,34.1559,-85.2732,6.8,5.0,Debris Burning,2449802.5,1200,2449802.5,1410
UT,Iron,38.0408,-112.7947,0.1,1.0,Lightning,2452783.5,1745,2452783.5,2000
GA,Lowndes             ,30.8471,-83.179,0.56,5.0,Debris Burning,2450514.5,1400,2450514.5,1450
GA,Glynn               ,31.1723,-81.718,0.1,7.0,Arson,2450412.5,1730,2450413.5,1419
ID,Bannock,43.0138,-112.4861,0.5,1.0,Lightning,2451766.5,0452,2451766.5,0830
GA,Decatur,30.916,-84.5137,1.1,9.0,Miscellaneous,2452428.5,1404,2452428.5,1404
OK,Pushmataha,34.47019938,-95.75389872,80.0,13.0,Missing/Undefined,2450043.5,1308,2450043.5,1800
GA,Jasper              ,33.3669,-83.5846,0.43,5.0,Debris Burning,2449405.5,0001,2449405.5,2355
MS,Pearl River,30.90915785,-89.52880229,1.0,7.0,Arson,2448683.5,1400,2448683.5,1524
UT,Millard,38.7342,-113.5858,1.5,1.0,Lightning,2451749.5,1148,2451750.5,1600
MS,Perry,31.30124501,-89.11888296,2.0,5.0,Debris Burning,2451315.5,1611,2451315.5,1744
GA,Walker              ,34.6873,-85.176,1.85,2.0,Equipment Use,2450261.5,1240,2450261.5,1420
MS,Franklin,31.51994757,-91.11809156,12.0,9.0,Miscellaneous,2450352.5,1645,2450352.5,1840
GA,Treutlen,32.3553,-82.6002,0.08,5.0,Debris Burning,2451764.5,2021,2451764.5,2021
AZ,9,31.93638889,-109.3225,0.1,1.0,Lightning,2452843.5,1700,2452844.5,1700
CA,San Diego,32.6768,-116.285339,1.0,2.0,Equipment Use,2452856.5,1317,2452856.5,1600
MS,Panola,34.21615218,-90.06366572,15.0,7.0,Arson,2449027.5,1610,2449027.5,2010
MS,Lincoln,31.46548594,-90.28370675,2.0,7.0,Arson,2448713.5,1815,2448713.5,1954
GA,Brantley            ,31.2409,-81.9775,0.12,5.0,Debris Burning,2450198.5,1710,2450198.5,1830
OK,Cherokee,35.91716665,-94.86430003,2.0,9.0,Miscellaneous,2452672.5,1500,2452672.5,1500
MS,Clarke,31.97682082,-88.7736422,20.0,7.0,Arson,2448716.5,1540,2448716.5,1745
WV,Wayne,38.31830393,-82.47704027,1.0,7.0,Arson,2449072.5,1430,2449072.5,1430
GA,Jasper,33.2641,-83.667,0.04,5.0,Debris Burning,2451651.5,1510,2451651.5,1510
MS,Copiah,32.00024075,-90.24261818,1.0,5.0,Debris Burning,2449965.5,1533,2449965.5,1636
GA,Decatur,30.9161,-84.6333,1.85,3.0,Smoking,2451949.5,1653,2451949.5,1653
ME,York,43.416668,-70.86666921,0.3,8.0,Children,2448750.5,2032,2448750.5,2048
GA,Thomas,31.0016,-84.1153,6.94,5.0,Debris Burning,2452230.5,1415,2452230.5,1415
MS,Stone,30.71957309,-89.16727789,1.0,5.0,Debris Burning,2451474.5,1336,2451474.5,1421
GA,Ben Hill,31.7384,-83.2517,0.15,5.0,Debris Burning,2451582.5,1120,2451582.5,1120
UT,Millard,38.8661,-113.0197,3.0,1.0,Lightning,2452861.5,1650,2452863.5,1400
MS,Pike,31.13607124,-90.4312677,5.0,7.0,Arson,2448698.5,1826,2448698.5,1938
MS,Jefferson Davis,31.50570073,-89.75708271,11.0,7.0,Arson,2449966.5,1352,2449966.5,1700
WV,Preston,39.49206075,-79.69782871,1.0,5.0,Debris Burning,2450928.5,1436,2450928.5,1436
CA,Shasta,40.482481,-122.548289,25.0,7.0,Arson,2451315.5,1646,2451315.5,1900
MT,61,47.42666667,-115.69833333,0.3,1.0,Lightning,2451073.5,1200,2451074.5,0800
GA,Bryan South,31.9264,-81.3299,0.01,8.0,Children,2452197.5,1712,2452197.5,1712
NY,TIOGA,42.09948996,-76.51651395,0.1,9.0,Miscellaneous,2452335.5,1615,2452335.5,1615
GA,Worth,31.7729,-83.895,0.52,5.0,Debris Burning,2451785.5,1150,2451785.5,1150
OK,Pushmataha,34.63079834,-95.50620255,40.0,13.0,Missing/Undefined,2449078.5,1453,2449078.5,1650
GA,Hancock             ,33.3496,-83.0539,0.09,9.0,Miscellaneous,2450195.5,0730,2450195.5,0920
WI,Oconto,45.25980132,-88.51169332,0.08,2.0,Equipment Use,2449592.5,1523,2449592.5,1600
UT,Juab,39.30372,-112.14063,6.0,1.0,Lightning,2451350.5,1916,2451350.5,2030
MS,Madison,32.63913898,-90.03543551,40.0,6.0,Railroad,2450175.5,1400,2450175.5,1535
GA,Houston             ,32.647,-83.7107,0.57,5.0,Debris Burning,2450555.5,1510,2450555.5,1530
AZ,11,33.16222222,-109.38194444,83.0,1.0,Lightning,2452833.5,1630,2452839.5,0930
OR,61,45.66694444,-118.10166667,0.1,1.0,Lightning,2451392.5,1950,2451392.5,2200
GA,Whitfield           ,34.8243,-84.9277,0.45,2.0,Equipment Use,2449199.5,1315,2449199.5,1347
GA,Berrien             ,31.3099,-83.2151,1.48,5.0,Debris Burning,2449264.5,1230,2449264.5,1320
AZ,3,31.81055556,-109.1975,40.0,1.0,Lightning,2452806.5,1830,2452810.5,1800
OK,Latimer,34.86299947,-95.19889818,60.0,13.0,Missing/Undefined,2450135.5,1600,2450135.5,1900
GA,Upson               ,32.9214,-84.2187,0.34,2.0,Equipment Use,2448779.5,1340,2448779.5,1407
GA,Greene,33.46893644,-83.12747711,0.22,7.0,Arson,2452503.5,1858,2452503.5,1858
NC,31,34.71666667,-77.08333333,0.1,9.0,Miscellaneous,2452511.5,1243,2452511.5,1430
AL,Blount,33.859793,-86.559571,7.0,5.0,Debris Burning,2452995.5,1142,2452995.5,1403
MT,67,45.38166667,-110.89,0.1,9.0,Miscellaneous,2452914.5,2200,2452915.5,2030
MS,Simpson,31.8401872,-89.87408539,2.0,7.0,Arson,2449773.5,1730,2449773.5,1752
MS,Harrison,30.46460333,-89.33952532,1.0,7.0,Arson,2448711.5,1350,2448711.5,1450
WY,Sweetwater,41.0308,-109.3937,0.1,1.0,Lightning,2451387.5,1435,2451387.5,1830
GA,Dade                ,34.8245,-85.4899,2.73,5.0,Debris Burning,2449023.5,1215,2449023.5,1320
ID,49,46.34,-115.41222222,0.1,1.0,Lightning,2452495.5,0930,2452495.5,1500
GA,Jackson             ,34.0526,-83.6213,3.08,5.0,Debris Burning,2448652.5,1335,2448652.5,1420
GA,Twiggs,32.6469,-83.264,48.17,5.0,Debris Burning,2451599.5,1610,2451599.5,1610
AZ,19,31.82666667,-110.71305556,2.0,9.0,Miscellaneous,2452076.5,1100,2452076.5,1200
GA,Charlton            ,30.3668,-82.1403,4.0,7.0,Arson,2450540.5,1740,2450540.5,1910
OR,19,43.13638889,-122.31805556,0.1,1.0,Lightning,2451766.5,1445,2451766.5,1930
WA,7,47.54722222,-120.81388889,0.1,9.0,Miscellaneous,2451741.5,0745,2451741.5,0947
GA,Oconee,33.8125,-83.4582,0.2,5.0,Debris Burning,2452208.5,1144,2452208.5,1144
MS,Lauderdale,32.33230266,-88.66025182,20.0,5.0,Debris Burning,2449402.5,0450,2449402.5,0700
OK,McCurtain,34.28160138,-94.79340348,2.5,13.0,Missing/Undefined,2450155.5,2125,2450155.5,2315
MS,Jones,31.45327055,-88.96633999,2.0,5.0,Debris Burning,2450722.5,1930,2450722.5,2125
GA,Coweta              ,33.2302,-84.8526,3.0,2.0,Equipment Use,2450122.5,1350,2450122.5,1433
GA,Lincoln             ,33.7437,-82.5025,0.73,5.0,Debris Burning,2448684.5,1220,2448684.5,1245
MS,Madison,32.58181891,-90.35574689,2.0,3.0,Smoking,2451168.5,1552,2451168.5,1634
NY,ALBANY,42.76944628,-73.72968336,1.59,9.0,Miscellaneous,2452031.5,2140,2452031.5,2140
NY,ONEIDA,43.18860048,-75.4809985,0.1,7.0,Arson,2452171.5,1255,2452171.5,1255
UT,Washington,37.09398,-113.21127,0.1,1.0,Lightning,2452100.5,1843,2452100.5,2100
MS,Amite,31.2162115,-90.86953658,5.0,5.0,Debris Burning,2451445.5,1232,2451445.5,1445
AZ,5,35.26333333,-111.705,0.1,4.0,Campfire,2451542.5,0630,2451542.5,1000
GA,Camden              ,30.9666,-81.7195,0.02,8.0,Children,2449261.5,1445,2449261.5,1459
GA,Washington,32.8867,-82.8665,0.69,6.0,Railroad,2452012.5,1540,2452012.5,1540
WV,Cabell,38.42533412,-82.32501465,0.3,7.0,Arson,2451494.5,1319,2451494.5,1319
CA,Tulare,35.8263,-119.455511,0.1,2.0,Equipment Use,2451018.5,1755,2451018.5,1915
WV,Doddridge,39.40084202,-80.71035222,1.0,7.0,Arson,2452225.5,1928,2452225.5,1928
GA,Chattooga           ,34.4816,-85.3396,4.52,5.0,Debris Burning,2449773.5,1610,2449773.5,1738
OK,Pushmataha,34.57533334,-95.40966667,35.0,7.0,Arson,2452705.5,2230,2452705.5,2230
GA,Carroll,33.693,-84.9591,5.6,5.0,Debris Burning,2452329.5,1355,2452329.5,1355
GA,Lincoln             ,33.8294,-82.3999,0.26,5.0,Debris Burning,2450510.5,1200,2450510.5,1350
GA,Burke,32.712079,-82.19503743,3.94,3.0,Smoking,2452546.5,1755,2452546.5,1755
MS,Jefferson Davis,31.4620962,-89.80614985,2.0,7.0,Arson,2450995.5,1440,2450995.5,1517
WV,Barbour,39.15875597,-79.96938466,0.1,7.0,Arson,2452213.5,1720,2452213.5,1720
GA,Pickens             ,34.4471,-84.5306,0.82,5.0,Debris Burning,2449707.5,1040,2449707.5,1113
WV,Grant,38.99984015,-79.10792147,0.1,8.0,Children,2452348.5,1318,2452348.5,1318
GA,Bulloch             ,32.595,-81.7689,1.36,5.0,Debris Burning,2449288.5,1500,2449288.5,1706
GA,Jasper              ,33.3499,-83.8303,3.69,5.0,Debris Burning,2449804.5,1300,2449804.5,1415
NY,SUFFOLK,40.87420393,-73.41991249,0.1,7.0,Arson,2451606.5,2126,2451606.5,2126
MT,61,47.30333333,-115.05833333,0.1,4.0,Campfire,2450670.5,1430,2450670.5,1800
CA,Riverside,33.721419,-116.399681,0.1,2.0,Equipment Use,2451088.5,2026,2451088.5,2030
CO,49,40.30083333,-105.89611111,0.1,1.0,Lightning,2452843.5,1300,2452844.5,1500
GA,Haralson            ,33.7274,-85.3089,0.47,5.0,Debris Burning,2449260.5,0900,2449260.5,1127
CA,El Dorado,38.9066,-120.997939,0.3,9.0,Miscellaneous,2452525.5,2329,2452526.5,2330
AZ,Maricopa,33.73140439,-112.02674322,5.0,3.0,Smoking,2448802.5,1110,2448802.5,1340
MI,MACKINAC,46.07873,-85.10264,3.3,10.0,Fireworks,2452145.5,1700,2452157.5,1700
MT,77,47.19722222,-113.12916667,75.0,1.0,Lightning,2451752.5,0900,2451849.5,0900
MS,Greene,31.43166873,-88.77955951,15.0,7.0,Arson,2449425.5,1130,2449425.5,1225
WV,Mingo,37.86833868,-82.16881725,24.0,7.0,Arson,2449653.5,1630,2449654.5,1630
GA,Houston             ,32.4242,-83.5698,0.1,8.0,Children,2450110.5,1345,2450110.5,1418
GA,Long,31.7208,-81.7543,0.29,5.0,Debris Burning,2452307.5,1413,2452307.5,1413
GA,Floyd               ,34.2416,-85.1089,0.12,5.0,Debris Burning,2449188.5,1545,2449188.5,1630
MS,Holmes,32.98014646,-90.10411224,2.0,5.0,Debris Burning,2449319.5,1541,2449319.5,1715
MS,Franklin,31.48824193,-90.7769797,4.0,7.0,Arson,2451484.5,1448,2451484.5,1622
MI,Otsego,44.87870689,-84.55693965,484.4,7.0,Arson,2449824.5,0800,2449827.5,1400
AL,Blount,34.253037,-86.469442,15.0,7.0,Arson,2452710.5,1500,2452710.5,1645
GA,Dawson,34.3784,-84.2404,0.07,7.0,Arson,2452217.5,2115,2452217.5,2115
ID,33,44.485,-111.90666667,0.1,1.0,Lightning,2450634.5,1800,2450634.5,2330
CO,13,40.05527778,-105.53888889,0.1,1.0,Lightning,2452841.5,1500,2452841.5,2100
GA,Bryan North,32.1664,-81.4888,1.3,8.0,Children,2452297.5,1255,2452297.5,1255
GA,Dodge               ,32.1498,-83.2458,20.3,5.0,Debris Burning,2448674.5,1445,2448674.5,1630
OK,Sequoyah,35.41400146,-94.68260191,0.3,13.0,Missing/Undefined,2449176.5,1440,2449176.5,1510
ID,49,45.70833333,-116.125,0.1,9.0,Miscellaneous,2451044.5,1515,2451044.5,1800
ID,Gooding,42.9377,-115.0262,0.3,2.0,Equipment Use,2452450.5,1700,2452450.5,1930
NV,Elko,40.336,-114.4203,100.0,1.0,Lightning,2451376.5,1414,2451376.5,2300
NV,Lincoln,38.1633,-114.438,0.1,1.0,Lightning,2451441.5,1020,2451441.5,1244
MS,George,30.85735678,-88.64781209,8.0,5.0,Debris Burning,2450874.5,1311,2450874.5,1425
GA,Effingham           ,32.3035,-81.3864,0.03,7.0,Arson,2449223.5,1850,2449223.5,1930
GA,Mitchell            ,31.4301,-84.0957,10.15,7.0,Arson,2449753.5,1230,2449753.5,1330
GA,Chatham             ,32.1663,-81.2666,1.88,1.0,Lightning,2450247.5,1230,2450247.5,1430
NV,Elko,40.9232,-116.892,1000.0,1.0,Lightning,2451413.5,1457,2451414.5,1800
GA,Crawford            ,32.6985,-83.7917,2.45,5.0,Debris Burning,2449080.5,1545,2449080.5,1651
GA,Early               ,31.4818,-84.9178,0.18,5.0,Debris Burning,2449173.5,1700,2449173.5,1745
WA,47,48.725,-120.44833333,7.0,1.0,Lightning,2451754.5,1438,2451757.5,2030
MS,Tallahatchie,33.94579972,-90.00610513,30.0,7.0,Arson,2449801.5,1430,2449801.5,1730
GA,Charlton            ,30.4011,-82.1203,5.0,5.0,Debris Burning,2449142.5,1710,2449142.5,1800
MS,Alcorn,34.92557483,-88.81645997,4.0,5.0,Debris Burning,2449075.5,1329,2449075.5,1413
GA,Tift,31.4642,-83.5546,2.02,7.0,Arson,2452322.5,1148,2452322.5,1148
AZ,5,34.67833333,-111.43388889,0.1,1.0,Lightning,2452096.5,0916,2452096.5,1230
NY,ONTARIO,42.85141497,-77.28376004,0.1,9.0,Miscellaneous,2451962.5,1154,2451962.5,1154
NY,WARREN,43.31746348,-73.66712401,0.1,9.0,Miscellaneous,2451551.5,2155,2451551.5,2155
WV,Lincoln,38.12766891,-82.16547922,22.0,7.0,Arson,2449088.5,2045,2449089.5,2045
WV,Mercer,37.30377837,-81.22929125,0.2,5.0,Debris Burning,2452732.5,1709,2452732.5,1709
GA,Treutlen            ,32.4238,-82.5194,4.47,2.0,Equipment Use,2449818.5,1330,2449818.5,1455
ID,Cassia,42.5077,-113.4039,0.3,2.0,Equipment Use,2452531.5,1310,2452531.5,1515
GA,Charlton            ,30.8295,-81.9993,8.4,7.0,Arson,2450470.5,1210,2450470.5,1300
GA,Coffee,31.6354,-82.6987,1.68,5.0,Debris Burning,2452265.5,1325,2452265.5,1325
MS,Clay,33.67105213,-88.64280694,6.0,5.0,Debris Burning,2448662.5,1300,2448662.5,1440
NY,ULSTER,41.91190301,-73.97764249,2.5,5.0,Debris Burning,2452026.5,1008,2452026.5,1008
MS,Hancock,30.59888532,-89.42785154,4.0,7.0,Arson,2450740.5,1352,2450740.5,1805
GA,Habersham           ,34.5325,-83.4519,0.62,6.0,Railroad,2449826.5,1515,2449826.5,1608
WV,Mingo,37.56755796,-82.09498428,1.0,10.0,Fireworks,2451142.5,1045,2451142.5,1045
GA,Ware,31.2753,-82.4175,0.59,5.0,Debris Burning,2451903.5,1208,2451903.5,1208
MS,Jackson,30.43789531,-88.48384317,4.0,7.0,Arson,2449770.5,1425,2449770.5,1510
MS,Marion,31.40647238,-89.69870712,8.0,7.0,Arson,2449619.5,1530,2449619.5,1650
NY,ERIE,42.83120314,-78.73386403,0.1,9.0,Miscellaneous,2452756.5,1954,2452756.5,1954
ME,Oxford,44.59999796,-70.56666422,0.1,5.0,Debris Burning,2448749.5,1640,2448749.5,1710
GA,Baldwin             ,33.1097,-83.2354,1.0,3.0,Smoking,2449428.5,1700,2449428.5,1742
GA,Richmond            ,33.435,-82.0919,0.18,7.0,Arson,2450623.5,1945,2450623.5,2050
GA,Wilkinson           ,32.8012,-83.3338,0.17,2.0,Equipment Use,2450222.5,1114,2450222.5,1228
NV,Eureka,39.5974,-116.0726,0.1,1.0,Lightning,2452469.5,1255,2452469.5,1359
GA,Coffee              ,31.5325,-82.5981,0.18,5.0,Debris Burning,2448689.5,1715,2448689.5,1815
GA,Worth               ,31.4815,-83.9555,1.92,5.0,Debris Burning,2449810.5,1450,2449810.5,1505
NY,SUFFOLK,40.75901442,-73.32070664,0.5,9.0,Miscellaneous,2452505.5,1211,2452505.5,1211
OK,Sequoyah,35.48690058,-94.71790324,5.0,13.0,Missing/Undefined,2450126.5,1340,2450126.5,1630
CO,Garfield,39.3761,-108.3331,0.1,1.0,Lightning,2452890.5,2030,2452891.5,1417
CA,Riverside,33.692439,-117.21475,0.1,2.0,Equipment Use,2451495.5,1231,2451495.5,1245
GA,Bartow              ,34.1044,-84.8597,0.02,7.0,Arson,2449860.5,1835,2449860.5,2040
GA,123,34.7,-84.36666667,180.0,7.0,Arson,2451498.5,0400,2451498.5,2000
NV,Elko,40.6635,-115.5398,0.3,13.0,Missing/Undefined,2452172.5,1053,2452172.5,1321
UT,Millard,38.7022,-112.6088,0.1,1.0,Lightning,2452783.5,1246,2452783.5,2000
VA,169,36.86833333,-82.52,0.1,4.0,Campfire,2451664.5,1100,2451664.5,1800
MS,Rankin,32.20060809,-89.97571121,4.0,7.0,Arson,2449978.5,1539,2449978.5,1638
GA,Stephens            ,34.5667,-83.1906,0.84,5.0,Debris Burning,2450190.5,1730,2450190.5,1902
WV,McDowell,37.32900608,-81.69871007,30.0,11.0,Powerline,2451674.5,1450,2451675.5,1450
MS,Copiah,31.76555367,-90.49026835,5.0,5.0,Debris Burning,2448646.5,1313,2448646.5,1445
OK,Le Flore,34.77570016,-94.99819927,5.0,13.0,Missing/Undefined,2449314.5,1620,2449314.5,1705
MS,Harrison,30.50579419,-88.89874141,2.0,5.0,Debris Burning,2450530.5,1234,2450530.5,1352
GA,Cobb                ,33.83,-84.6105,1.0,9.0,Miscellaneous,2450707.5,1523,2450707.5,1745
MS,Rankin,32.08360445,-90.08741191,6.0,7.0,Arson,2449013.5,1635,2449013.5,1827
CA,Riverside,33.925489,-116.65855,0.1,9.0,Miscellaneous,2452108.5,1632,2452108.5,1632
MT,Carter,45.7539,-104.4552,100.0,13.0,Missing/Undefined,2452493.5,1600,2452493.5,1900
OR,Josephine,42.2387,-123.1428,0.1,1.0,Lightning,2451765.5,1515,2451765.5,1812
MS,Smith,31.94141104,-89.39937858,20.0,7.0,Arson,2449966.5,1250,2449966.5,1520
MS,Attala,33.05090667,-89.44620323,4.0,7.0,Arson,2450152.5,1300,2450152.5,1445
ME,Hancock,44.29999927,-68.25000026,0.1,4.0,Campfire,2449226.5,0705,2449226.5,0800
MS,Lincoln,31.60701489,-90.25900402,2.0,5.0,Debris Burning,2450229.5,1330,2450229.5,1525
GA,Johnson             ,32.6467,-82.7433,0.02,5.0,Debris Burning,2449841.5,1630,2449841.5,1710
SC,15,33.15,-79.61666667,0.5,7.0,Arson,2450885.5,1615,2450885.5,1650
GA,Butts               ,33.2642,-84.0555,0.6,7.0,Arson,2449220.5,2015,2449220.5,2135
GA,Taliaferro          ,33.5038,-82.8298,0.02,2.0,Equipment Use,2449433.5,1053,2449433.5,1117
MT,89,47.52,-115.42,0.5,1.0,Lightning,2451053.5,1545,2451055.5,1500
MS,Forrest,31.1474749,-89.34153232,1.0,7.0,Arson,2449401.5,1450,2449401.5,1540
WV,Mingo,37.90545738,-82.17467069,208.0,7.0,Arson,2449815.5,1400,2449815.5,1400
GA,Union               ,34.7897,-83.9491,2.16,5.0,Debris Burning,2450576.5,1500,2450576.5,1703
WV,McDowell,37.36752074,-81.3753974,0.1,6.0,Railroad,2451286.5,1250,2451286.5,1250
WA,13,46.11666667,-117.73361111,0.1,1.0,Lightning,2451397.5,1050,2451397.5,1356
MS,Jones,31.47896153,-89.12808292,6.0,5.0,Debris Burning,2450751.5,1550,2450751.5,1700
AZ,Yavapai,34.60167818,-113.19956478,160.0,13.0,Missing/Undefined,2449575.5,1612,2449576.5,0900
GA,Jones               ,32.8527,-83.5063,0.1,5.0,Debris Burning,2449233.5,1120,2449233.5,1235
OR,Lane,43.9015,-123.0979,0.1,4.0,Campfire,2452435.5,1745,2452435.5,1750
MS,George,30.90840761,-88.67610435,1.0,7.0,Arson,2449079.5,1225,2449079.5,1254
CA,Riverside,33.605861,-116.017381,0.1,9.0,Miscellaneous,2452706.5,1353,2452706.5,1410
GA,Early               ,31.3961,-84.8369,0.08,7.0,Arson,2450165.5,1355,2450165.5,1422
WI,Waupaca,44.62199342,-89.09470047,0.5,3.0,Smoking,2449479.5,1515,2449479.5,1540
GA,Mitchell            ,31.0873,-84.2152,0.11,2.0,Equipment Use,2450104.5,1045,2450104.5,1120
CA,Napa,38.614139,-122.58585,0.1,2.0,Equipment Use,2452416.5,1622,2452416.5,1631
WI,Iron,46.18652401,-89.93669621,0.01,7.0,Arson,2450231.5,1722,2450231.5,1725
GA,Glynn               ,31.2065,-81.5379,0.1,2.0,Equipment Use,2449950.5,1725,2449950.5,1735
GA,Lowndes             ,31.0185,-83.3173,2.96,5.0,Debris Burning,2449339.5,1200,2449339.5,1310
GA,Brooks,30.7957,-83.4779,0.06,5.0,Debris Burning,2452349.5,1645,2452349.5,1645
NY,WESTCHESTER,40.9104648,-73.89240096,1.0,9.0,Miscellaneous,2452764.5,1359,2452764.5,1359
GA,Wilkes              ,33.8637,-82.7293,0.4,5.0,Debris Burning,2450176.5,1210,2450176.5,1300
CO,Rio Blanco,39.9933,-108.49205,67.0,5.0,Debris Burning,2451260.5,1155,2451261.5,1200
NY,ERIE,42.88508,-78.80084475,0.1,9.0,Miscellaneous,2452817.5,1644,2452817.5,1644
WI,Burnett,45.84654368,-92.20872848,0.3,5.0,Debris Burning,2450232.5,2030,2450233.5,1730
NY,ERIE,42.82300806,-78.68393752,0.1,9.0,Miscellaneous,2452828.5,0923,2452828.5,0923
GA,Murray,34.8071,-84.6985,0.23,5.0,Debris Burning,2452322.5,1501,2452322.5,1501
UT,Daggett,40.7216,-109.0712,2.0,1.0,Lightning,2452838.5,1747,2452840.5,1800
NY,NASSAU,40.666486,-73.46576399,0.5,9.0,Miscellaneous,2451671.5,1907,2451671.5,1907
GA,Lamar               ,33.1614,-84.0556,1.32,7.0,Arson,2448686.5,0425,2448686.5,0658
GA,Chattooga           ,34.5674,-85.4653,10.3,7.0,Arson,2448682.5,1100,2448682.5,1337
GA,Wilcox,32.0642,-83.592,0.03,1.0,Lightning,2451714.5,0945,2451714.5,0945
NV,Humboldt,40.8943,-117.8996,60.0,3.0,Smoking,2451456.5,1410,2451457.5,1800
GA,Butts               ,33.247,-83.8511,0.3,9.0,Miscellaneous,2450705.5,1600,2450705.5,1820
MT,77,47.17055556,-113.19166667,0.1,9.0,Miscellaneous,2452175.5,1800,2452175.5,1930
WV,Raleigh,37.7872728,-81.11361681,0.1,2.0,Equipment Use,2452711.5,1307,2452711.5,1307
WA,47,48.48861111,-118.90166667,0.1,7.0,Arson,2452057.5,1214,2452057.5,1315
MS,Winston,33.01390004,-89.24265787,3.0,7.0,Arson,2450183.5,1345,2450183.5,1500
UT,Carbon,39.7894,-110.3427,63.0,1.0,Lightning,2452446.5,1630,2452454.5,1200
GA,Brooks,30.7272,-83.5976,2.1,5.0,Debris Burning,2451626.5,1624,2451626.5,1624
GA,213,34.73333333,-84.675,49.0,4.0,Campfire,2450916.5,0940,2450916.5,2030
GA,Laurens             ,32.4925,-82.7831,0.38,6.0,Railroad,2449503.5,1458,2449503.5,1617
OK,Pushmataha,34.4701993,-95.77140055,800.0,13.0,Missing/Undefined,2450040.5,1330,2450041.5,0215
ID,Blaine,43.2216,-114.2948,1.0,7.0,Arson,2451822.5,1342,2451822.5,1700
WI,Marinette,45.28471417,-88.12078965,0.1,8.0,Children,2449641.5,1255,2449641.5,1340
OK,Delaware,36.22539895,-94.68229684,1.0,13.0,Missing/Undefined,2450011.5,0001,2450011.5,0045
NY,NASSAU,40.67874909,-73.4441157,2.0,9.0,Miscellaneous,2451855.5,1531,2451855.5,1531
MS,Pontotoc,34.11671689,-88.84000504,70.0,5.0,Debris Burning,2449433.5,1245,2449433.5,1510
MS,Lincoln,31.4988901,-90.35061987,12.0,5.0,Debris Burning,2448655.5,1309,2448655.5,1425
NY,ALBANY,42.77384224,-73.68767136,0.1,9.0,Miscellaneous,2452174.5,2030,2452174.5,2030
CO,Montrose,38.1969,-108.4179,0.1,1.0,Lightning,2451713.5,2005,2451714.5,1600
UT,Millard,39.28974,-112.37974,0.1,1.0,Lightning,2452094.5,1633,2452094.5,1730
MS,Tishomingo,34.82129341,-88.25336814,20.0,7.0,Arson,2450698.5,1240,2450698.5,1430
CA,Kern,35.130603,-119.474356,0.1,9.0,Miscellaneous,2451838.5,2253,2451838.5,2253
GA,Berrien,31.1213,-83.2167,6.78,5.0,Debris Burning,2451584.5,1630,2451584.5,1630
GA,Wilkes              ,33.8466,-82.6263,0.01,3.0,Smoking,2450123.5,1418,2450123.5,1427
