STATE,COUNTY,LATITUDE,LONGITUDE,FIRE_SIZE,CAUSE_CODE,CAUSE_DESCR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME
GA,Lowndes,30.68541898,-83.19753036,6.0,7.0,Arson,2456026.5,1609,2456026.5,1705
MO,Morgan,38.383511,-92.854672,10.0,5.0,Debris Burning,2457093.5,1828,2457093.5,1855
IL,livingston,40.734722,-88.521667,15.0,9.0,Miscellaneous,2455287.5,1028,2455287.5,1028
TN,LAWRENCE,35.402183,-87.318117,3.5,5.0,Debris Burning,2455842.5,1600,2455842.5,2030
AR,INDEPENDENCE,35.87982,-91.63496,95.0,7.0,Arson,2455660.5,1240,2455660.5,1730
CA,Siskiyou,41.502608,-122.756808,1.0,1.0,Lightning,2454230.5,1207,2454232.5,1146
CA,MERCED,37.34653,-120.591088,0.01,13.0,Missing/Undefined,2457207.5,1534,2457207.5,1554
CA,49,41.75194444,-120.91666667,0.1,1.0,Lightning,2453942.5,1138,2453948.5,1155
NY,TIOGA,42.24448043,-76.27114471,1.06,5.0,Debris Burning,2454573.5,1137,2454573.5,1137
NM,6,35.28333333,-107.59861111,0.1,1.0,Lightning,2453937.5,1512,2453937.5,1645
NY,NASSAU,40.65697051,-73.68453846,0.1,9.0,Miscellaneous,2453317.5,0803,2453317.5,0803
MN,21,47.07,-94.50861111,0.3,5.0,Debris Burning,2453109.5,1700,2453109.5,1745
NJ,Cumberland,39.26,-75.13,1.0,8.0,Children,2455606.5,1425,2455606.5,1530
KY,Grayson,37.4786,-86.5163,0.5,4.0,Campfire,2457144.5,1700,2457144.5,1753
FL,Alachua,29.8247,-82.2716,0.3,7.0,Arson,2455710.5,1145,2455710.5,1207
OK,Cherokee,35.85138889,-95.11833333,0.1,7.0,Arson,2456112.5,1915,2456112.5,2005
UT,Iron,38.0197,-113.5839,0.1,1.0,Lightning,2454683.5,1636,2454683.5,1800
NM,Colfax,36.8266,-104.7967,13.5,1.0,Lightning,2456821.5,1400,2456823.5,1630
CA,Modoc,41.7433,-120.1933,0.8,13.0,Missing/Undefined,2456083.5,1326,2456083.5,1502
TX,Shelby,31.88803333,-94.2219,15.0,5.0,Debris Burning,2456514.5,1822,2456514.5,2128
KY,Laurel,37.1075,-83.96073,1.0,3.0,Smoking,2454172.5,1515,2454172.5,1515
GA,Taliaferro          ,33.52006111,-82.81848889,0.01,8.0,Children,2456798.5,2007,2456798.5,2017
NY,OSWEGO,43.33332033,-76.44912556,1.88,9.0,Miscellaneous,2454915.5,1348,2454915.5,1348
OR,Deschutes,43.87638889,-121.36333333,0.1,1.0,Lightning,2456884.5,1551,2456884.5,1811
FL,Volusia,29.3193,-81.4682,0.2,5.0,Debris Burning,2456961.5,1637,2456961.5,1649
AZ,YAVAPAI,34.3164,-112.6819,0.1,1.0,Lightning,2456471.5,2012,2456471.5,2320
CA,037,34.38805556,-117.82611111,0.1,9.0,Miscellaneous,2457139.5,1945,2457139.5,2200
MN,75,47.90416667,-91.63277778,0.1,4.0,Campfire,2454325.5,1000,2454325.5,1452
SC,Horry County,34.116425,-79.069626,0.3,9.0,Miscellaneous,2455709.5,1549,2455709.5,1652
NV,Clark,36.1231,-116.0161,2.7,5.0,Debris Burning,2454632.5,2216,2454633.5,1900
WI,Rusk,45.4649,-91.15681,0.1,2.0,Equipment Use,2456060.5,1505,2456060.5,1517
NY,MADISON,42.8101,-75.2547,0.75,7.0,Arson,2456768.5,1328,2456771.5,1347
OR,Josephine,42.6571,-123.3226,0.5,1.0,Lightning,2453955.5,0720,2453955.5,1200
WI,083,45.3486111,-88.5838889,0.1,7.0,Arson,2455301.5,1655,2455301.5,1750
CA,SANTA CRUZ,37.08445,-121.977683,0.1,13.0,Missing/Undefined,2456769.5,1734,2456769.5,1746
KY,Perry,37.29617,-83.16333,88.0,4.0,Campfire,2454508.5,1345,2454508.5,1345
AR,JACKSON,35.00817,-91.00398,75.0,5.0,Debris Burning,2456108.5,1606,2456108.5,1910
CA,049,41.47833333,-120.3275,0.1,1.0,Lightning,2456526.5,1547,2456527.5,1438
NY,CLINTON,44.69065879,-73.5937766,0.68,9.0,Miscellaneous,2453477.5,1552,2453477.5,1552
NY,LIVINGSTON,42.5713,-77.7326,0.1,7.0,Arson,2456760.5,1228,2456760.5,1334
TN,CANNON,35.728833,-86.094833,1.7,7.0,Arson,2455653.5,1500,2455653.5,1730
KY,Knott,37.316,-82.8371,200.0,5.0,Debris Burning,2455500.5,1000,2455500.5,1000
GA,Randolph            ,31.67506293,-84.90164225,0.1,5.0,Debris Burning,2455714.5,2055,2455714.5,2117
MO,Washington,37.98558,-90.9364,1.0,5.0,Debris Burning,2455632.5,1310,2455632.5,1402
VA,77,36.77833333,-81.0275,4.0,5.0,Debris Burning,2453104.5,1730,2453104.5,2300
OR,Harney,42.7165,-119.1677,860.2,1.0,Lightning,2453914.5,1506,2453916.5,0900
MS,LAWRENCE,31.63251539,-90.14069292,2.0,7.0,Arson,2455992.5,1226,2455992.5,1347
MS,LAMAR,31.29339921,-89.39286651,1.0,5.0,Debris Burning,2456360.5,1036,2456360.5,1228
AL,Hale,32.561194,-87.635207,0.2,13.0,Missing/Undefined,2455017.5,1357,2455017.5,1413
CA,89,40.79,-121.53944444,2.0,7.0,Arson,2454641.5,0830,2454641.5,2030
UT,Tooele,39.9289,-112.6767,0.1,1.0,Lightning,2453959.5,1928,2453960.5,0900
UT,Piute,38.3461,-111.9267,0.1,1.0,Lightning,2453934.5,1503,2453934.5,1700
GA,Lowndes             ,30.87686389,-83.15893611,0.1,5.0,Debris Burning,2457252.5,1209,2457252.5,1234
UT,Tooele,40.338194,-112.620585,0.1,1.0,Lightning,2456171.5,0845,2456171.5,1330
TN,HICKMAN,35.9127,-87.61089,0.2,9.0,Miscellaneous,2454938.5,1308,2454938.5,1700
CA,017,38.60027778,-120.42194444,0.25,1.0,Lightning,2456131.5,1030,2456131.5,1600
AL,Mobile,30.829966,-88.301708,35.3,9.0,Miscellaneous,2453071.5,1247,2453071.5,1430
AZ,Maricopa,33.4514,-112.0886,0.1,13.0,Missing/Undefined,2456811.5,1612,2456811.5,1618
SC,Berkeley County,33.178741,-80.135521,7.5,7.0,Arson,2455628.5,1524,2455628.5,1715
CA,063,40.26,-120.80888889,0.1,1.0,Lightning,2457224.5,2150,2457225.5,1938
GA,Crawford,32.69623611,-83.95083056,4.9,5.0,Debris Burning,2456359.5,1350,2456359.5,1518
CA,065,33.6513889,-117.455,0.1,4.0,Campfire,2455199.5,0759,2455199.5,0900
ID,Kootenai,47.89164079,-116.8576216,0.2,9.0,Miscellaneous,2457290.5,2200,2457291.5,1239
NC,Guilford,36.0105,-79.66938333,0.1,5.0,Debris Burning,2455275.5,1600,2455275.5,1645
KY,Knott,37.35091,-82.85791,15.0,5.0,Debris Burning,2454894.5,1530,2454894.5,1530
AZ,Cochise,31.6508,-110.1767,5.0,1.0,Lightning,2454287.5,1545,2454289.5,1230
OR,Jackson,42.1157,-122.9242,0.1,1.0,Lightning,2453953.5,1905,2453959.5,1700
OR,23,43.96833333,-118.84611111,0.1,1.0,Lightning,2455046.5,1317,2455046.5,1712
CA,109,37.87972222,-119.85694444,0.1,7.0,Arson,2454695.5,1455,2454695.5,1625
NM,035,32.8425,-105.62638889,0.1,1.0,Lightning,2456112.5,1620,2456112.5,2330
NY,NASSAU,40.71453404,-73.63874483,0.5,9.0,Miscellaneous,2454926.5,1846,2454926.5,1846
KY,Clay,37.09505081,-83.82489777,8.0,5.0,Debris Burning,2456388.5,1907,2456388.5,2335
NV,Pershing,40.5947,-117.9844,7.0,1.0,Lightning,2453938.5,2018,2453939.5,0700
NY,SUFFOLK,40.90918946,-73.0287491,0.1,9.0,Miscellaneous,2454967.5,1600,2454967.5,1600
MT,53,48.44,-115.34666667,0.1,1.0,Lightning,2453957.5,1745,2453957.5,2030
CA,Calaveras,38.242414,-120.548839,1.0,7.0,Arson,2454437.5,0010,2454437.5,0514
FL,Charlotte,26.9527,-81.7617,2.0,2.0,Equipment Use,2455981.5,1200,2455981.5,1254
WV,Preston,39.48868704,-79.77449898,0.2,5.0,Debris Burning,2456392.5,2248,2456392.5,2320
NY,MADISON,43.09183336,-75.6535957,0.75,7.0,Arson,2454211.5,1050,2454211.5,1050
MT,95,45.60388889,-109.15388889,325.0,9.0,Miscellaneous,2454326.5,1619,2454329.5,1200
NY,JEFFERSON,44.23635297,-76.038676,0.5,7.0,Arson,2455750.5,2219,2455750.5,2235
AR,CLARK,34.07665,-93.16871,1.0,5.0,Debris Burning,2455643.5,1814,2455643.5,2100
MS,ITAWAMBA,34.23679675,-88.5251051,27.0,5.0,Debris Burning,2456715.5,1336,2456715.5,1539
MT,Sweet Grass,45.6744,-109.7489,0.1,1.0,Lightning,2453619.5,1300,2453619.5,1530
NM,Torrance,35.03047,-106.11459,0.2,10.0,Fireworks,2455043.5,1323,2455043.5,1323
RI,Kent,41.729783,-71.566743,0.1,7.0,Arson,2454663.5,1925,2454663.5,2110
OR,Malheur,43.9874,-117.4796,0.1,1.0,Lightning,2453958.5,2044,2453958.5,2045
CA,CALAVERAS,38.106279,-120.879651,1.0,7.0,Arson,2456913.5,0230,2456913.5,0330
FL,Collier,26.1353,-81.4606,17.0,1.0,Lightning,2456148.5,1034,2456148.5,1300
OK,21,36.45728,-94.77345,0.5,5.0,Debris Burning,2456623.5,1215,2456623.5,1245
UT,053,37.25472222,-113.58694444,0.1,1.0,Lightning,2456528.5,0840,2456528.5,1116
CO,Rio Blanco,40.885,-108.1895,0.1,1.0,Lightning,2453276.5,1454,2453277.5,1500
NY,DUTCHESS,41.97288101,-73.92095997,0.1,5.0,Debris Burning,2453404.5,0809,2453404.5,0809
FL,Osceola,27.8883,-80.9198,25.0,1.0,Lightning,2455731.5,1445,2455731.5,1612
FL,St. Johns,30.0809,-81.6106,0.1,8.0,Children,2456045.5,1350,2456056.5,1108
NY,CAYUGA,42.91883901,-76.52372201,0.1,9.0,Miscellaneous,2453955.5,1635,2453955.5,1635
SC,Horry County,33.842072,-78.860771,0.5,5.0,Debris Burning,2456548.5,1646,2456548.5,1744
GA,Charlton            ,30.52602222,-82.02986111,3.04,4.0,Campfire,2457067.5,1547,2457067.5,1650
AL,Conecuh,31.430301,-86.879714,10.0,5.0,Debris Burning,2453441.5,1125,2453441.5,1800
ID,Boise,44.06833333,-115.61277778,1.3,1.0,Lightning,2456852.5,0218,2456854.5,1200
KY,147,36.87555556,-84.41555556,0.5,7.0,Arson,2454170.5,1600,2454170.5,1700
CA,093,41.38944444,-121.62027778,0.1,1.0,Lightning,2457153.5,2100,2457154.5,1154
NY,Cattaraugus,42.0909,-78.4583,0.2,5.0,Debris Burning,2457144.5,1336,2457144.5,1432
ID,079,47.17527778,-115.35888889,0.2,1.0,Lightning,2457245.5,1542,2457251.5,1338
CA,Yuba,39.438031,-121.331128,0.1,9.0,Miscellaneous,2454371.5,1412,2454371.5,1422
CA,SACRAMENTO,38.444401,-121.159962,110.0,9.0,Miscellaneous,2457268.5,1207,2457268.5,1340
TN,DEKALB,36.008733,-85.747733,0.2,5.0,Debris Burning,2455510.5,0110,2455510.5,1530
NM,San Miguel,35.441867,-105.612267,2.0,2.0,Equipment Use,2456104.5,0600,2456104.5,1000
WI,Portage,44.60415,-89.62321,0.5,5.0,Debris Burning,2456004.5,1004,2456004.5,1028
NY,Bronx,40.8506,-73.8684,0.1,9.0,Miscellaneous,2457260.5,2003,2457260.5,2018
NY,SARATOGA,42.81841922,-73.74454314,0.68,9.0,Miscellaneous,2454938.5,1343,2454938.5,1343
MI,DICKINSON                                         ,46.05687,-88.04536,3.6,13.0,Missing/Undefined,2455666.5,1225,2455666.5,1430
WY,Johnson,43.5453,-106.5964,4.6,1.0,Lightning,2453536.5,1829,2453541.5,1800
ME,PENOBSCOT,45.256972,-68.458917,0.1,4.0,Campfire,2456170.5,1545,2456170.5,1800
ID,85,44.82444444,-114.90333333,440.0,1.0,Lightning,2453591.5,1705,2453703.5,0959
NC,Madison,35.8428,-82.54615,0.3,2.0,Equipment Use,2455441.5,1643,2455441.5,1810
FL,Manatee,27.3535,-82.2509,33.0,2.0,Equipment Use,2456028.5,1455,2456041.5,1453
NC,Wilkes,36.113,-81.26141667,0.2,13.0,Missing/Undefined,2455615.5,1323,2455615.5,1340
MT,89,47.62694444,-115.4725,0.33,1.0,Lightning,2454697.5,1544,2454699.5,0830
NV,Washoe,41.1483,-119.9344,0.1,1.0,Lightning,2455013.5,2054,2455013.5,2300
FL,Flagler,29.5621,-81.2556,0.2,4.0,Campfire,2456956.5,1432,2456956.5,1514
TX,Crockett,30.41458474,-101.32093055,73.0,1.0,Lightning,2455701.5,1200,2455701.5,2200
PA,YORK,39.90897,-76.5963,0.5,8.0,Children,2457111.5,1716,2457111.5,1735
NY,JEFFERSON,44.04593065,-75.99688063,0.1,9.0,Miscellaneous,2454465.5,0546,2454465.5,0546
CO,13,40.00694444,-105.49527778,0.1,4.0,Campfire,2454245.5,1200,2454245.5,1420
WA,COLUMBIA,46.258607,-117.939262,0.5,9.0,Miscellaneous,2455829.5,0917,2455829.5,1203
MS,WALTHALL,31.06861072,-89.85390731,5.0,5.0,Debris Burning,2457060.5,1501,2457060.5,1614
TN,LINCOLN,36.026667,-86.433,0.5,5.0,Debris Burning,2456729.5,1347,2456729.5,1430
ID,015,44.07333333,-115.50916667,0.1,4.0,Campfire,2457236.5,1552,2457236.5,1700
NV,Pershing,40.8683,-118.8072,3.0,1.0,Lightning,2453924.5,0915,2453924.5,0915
NC,Dare Bomb Range,35.68626666,-75.88173333,0.1,2.0,Equipment Use,2455312.5,1955,2455312.5,2050
KS,Montgomery,37.27,-95.56,1.0,9.0,Miscellaneous,2457374.5,1148,2457374.5,1215
NY,MONROE,43.08707892,-77.63683988,0.1,9.0,Miscellaneous,2453564.5,0938,2453564.5,0938
NV,Lincoln,37.9631,-114.2119,0.1,1.0,Lightning,2457260.5,1702,2457260.5,1827
CA,73,33.25,-116.7875,0.1,9.0,Miscellaneous,2454239.5,1045,2454239.5,1051
MO,Morgan,38.43366667,-93.05796667,1.0,5.0,Debris Burning,2456588.5,1602,2456588.5,1625
AR,HEMPSTEAD,33.87777,-93.48476,20.0,2.0,Equipment Use,2456079.5,1150,2456079.5,1545
CO,YUMA,40.132,-102.6939,0.1,9.0,Miscellaneous,2455268.5,1553,2455268.5,1553
NY,DUTCHESS,41.9554,-73.5028,1.38,9.0,Miscellaneous,2457349.5,1242,2457349.5,1303
NY,MONROE,43.2652,-77.7171,0.1,1.0,Lightning,2457146.5,1301,2457146.5,1333
NY,ALBANY,42.68741605,-73.74211754,0.1,1.0,Lightning,2455713.5,2012,2455713.5,2115
NY,ALBANY,42.7622,-73.687,0.1,9.0,Miscellaneous,2456074.5,1704,2456074.5,1735
CA,RIVERSIDE,33.808167,-117.127501,1.0,9.0,Miscellaneous,2456852.5,1707,2456852.5,1716
MD,Charles,38.617495,-77.033692,2.0,7.0,Arson,2457348.5,1720,2457348.5,1843
NJ,Camden,39.7811828,-74.9440384,0.25,4.0,Campfire,2456244.5,0245,2456257.5,1200
MT,Gallatin,45.1361,-111.1033,156.59,5.0,Debris Burning,2455100.5,0030,2455104.5,0030
NC,Wilson,35.72331667,-77.80591667,0.1,13.0,Missing/Undefined,2455637.5,1619,2455637.5,1651
GA,Stephens            ,34.52331389,-83.22694167,7.38,5.0,Debris Burning,2456891.5,1707,2456891.5,1745
FL,83,29.17583333,-81.67888889,0.1,9.0,Miscellaneous,2454870.5,1425,2454878.5,1141
CA,MENDOCINO,39.80195,-123.529183,0.05,13.0,Missing/Undefined,2456526.5,0634,2456526.5,0711
GA,Worth               ,31.44827778,-83.80186111,0.8,5.0,Debris Burning,2457152.5,1617,2457152.5,1705
UT,Kane,37.325,-112.2063,1206.0,1.0,Lightning,2453201.5,1146,2453219.5,2000
FL,083,29.145,-81.6283333,0.1,1.0,Lightning,2455363.5,1651,2455370.5,1130
OR,Jackson,42.2647,-122.5214,0.1,1.0,Lightning,2455385.5,1749,2455386.5,0005
GA,Cherokee            ,34.27332859,-84.49624717,0.5,7.0,Arson,2455634.5,1325,2455634.5,1616
KS,Miami,38.71,-94.63,0.01,9.0,Miscellaneous,2457096.5,1653,2457096.5,1708
MT,53,48.64833333,-115.03111111,0.1,1.0,Lightning,2453957.5,1730,2453958.5,2059
OR,037,42.7205556,-120.754167,0.1,4.0,Campfire,2455408.5,1930,2455410.5,1250
CO,Larimer,40.3196,-105.1289,0.1,3.0,Smoking,2456317.5,1901,2456317.5,1917
NC,Cabarrus,35.46746667,-80.69206667,0.3,13.0,Missing/Undefined,2455655.5,1400,2455655.5,1450
KY,Perry,37.19926,-83.06719,15.0,5.0,Debris Burning,2454373.5,1500,2454373.5,1500
RI,Providence,41.900928,-71.504799,0.1,5.0,Debris Burning,2457193.5,1928,2457193.5,1935
MS,JONES,31.55901628,-89.11390138,2.0,5.0,Debris Burning,2456072.5,1541,2456072.5,1644
CA,071,34.23416667,-117.48333333,0.1,9.0,Miscellaneous,2457125.5,1910,2457125.5,1935
UT,BOX ELDER,41.95231178,-112.6740445,0.1,9.0,Miscellaneous,2456482.5,1430,2456482.5,1435
NM,047,35.69611111,-105.43916667,0.1,1.0,Lightning,2457250.5,1900,2457251.5,1315
NC,Burke,35.71666666,-81.76666666,0.1,8.0,Children,2455305.5,2105,2455305.5,2140
WA,077,46.5961111,-121.084444,0.1,1.0,Lightning,2455405.5,1530,2455405.5,1730
CO,El Paso,38.8373,-104.8643,0.1,9.0,Miscellaneous,2456370.5,0759,2456370.5,0829
TX,Bowie,33.36853333,-94.11836667,4.0,9.0,Miscellaneous,2456987.5,1520,2456987.5,1727
AL,Cleburne,32.5836125,-87.0169375,20.0,7.0,Arson,2455639.5,1527,2455639.5,1930
MT,53,48.40777778,-115.55777778,0.1,4.0,Campfire,2453566.5,0810,2453566.5,0816
NV,Lincoln,37.2939,-114.3458,0.1,1.0,Lightning,2455012.5,1734,2455012.5,2000
OH,JACKSON,39.14141,-82.637632,0.1,5.0,Debris Burning,2457113.5,1439,2457113.5,1530
UT,Juab,39.65072,-112.3829,0.1,9.0,Miscellaneous,2455444.5,1717,2455444.5,1737
WA,39,45.9836,-121.2457,0.25,1.0,Lightning,2456518.5,1205,2456524.5,1055
AZ,007,34.37638889,-111.18638889,0.1,1.0,Lightning,2456137.5,0830,2456137.5,1400
OR,023,44.34944444,-119.3025,0.1,9.0,Miscellaneous,2455981.5,1649,2455981.5,1850
SC,Dillon County,34.478077,-79.361366,0.2,8.0,Children,2455705.5,2043,2455705.5,2147
NM,Curry,34.731117,-103.40315,220.0,1.0,Lightning,2455807.5,1710,2455807.5,2000
MT,29,47.92888889,-113.52277778,0.1,4.0,Campfire,2453232.5,1110,2453232.5,1145
CA,San Diego,33.13111111,-116.79666667,0.1,4.0,Campfire,2456886.5,1315,2456886.5,1326
OR,017,43.82694444,-121.50138889,0.8,9.0,Miscellaneous,2457109.5,1920,2457109.5,2207
KS,Lyon,38.27,-96.17,50.0,7.0,Arson,2457110.5,1312,2457110.5,1435
NY,SARATOGA,43.01754296,-74.04613365,0.83,1.0,Lightning,2454230.5,1916,2454230.5,1916
TX,Houston,31.26585,-95.42741666,1.0,5.0,Debris Burning,2456064.5,1651,2456064.5,1736
NC,Rockingham,36.26033333,-79.63336666,0.5,5.0,Debris Burning,2455274.5,1230,2455274.5,1248
TX,Titus,33.26666667,-95.105,10.0,9.0,Miscellaneous,2455860.5,1353,2455860.5,1631
SC,Darlington County,34.159683,-80.035118,3.0,2.0,Equipment Use,2456367.5,1800,2456367.5,1906
NY,ONTARIO,42.92001891,-77.46821009,0.1,5.0,Debris Burning,2453749.5,1239,2453749.5,1239
OR,017,43.85305556,-121.39888889,0.1,1.0,Lightning,2457199.5,2159,2457199.5,2322
CO,Adams,39.7845,-104.9797,0.1,9.0,Miscellaneous,2456328.5,1024,2456328.5,1220
WA,51,48.29083333,-117.56305556,0.1,3.0,Smoking,2453938.5,1500,2453938.5,1830
MN,Anoka,45.40541986,-93.32108,1.0,5.0,Debris Burning,2456420.5,1530,2456420.5,1640
FL,Indian River,27.6172,-80.4829,10.0,11.0,Powerline,2457316.5,1550,2457316.5,1702
ID,17,48.27361111,-116.16555556,6.5,1.0,Lightning,2453927.5,1335,2453932.5,0900
SC,Horry County,34.129265,-78.891701,21.0,2.0,Equipment Use,2456816.5,1603,2456816.5,1826
NY,SUFFOLK,40.90952476,-73.15607839,0.1,2.0,Equipment Use,2453471.5,1000,2453471.5,1000
NY,ONTARIO,43.0062,-77.4274,0.1,9.0,Miscellaneous,2456837.5,1402,2456843.5,1412
WI,Polk,45.62801,-92.34311,3.5,5.0,Debris Burning,2454920.5,1354,2454920.5,1354
TX,Oldham,35.51666667,-102.2591667,300.0,9.0,Miscellaneous,2457097.5,1827,2457099.5,1800
FL,69,29.15805556,-81.53472222,1.0,5.0,Debris Burning,2455140.5,1700,2455147.5,1630
WA,063,47.6412,-117.7042,0.1,5.0,Debris Burning,2456749.5,1330,2456771.5,1055
CA,093,41.82805556,-123.11722222,0.6,1.0,Lightning,2457212.5,2025,2457215.5,2000
KY,Lee,37.67764,-83.67017,2.0,4.0,Campfire,2456014.5,1245,2456014.5,1415
CA,MERCED,37.448688,-120.801036,0.01,13.0,Missing/Undefined,2457334.5,1547,2457334.5,1607
ID,Lincoln,42.9592,-114.4031,0.1,2.0,Equipment Use,2454753.5,1606,2454753.5,1800
CA,73,33.41305556,-116.85111111,0.1,4.0,Campfire,2454187.5,1230,2454187.5,1300
NC,Brunswick,34.26851667,-78.14816667,5.0,2.0,Equipment Use,2456393.5,1415,2456393.5,1500
OR,063,45.17388889,-116.78916667,0.25,1.0,Lightning,2456546.5,1910,2456547.5,1645
CA,51,38.55416667,-119.01777778,0.1,1.0,Lightning,2454646.5,1545,2454646.5,1900
ID,Valley,44.50666667,-115.57888889,0.1,4.0,Campfire,2456946.5,1011,2456946.5,1250
SC,Chesterfield County,34.589642,-79.920074,7.0,9.0,Miscellaneous,2455878.5,1554,2455878.5,1734
CA,SONOMA,38.6423,-122.650717,84.0,9.0,Miscellaneous,2456413.5,0201,2456415.5,1200
CA,MONTEREY,36.536717,-121.724217,0.1,9.0,Miscellaneous,2456571.5,1424,2456571.5,1447
WV,Mineral,39.47679325,-78.91295941,3.0,2.0,Equipment Use,2457117.5,1610,2457117.5,1717
NV,Washoe,39.5981,-119.7881,0.1,9.0,Miscellaneous,2456095.5,1521,2456096.5,1800
OR,Douglas,43.46138889,-122.52694444,1.0,1.0,Lightning,2456879.5,2018,2456881.5,2015
MN,Lake of the Woods,48.78023363,-95.01096693,0.5,5.0,Debris Burning,2456769.5,1227,2456769.5,1246
OK,Haskell,35.09463333,-95.35278333,0.1,9.0,Miscellaneous,2455655.5,1540,2455655.5,1540
AL,105,32.76472222,-87.08222222,0.3,1.0,Lightning,2456510.5,1800,2456511.5,1130
KY,Marshall,36.96527,-88.3139,1.0,9.0,Miscellaneous,2455486.5,1345,2455486.5,1345
NC,Stanly,35.4499,-80.22078333,0.1,9.0,Miscellaneous,2456770.5,1402,2456770.5,1415
NC,Buncombe,35.59561666,-82.64271666,0.1,2.0,Equipment Use,2456716.5,1825,2456716.5,1843
CA,35,40.63305556,-121.29777778,0.1,1.0,Lightning,2453938.5,0930,2453938.5,1200
AZ,007,33.83583333,-111.00194444,0.83,1.0,Lightning,2457251.5,1608,2457254.5,1834
NY,ERIE,43.04128586,-78.78317067,0.1,1.0,Lightning,2453577.5,1551,2453577.5,1551
AL,Escambia,31.005337,-87.301648,3.0,5.0,Debris Burning,2453193.5,1459,2453193.5,1650
NC,Chatham,35.66216666,-79.47336666,0.3,9.0,Miscellaneous,2456983.5,1123,2456983.5,1145
CO,047,39.89527778,-105.65638889,0.1,4.0,Campfire,2457284.5,1805,2457284.5,2130
CA,RIVERSIDE,33.97815,-117.291567,1.0,8.0,Children,2456809.5,0220,2456809.5,0250
MT,53,48.90638889,-115.68388889,0.1,1.0,Lightning,2454651.5,0919,2454652.5,0900
WV,Harrison,39.44995603,-80.49770373,0.5,2.0,Equipment Use,2456985.5,1246,2456985.5,1500
AL,Macon,32.458099,-85.737326,2.5,5.0,Debris Burning,2453933.5,0718,2453933.5,0922
WI,Marathon,45.088155,-89.7016414,0.1,5.0,Debris Burning,2456787.5,1320,2456787.5,1331
TN,WEAKLEY,36.336667,-88.67667,0.2,10.0,Fireworks,2455018.5,1551,2455018.5,1845
MI,CRAWFORD,44.63047,-84.58972,0.5,13.0,Missing/Undefined,2456428.5,1740,2456428.5,1830
CA,073,32.86666667,-116.45,0.1,1.0,Lightning,2457273.5,1759,2457273.5,2130
CA,93,41.30944444,-121.84111111,0.1,1.0,Lightning,2454643.5,1635,2454648.5,1421
KY,Pike,37.30943,-82.53128,290.0,4.0,Campfire,2455608.5,1415,2455608.5,2300
FL,Suwannee,30.0536,-82.8626,0.5,2.0,Equipment Use,2456426.5,1450,2456426.5,1547
KS,Miami,38.62,-94.82,20.0,9.0,Miscellaneous,2457093.5,1341,2457093.5,1424
MO,Scotland,40.4287,-92.0251,0.1,5.0,Debris Burning,2457288.5,1421,2457288.5,1432
MS,Covington,31.68849023,-89.44651665,1.0,5.0,Debris Burning,2457248.5,1607,2457248.5,1706
ID,049,46.51444444,-114.48361111,1.5,1.0,Lightning,2456483.5,1842,2456491.5,1359
NY,SUFFOLK,40.81820242,-73.21248593,0.1,5.0,Debris Burning,2454490.5,1343,2454490.5,1343
AL,Elmore,32.503043,-85.9547599,0.7,5.0,Debris Burning,2455654.5,1338,2455654.5,1622
CA,Monterey,35.986831,-120.984481,5.0,2.0,Equipment Use,2453168.5,0945,2453168.5,1500
AL,Mobile,30.538052,-88.250835,8.0,9.0,Miscellaneous,2453113.5,1615,2453113.5,1800
OR,29,43.07861111,-122.33222222,0.1,4.0,Campfire,2455054.5,1245,2455055.5,1547
WI,7,46.23194444,-91.11777778,0.1,9.0,Miscellaneous,2454219.5,1215,2454219.5,1300
AL,Autauga,32.699633,-86.566318,3.0,9.0,Miscellaneous,2453803.5,1340,2453803.5,1545
WA,073,48.68166667,-121.83805556,0.1,1.0,Lightning,2456426.5,1500,2456510.5,1000
WA,Pend Oreille,48.98027778,-117.35694444,0.6,11.0,Powerline,2456778.5,1422,2456778.5,1530
AZ,Maricopa,33.4222,-112.1338,0.1,13.0,Missing/Undefined,2456817.5,1915,2456817.5,1916
NY,SULLIVAN,41.5373544,-74.8564466,0.98,9.0,Miscellaneous,2454940.5,1545,2454940.5,1545
NY,CLINTON,44.6582878,-73.49567515,1.0,9.0,Miscellaneous,2454953.5,2105,2454953.5,2105
OR,Jackson,42.3156,-122.9733,0.1,13.0,Missing/Undefined,2456131.5,1904,2456131.5,1923
OR,Jackson,42.5539,-123.0497,0.1,1.0,Lightning,2455425.5,1549,2455427.5,1630
NY,MONROE,43.12149712,-77.62694653,0.1,9.0,Miscellaneous,2455829.5,2003,2455829.5,2051
CA,Siskiyou,41.672675,-122.826908,0.1,1.0,Lightning,2453546.5,1636,2453546.5,1711
NV,White Pine,38.8242,-114.8664,0.1,1.0,Lightning,2453943.5,1556,2453943.5,1815
NC,Yadkin,36.21555,-80.6873,0.1,7.0,Arson,2456748.5,1420,2456748.5,1431
CA,29,35.58722222,-118.29555556,0.1,1.0,Lightning,2453934.5,1330,2453934.5,2000
NC,Buncombe,35.507083,-82.662516,0.3,8.0,Children,2457059.5,1516,2457059.5,1602
AL,Shelby,33.349706,-86.404984,5.0,9.0,Miscellaneous,2454437.5,1345,2454437.5,1500
FL,St. Johns,30.0527,-81.3807,28.0,7.0,Arson,2455512.5,1610,2455512.5,1610
