Date,;Region,Place,;Trigger,;Weak Layer,Depth_inches,Width_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates,Comments 1
1/17/2014,SE Idaho,Bloomington Lake,Snowmobiler,Facets,48.0,3600.0,12000.0,East,9000.0,"42.144871000000, -111.576633000000","I was climbing up to the cliff line on the east facing slope on the west side of the lake.  The snow gave way and I began to slide down the huge wave of snow,still on my machine.  I was able to accelerate down to the top of the first terrace, barely in front of the avalanche.  I negotiated a line through the rocks as fast as my machine would go.  As I hit the transition to the frozen lake, I had to let off the gas to avoid crashing.  As I hit the lake, the snow came over me and my machine.  I pinned the throttle as I was smashed forward.  The snowmobile accelerated hard and i was able to power through the blast and avoid further danger.  I was wearing an ABS pack with beacon, shovel and probe.  there were 5 witnesses watching from the lake."
1/13/2014,SE Idaho,State Line Bowl,Natural,Facets,30.0,18000.0,6000.0,East,8700.0,"42.010972000000, -111.548939000000","Saw this slide which I assume is from last weekend's cycle as I was skinning up Beaver's Envy this afternoon. It's on an east face that runs down onto the Sink Hollow road. Very similar aspect, elevation, slope angle, and topography as the St. Charles slide last week, just 6 miles south and much closer to the Idaho-Utah border. There is also a smaller, what looks like a sympathetic slide, further down the ridge-line to the north: 200 feet wide that ran for 400-500 vertical feet."
1/14/2014,Uintas,Co-op Creek,Natural,Ground Interface,30.0,4800.0,7200.0,East,10000.0,"40.255267000000, -111.091690000000",Noted many east facing natural slides as the area is heating up.  Everyone of them was down to the ground and on steeper angled wide open slops.  The one in this picture was one of the bigger slides that travel well out into the flats cover older snowmobile tracks.  
1/20/2014,Salt Lake,Raymond Slabs,Natural,Facets,42.0,1500.0,9600.0,Northeast,9800.0,"40.660326000000, -111.704929000000","Walked up under Mt. Raymond today.

Found very interesting snow. That discussion is in the observation.

Noticed the rock slab which makes up the east side of the piece-o-pie run had released down to the bare rock. Other crowns could be seen from the last storm on the rest of the rock slabs. 

Of interest were a set of tracks from a skier and snowboarder who had descended into the area via the summit of Mt. Raymond through a gully that was west facing. Hard to tell it the riders were there yesterday (1/20) or on Sunday.

Debris pile was fresh so assume it ran Monday night or early today (Tuesday).

 

2nd photo taken on Sunday morning with yawning glide crack prior to release - photo Erik Kish-Trier
"
1/18/2014,Uintas,Currant Creek Peak,Snowmobiler,Ground Interface,48.0,2400.0,2400.0,Northeast,10200.0,"40.392314000000, -111.180289000000","

What's wrong with this picture. One sled triggered avalanche with intact slope same slope angle, aspect, elevation and tracks all over it. Sometimes it's just a roll of the dice. What a way ride. I think I'll take my chances in Vegas rather than hedging my luck in the mountains.


"
1/15/2014,Uintas,Chalk Creek,Natural,Depth Hoar,48.0,4800.0,9600.0,Northeast,10600.0,"40.839681000000, -111.109071000000","Releasing overnight as a result of increased southwest winds, this slide ran fast and far, overunning flat benches and natural terrain features.
 

 
"
1/18/2014,Uintas,Nobletts,Snowmobiler,Ground Interface,30.0,600.0,960.0,Northeast,9600.0,"40.478222000000, -111.114628000000","
"
1/17/2014,Uintas,Coalville,Natural,Facets,30.0,4200.0,44843.80926308335,East,1348.2153664813643,"40.953378000000, -111.509857000000","
"
1/20/2014,Uintas,Whitney Basin,Snowmobiler,Depth Hoar,144.0,4800.0,9600.0,East,10500.0,"40.828164000000, -110.960498000000","This quite deep avalanche was likely triggered over the past holiday weekend, possibly on Monday.  I'm guessing the trigger point was on the lookers left where a couple of sled tracks enter the slope and was likely a shallow spot?  Pretty darn amazing how deep this slide broke into a heavy wind drifted slope.  Getting caught in a deep hard slab avalanche like this one would be game over."
1/20/2014,Uintas,Whitney Basin,Snowmobiler,Depth Hoar,48.0,2400.0,7200.0,East,10800.0,"40.843230000000, -111.020279000000","Thinking this could be another sled triggered slide from earlier in the week.  There were no tracks going into the slide, but there are tracks nearby and at the bottom of the debris.  It might still be possible to trigger some of these isolated areas from a distance?  "
1/20/2014,Uintas,Whitney Basin,Snowmobiler,Depth Hoar,24.0,960.0,2100.0,Northeast,10000.0,"40.873935000000, -110.973930000000","A small sled triggered slide near the bottom of Yamaha Hill, possibly from the weekend."
1/22/2014,Skyline,Wedding Ring Ridge,Natural,Facets,60.0,600.0,1800.0,Northeast,9600.0,"39.608894000000, -111.292362000000","This slide was seen last week, and was a very large slide. Comparing the picture from last week it appears that the East side of the original slide slid again. You can see two snow mobile tracts that have been covered up by the new slide, that are not in the original picture. Snow conditions continue to get weaker as the snow continues to facet, shaded areas have surface hoar, and weak snow to the ground on aspects from east to north west. We will be in for another round of avalanches if we get more snow next week.

FORECASTER NOTE:  It appears that this path was reloaded by the wind after the initial avalanche which happened last week.  It is quite possible this was triggered by the snowmobiler who made the track that the avalanche covered up.  Kobernik

Photo below:  recent avalanche
"
1/20/2014,Uintas,Moffit Basin,Snowmobiler,Depth Hoar,96.0,3600.0,9600.0,East,10900.0,"40.807508000000, -110.954318000000",Thought I would check-out some more east facing terrain with similar terrain features as the two slides that occurred in Super Bowl and a very large avalanche on Double Hill.  Looks like another slide was triggered sometime from the holiday weekend on the east side of Moffit Peak.  This was likely another heavy wind loaded slope with very weak snow near the ground and just waiting for someone to collapse the slope from a shallow thin spot.  It's really difficult to tell where and what sled tracks may have triggered this avalanche.  
1/11/2014,Salt Lake,Mill A,Natural,Facets,16.0,1800.0,10800.0,East,10200.0,"40.670971000000, -111.682227000000","Drew I'm just reporting this to make the list of large avalanches that occurred during the Jan. 10 storm complete.
I walked the Cabin Run ridge on Monday and saw this slide. The flank is clearly visible even now and the slide ran full track. Large.
I think if our forecast is accurate this will go down as a repeater. 
So it looks like the whole east facing ridge ran from the near summit of G.K. all the way down to Depth Hoar Bowl. That is a big avalanche.
Post it if you want... or not."
1/12/2014,Salt Lake,Catherines,Unknown,Unknown,24.0,2400.0,3000.0,Northwest,10100.0,"40.579965000000, -111.591954000000","I saw this avalanche today and it didn't look ancient so I thought I would go take a closer look. It was snowing pretty hard and so I couldn't really tell how old it was but I didn't see it on the avalanche list so hopefully this isn't a repost. I did dig a pit on a small test slope nearby and it looked like the weakest interface was the 30 cm of depth hoar at the bottom of the snow pack however my ECT yielded no result and I wasn't able to do a PST.

Forecaster's Note:  After soliciting info from our observers, it turns out this slide was from the last avalanche cycle, around the 12th or 13th.  Thanks to those who helped up out! 
"
1/30/2014,Salt Lake,No Name Bowl,Skier,Facets,11.0,960.0,8400.0,Northeast,9200.0,"40.635040000000, -111.563585000000","Went to the PC Ridgeline expecting to see some new activity from the storm, was a bit surprised to see no natural activity. Looked at Scotts peak then decided to look into No Name because we new that was the place with the weakest snow structure, did not note any new activity in the bowl, dropped a few small cornices and only got some shallow new snow sluffs to run. Walked around the corner into the trees and dug a pit, the pit showed only 4 inches of new low density snow sitting on a fragile rain crust, with no slab just loose facets. Went back around the corner to No Name with the intentions of skiing it, noting not much of a new load or any wind effect and new the slope contained basically facets top to bottom with minimal amount or new snow. Brett went in first and noted a little bit if a slab in the very top section but 2 turns in he was in loose facets top to bottom with no slab, he skied the slope without incident. I dropped in next and made what I think was a mistake in judgment, instead of skiing to the skiers right of his tracks which was a bit lower angle, I opted for the steeper roll on skiers left side about 30ft down the slope I saw it fracture about 20ft above me and turned hard right and got off the slab, the slide washed by me and gouged down to the ground running to the transition zone and leaving a nice debris pile at the bottom. Fracture line was 5 to 11"" deep.  My thinking is that I hit a thin weak spot in the only place on the whole slope with a small slab on it, and the debris pile was so large because it cleaned out all the hang fire from the last slide I triggered in there a couple weeks ago, and cleaned out all the facets to the ground in the whole path except for the top of the starting zone. It was actually some what of a user friendly slide if that is possible. I think I hit the only sweet spot in the whole bowl that you could trigger an avalanche in. The words spacial variability, and pockety come in mind when i think about it. Traveled all the way to Mill D from there with no other activity noted.

FORECASTER COMMENTS:  As we started the day, we anticipated a significant danger and had no intentions of skiing No Name.  However, it quickly became apparent the storm didn't produce as expected and conditions were less dangerous.  We were finding 4 to 5 inches of loose new snow, very little wind effect.  We decided the loose new snow sitting on the old loose facets was not a dangerous situation.  This was the case.  However, we underestimated the amount of new snow that had drifted enough to produce the pocket that Mark triggered.  The pocket itself was not all that scary, basically a moderate sized drift.  However, what we both noted was the large pile of debris formed from the initial slab gouging into facets and entraining snow as it traveled all the way down the slope.  As Mark noted, this situation is not all that likely right now.  Most areas just didn't get the load.  Mark and I have a good amount of experience and it should be noted that we made an error in judgment here.  Ultimately, not a significant event but any avalanche unintentionally triggered while you're on the slope is too many. - Kobernik

Photos:

Crown basically right at the ridge.

Debris and track.
"
1/30/2014,Salt Lake,Chicken Sh#! Ridge,Skier,Facets,12.0,360.0,1200.0,East,9300.0,"40.606641000000, -111.641241000000","This slide was triggered on a mid elevation, E facing steep breakover in Days Fork, Hall of the Giants.  HN in this area ranged from 6""-12"" and was mostly not wind effected.  Still, at about 10-12% density it was somewhat slabby.  The new snow mostly bonded well to the old surface, but in the mid elevation sheltered areas that old surface was a mix of facets and decomposing rime crust from Jan 13.  This slide failed at these facets and partly broke below the rime crust. The lower more significant rime crust that formed on Jan 11 was still intact below the bed surface. It did not travel far, only running to the first transition in slope angle but if the slope was bigger I think it would easily have run farther.  
"
1/30/2014,Logan,Temple Fork Junction,Natural,Ground Interface,12.0,720.0,8400.0,Northwest,7000.0,"41.822267000000, -111.613770000000","Noticed several good sized natural wet slides in Logan Canyon from overnight 1-29/30-2014.  These below Temple Fork, across the river from the Blind Hollow TH and in the Dugway Area.  Not unexpected, with a fair amount of rain at this elevation.
"
1/31/2014,Salt Lake,Emma Ridges,Skier,Density Change,10.0,360.0,4200.0,South,9700.0,"40.597054000000, -111.627038000000","A brief period of radiation from 1415- snow's surface remained dry but thickened up enough to add a bit of energy to the 29-30 Jan storm snow- failure plane mid storm F- 4F density change (no evidence of the 30 Jan Rime Crust at this aspect/ elevation).  A turn on a steep SSE facing convexity produced a pushalanche that slowly oozed its way down slope. Dont see this interface as being capable of producing anything hazardous with the exception of long/ exposed paths. Didn't hang around long enough for any more than a quick hand pit but observed not much change with the old snow structure -a series of crust/ softer snow sandwiches with the weakest snow seemingly a 15-20cm layer of 2mm faceted grains underlying a 4-6cm thick 31 Dec melt/ freeze crust- this around 45cm down.
"
1/31/2014,Salt Lake,Sound of Music,Skier,New Snow/Old Snow Interface,8.0,2400.0,3600.0,East,9000.0,"40.684620000000, -111.600151000000","I remotely triggered this slide when I approached the slope just skiers left of main Sound of Music.  I approached fast and put a hard ski cut in on the flats above the slope and two 100 foot wide pockets remotely pulled out a few 100 milliseconds apart.  The slabs were a good size, unconnected, but shallow.  The new snow ran on top the near surface facets that formed over the ridiculously long dry spell we had.  The debris ran through the trees and the tongue was quite a ways down and ran into the gully.  Had I just skied right into the bowl I would likely have some messed up knees.  The slide was not big enough to bury anyone but certainly could have caused injuries.  I think I really need to point this observation out.  Over the last few years, with the increased traffic on the ridge line, I've seen skiers doing laps on Sound of Music via a skin track that runs through the aspens where this slide occurred.   In fact the old skin track was covered by this slide.  I think those that are doing laps on Sound of Music, rather than simply using this terrain to gain access back to Park City, should really look at this seriously.  Sound of Music had a half dozen lines on it prior to this slide running so, had someone tried to put a skin track here today, they surely would have been caught and knocked over.  This terrain is not conducive to doing laps.  It's one and done terrain and should always be treated as such.  There was a lower skin track in the gully that was covered as well.  This is not the first time I have slide this terrain out. In fact a few years ago I triggered a large slide in the exact same spot and went for a relatively long ride.
 

Sorry for the lame pics.   I really didn't think I would be taking pics of slides today so I didn't bring the good camera.  Lesson learned...again.  Always bring the good camera.
"
1/30/2014,Uintas,Chalk Creek,Natural,New Snow/Old Snow Interface,12.0,2400.0,1500.0,Northeast,9600.0,"40.852754000000, -111.101561000000","

Westerly winds found enough light density storm snow to blow around and form sensitive soft slabs on leeward slopes. While certainly manageable in size and depth, I was surprised to see how well connected this piece of snow was.
"
2/1/2014,Provo,Chablis,Natural,New Snow,10.0,300.0,4800.0,Northeast,10000.0,"40.369872000000, -111.615150000000","While ascending a couloir in upper Chablis Bowl called the Playboy Chute a LS-N-R1,D1+-S released from above and caught and carried me about 100' vertical.  My partner and I were ascending, for a second time, a skin track that we placed up a recent debris pile where we thought most of the new snow had already slid.  The slide initiated in a small hanging pocket in a larger cliff band about 200' above the chute.  When it hit the very low density debris we were walking on, it gouged into and entrained more snow than we though was available.  I was hit without much time to react and carried upright, on my side until the slide stopped.  My partner was able to scoot off to the side and was not caught. 
"
2/6/2014,Salt Lake,Monte Cristo,Skier,Unknown,10.0,480.0,1800.0,Northeast,10700.0,"40.594012000000, -111.671305000000","At 11 AM we were skinning up to Heart of Darkness on the east facing slope of the north ride of Monte Cristo, we trigged a wind slab (after passing through debris pile from yesterday's north facing slide on Superior). One skier was carried 150' but was able to immediately deploy an airbag pack and was not buried. A second skier was carried about 10-15' and was also not buried."
2/5/2014,Salt Lake,Lake Peak,Skier,Unknown,6.0,240.0,2400.0,Northeast,10300.0,"40.543399000000, -111.686790000000","I witnessed this skier-triggered avalanche.   I arrived in the Boulder Basin area below Lake Peak, and saw a group of three skiers attempting to skin up the steep headwall that separates the NW ridge of Lake Peak and Red Pine drainiage.   The top of the slope they were skinning up was noticably wind loading at the time.   Our party discussed this among ourselves and opted for a more benign uptrack towards the rocky ridge that descends NE from the summit of Lake Peak (climber's left).

As we were contouring under Lake Peak, one of the skiers skinning up the more radical chute triggered either a shallow soft slab or a loose sluff and was caught and carried through a series of small evergreen trees.  The other two skiers in his party were not caught in the avalanche.   The skier who was caught was able to self arrest (after being strained through a few trees) and the slide debris washed past him.   We communicated verbally and he stated that he was OK.

Sorry no photos.  The light was very flat."
2/8/2014,Salt Lake,Red Rocks Chutes,Skier,New Snow/Old Snow Interface,24.0,4200.0,7200.0,East,9500.0,"40.666442000000, -111.603976000000","Was walking the PC Ridgeline with my AAI avalanche class.  Came around the corner in the mother in law area, and was demonstrating how to kick a small piece of cornice (after ensuring there were no skiers below).  Dropped a 1'X 5' chunk of cornice and as it rolled downslope remotely triggered a SS-ACr-D2.5/R2-I.  Crown height was 2-5' deep, and 3-400' feet wide.  Slope had been recently loaded by wind.  The slope where  the cornice rolled down did not release due to lower slope angle.  Was unable to access the crown due to hang fire, but appeared to slide at the new snow/old snow interface, but it could have gone down as far as the last week's rain crust.  It did not fail into facets.  Further down the ridge there was a size 1.5 natural release, so I would expect this was the norm and not the exception today.  "
2/8/2014,Provo,Tibble Fork,Snowshoer,New Snow/Old Snow Interface,18.0,3000.0,1500.0,Northeast,6400.0,"40.482366000000, -111.648088000000","We have not talked with anyone that was present when the accident happened so we are unsure about a number of things.  All of our information is from Search and Rescue teams or Lone Peak Fire who responded to the accident.

Below are comments about the accident which are based on my opinion.

I believe this was a case of 'innocent ignorance' as I suspect no one in the party had any idea that they were in avalanche terrain.  This is not to say they are stupid, just unaware.  It is easy to think this way with the avalanche site so close to the road.  However, all you need is a steep enough slope with snow on it and you're in avalanche terrain, no matter how close to a road or civilization you are.

I regularly spend time doing field work in the Provo area mountains and it is not uncommon to see snowshoers or snowshoe tracks in the bottom of gullies.  Many of these gullies are fairly small and seem unassuming to someone who has no avalanche education.  Also, they are often the path of least resistance for traveling so it is understandable why we see people in these gullied 'terrain traps'.

Brett Kobernik

 
"
2/8/2014,Salt Lake,Summit Park,Skier,New Snow/Old Snow Interface,14.0,960.0,1200.0,Northeast,8100.0,"40.728462000000, -111.614656000000","Heavy snow as expected, coupled with windloading and bad judgment initiated this slide.  Broke immediatly upon descent.  1 ft to 3 ft deep.   Ground was visible in areas.  Was able to stay on top and made it to strong looking pine, which held her ground. Pine tree, thank you for your support.  "
2/8/2014,Skyline,Electric Lake,Natural,Facets,36.0,3000.0,9600.0,North,9400.0,"39.631961000000, -111.247151000000","Slide started in Steve's Shot,then the whole bowl went. Very large and fast powder cloud snaping tree limbs. Sand boxing was bad on ridge line on the way to look crown. Bed surface was pure sugar,this will fill in and repeat. 1st time was 12-13-13, Darc reported it. 5 Star skiing on low angle trees."
2/8/2014,Salt Lake,Doughnut Falls,Natural,New Snow/Old Snow Interface,8.0,480.0,1200.0,West,7800.0,"40.631346000000, -111.654289000000",The area directly surrounding Donut Falls appeared very unstable with the new heavy wet snow.  Photos were not possible because of the falling snow.
2/4/2014,Moab,Moab,Natural,Surface Hoar,24.0,600.0,1200.0,Northeast,10500.0,"38.461184000000, -109.270277000000","Small crown and debris field observers east of Noriega's Face in the trees, probably released during the storm at the beginning of the week. There was also avalanche debris on Telegold and Tele Heaven, although it was covered by recent snow."
2/8/2014,Salt Lake,Lookout Peak,Skier,New Snow/Old Snow Interface,24.0,1500.0,9600.0,North,8500.0,"40.844983000000, -111.736450000000","Stormy conditions. Party of two. Steady build  up of dense moist snow. Collapsing in areas of shrub and sage that have mostly melted in past few days. Broke out on a north facing slope at a 35-40 roll over. Some wind deposit likely. First run was on skier's right margin of the slope w/ safety exit into trees. No collapsing. No fractures. Noticed horizontal fracturing on up track on shoulder above another steeper north facing slope. On second run the first skier moved skier's left of first tracks, triggered the slope and was carried prehaps 80 feet. Was caught by a small aspen. No injuries, no equipment breakage. Lucky man. Was unsafe to examine the crown but it appeared to be mostly new snow. No obviuos bed surface. Pictures available but not my camera."
2/9/2014,Skyline,Huntington Reservior,Snowmobiler,Facets,48.0,3600.0,2100.0,Northeast,9600.0,"39.585986000000, -111.270003000000","This isn't big avalanche terrain. As a matter of fact, this group did everything right by avoiding big slopes. Unfortunately, the Skyline snowpack is atypically weak and thin for this time of year and this structure is producing unusual avalanches.
"
2/9/2014,Salt Lake,South Squaretop,Skier,Facets,24.0,960.0,1800.0,East,9000.0,"40.666025000000, -111.594894000000","Close call yesterday (Feb. 9th) outside of Canyons Resort boundary.  
Investigated an unreported avalanche with significant debris.  Although slope is relatively small it ends in a terrain trap with many trees.
Upon investigation looked as if a solo skier was traversing underneath a steep slope when he triggered a large slab that ran on the Jan. 10th rain crust.  There was one track in and one track out so it look as if skier miraculously was able to ski off of the slab.  If he had been caught a full burial would have been likely.
Of note, the skier triggered avalanche looks to be responsible for a sympathetic release around the corner off of the same ridge.  The sympathetic avalanche was just as large and also ran on the rain crust on a more northeast aspect.  A large area of undisturbed snow in between the two avalanches.  More proof that the weak layer, slab, and bed surface (rain crust) is continuous and well connected.
1st picture below- slab that skier managed to ski off of
2nd picture- profile above crown of storm snow, facets, rain crust, facets"
2/10/2014,Skyline,Eccles Canyon,Natural,New Snow/Old Snow Interface,36.0,30000.0,1200.0,North,8700.0,"39.684170000000, -111.203763000000","Chevy Tahoe driving to Skyline Mine for the beginning of the day shift and the north facing slope across the highway from the mine let go and pushed the Tahoe off the north side of the road (vehicle was traveling east down the canyon toward the mine) and snow went up and over the vehicle and when the snow stopped, it was piled up to the windows.  Occupants of the vehicle were able to get out and walk the short distance to the mine to get a front end loader to dig them out.  "
2/10/2014,Salt Lake,Grizzly Gulch,Snowboarder,Density Change,6.0,360.0,480.0,Southwest,10200.0,"40.597271000000, -111.610923000000","My partner and I went out for a morning tour both having read the avy report and knew the danger was high, we talked before the tour about how important terrain management was and the avoidance of any rollers in the runs we decided to take would be. By our third run we had worked our way across the slope far enough to be coming close to the ridge that separates Freeland and Black Bess. I was watching from some protected trees as my partner descended and made a turn on the side of a cross loaded wind drift. This turn triggered the release and my partner was able to ride off the side. The crown was 4-6"" but the blocks in the debris pile were significantly larger (12"") due to the wind loading, The slide was about 30' wide and ran 40'. I didn't measure the angle in the start zone but I would estimate it was around 35. "
2/10/2014,Salt Lake,West Monitor,Skier,Depth Hoar,72.0,12000.0,12000.0,Northeast,9900.0,"40.638522000000, -111.576458000000","Here's some better Photos of the massive slide in West Monitor. Biggest I've seen it go, ran full track on the flats to its historic boundaries. Massive amounts of hang fire still left in the bowl. Obviously ripped out on facets at the ground, massive debris pile. Many spots in the crown where you can see where it stepped down into the old weak layers.

Forecaster Comments:  

Backcountry skiers intentionally triggered a large cornice that rolled to the lower part of the slope and triggered a very large avalanche in West Monitor that took out the entire season's snowpack to the ground.  Here are comments from the skiers who triggered it:

After making sure no people were in the run a friend and I kicked off a truck size cornice while on belay. The cornice ran down to the bottom of the bowl and triggered a very large avalanche once it reached the bottom. The avalanche broke all the way to the ground and ran full track.

Photos by Mark White who happened upon the scene shortly after it was triggered:
"
2/10/2014,Salt Lake,Grizzly Gulch,Skier,Density Change,12.0,720.0,600.0,Southwest,10000.0,"40.596427000000, -111.611754000000","Ski tour and stability evaluation with Level 3 course in Grizzly today.  Seems that new snow instability is rapidly gaining strength as the storm exits but the wind slabs were still touchy and reactive.  This was an intentional ski cut on a small terrain feature with very low consequences.  There was evidence of a previous group triggering a similar pocket just a little higher up.  We also observed a large slide on Doug's Drop in Silver Fork.  Lots of snow moving around on the upper ridges and peaks in various directions that could be problematic tomorrow.  Most evidence of avalanche during the storm came from observing partially covered debris piles then seeking out the blown in crowns.  Pics are the small pocket I triggered, Dougs and Culps.
"
2/9/2014,Salt Lake,Little Water Peak,Natural,Graupel,16.0,1800.0,3600.0,Northeast,9600.0,"40.672133000000, -111.626630000000","Little Water Peak has seen a couple of slides in the past week, the most recent of which is the data entered. Looks like the entire bowl, except perhaps the small subridge between the two sides of the bowl, slid to the ground in the early part of the storm, perhaps as early as Friday night or Saturday morning as a fair amount of new snow had built back in.  Then the center of the bowl looked to natural again, new snow only, later in the storm, perhaps Saturday night or Sunday. So portions of the bowl have about 2.5 feet of new snow on top of what is left of the old depth hoar, with the portion that slid having about a foot of snow on top of a small amount of depth hoar.  Photos below: 1) the crown along the ridgeline of the most recent new snow slide, 2) the track with debris from the most recent slide in the foreground and rough debris from the deep slide just visible at the bottom, and 3) photo of the snow left on the bed surface with a couple notes.
"
2/11/2014,Salt Lake,Lake Mary,Snowboarder,Depth Hoar,48.0,720.0,960.0,Northeast,9600.0,"40.587331000000, -111.592169000000","Slab broke down to surface hoar that was growing on a buried rock band.  Snowboarder didn't realize he triggered it until he was at the bottom of the slope out of the way.  Everyone in the party had beacons, shovels, and probes, and knew how to use them, and were aware of potential dangers as listed by the UAC."
2/11/2014,Logan,Millville Face,Snowmobiler,Depth Hoar,36.0,3600.0,3000.0,North,8600.0,"41.681860000000, -111.714550000000","Travis wore an avalanche airbag, but was unable to deploy it because the avalanche engulfed him so quickly.  The quick thinking, well equipped, and recently trained party saved the Travis's life after he was buried by this large avalanche.   They found him him quickly following a beacon signal and unburied his head and chest. He was blue and unconscious, and his rescuers cleared his airway. 

The party believe that they remote triggered the avalanche from a pretty good distance while Travis and one other rider were a good distance below the slope that avalanched dealing with a stuck sled.
"
2/11/2014,Uintas,Mill Hollow,Natural,Ground Interface,30.0,3000.0,3000.0,East,8400.0,"40.511408000000, -111.073151000000","



We knew the day was going to be exciting when we spotted this slide in Mill Hollow. The snowpack is so fragile that a little sunshine and warming was enough to tip the balance. Debris was still soft... must've happened mere minutes before we arrived.
"
2/11/2014,Uintas,Currant Creek Peak,Snowmobiler,Depth Hoar,54.0,18000.0,7200.0,Northeast,10500.0,"40.379267000000, -111.174388000000","Crazy deal here. Ted and I work on Currant Creek Weather station, get it buttoned up and are on our way back to sleds when I suggest we dig a pit in a safe location on the shoulder the verify snowpack structure. As we're wrapping up we hear a huge, thundering collapse, see trees shaking in our periphery, and catch a powder dust cloud. We hear sleds in the distance and are pretty sure we're gonna be part of a rescue. We quickly throw our skins back on so we can gain the ridge and start planning the rescue. Luckily we see a group of sledders in the distance, waving the all clear as they clean their shorts. Amazing no one was caught.








"
2/11/2014,Salt Lake,Mineral Fork,Skier,Depth Hoar,48.0,3600.0,12000.0,Northeast,9500.0,"40.617992000000, -111.696196000000","My group caught up to another party on the ridge and began talking for a few minutes. As all eight people (two groups) gathered we all heard a big collapse and immediately looked over the ridge line to see the avalanche running. This avalanche packed heat, straining through the trees and racing down the path into a full dust cloud. Likely if you were caught it would be a season ender and perhaps fatal.

This avalanche was unintentionally triggered. Meaning; we were not planning to ski the slope that avalanched, nor were we trying to kick or cut cornices. We were all very aware of the hazard and both groups were there to ski safe low angle terrain.    
"
2/9/2014,Ogden,Cutler Ridge,Unknown,Depth Hoar,48.0,1200.0,960.0,North,7800.0,"41.374586000000, -111.942594000000","So, I'm honestly not exactly sure what is going on with this slide.  Bill Brandt reported the slide just a few hundred feet to the East of this slide, on nearly the same aspect, elevation and slope angle.  I'm not sure if this ""West' slide was sympathetic to the ""East"" slide, or if it happened independently.

Regardless of the trigger, the ""West"" slide is significant just due to how rare it is for this slope to slide.  The 1F hard slab pulled out to the ground, leaving huge refrigerator sized chunks littered across the slope.  This slope is just a hundred yards or so due south of the weather station on a northerly, treed slope.

The crown averaged 4 feet but was up nearly 6 feet in some spots.  It failed just 6-10"" above the ground on basal facets/depth hoar.  It appears that the failure layer was just above or below a very thin rime crust (date of crust unknown).  

Slope angle was mostly 32-34 degrees along the starting zone, but did have a small area as steep as 40 degrees.  There was lots of crevasse-like cracking on the adjacent lower angle terrain.  This is not a slope that I would typically expect to see an avalanche on, much less one this deep sliding to the ground.  It really got our attention.
"
2/11/2014,Salt Lake,Mars Hill,Snowmobiler,Facets,48.0,1080.0,4800.0,Northeast,9800.0,"40.593393000000, -111.543674000000","Neighbors observed this avalanche when the clouds momentarily cleared this morning. Zach and I went over to investigate and dig a pit. We saw lots of snowmobile tracks under the path, debris ran over the old tracks. Excessive hang fire restricted us from getting to the crown. Photo credit: G Brad Lewis & Zach Grant"
2/10/2014,Uintas,Uintas,Natural,New Snow/Old Snow Interface,36.0,3000.0,8400.0,North,9300.0,"40.817155000000, -111.262622000000","This slide took out some big pine trees, and continued about 100 yds past where I took the photo."
2/12/2014,Salt Lake,Lake Mary,Skier,Facets,36.0,420.0,600.0,East,9600.0,"40.587819000000, -111.592727000000","While crossing Lake Mary we noticed a crown line and decided to investigate. We found a 2' - 4' crown line above a steep, unsupported convexity with tracks leading into, and away from, the scene. It appeared that a group of skiers and snowboarders had snow shoed to a jump, and after they finished riding the jump, began riding short, steep features nearby. It appeared that one rider had triggered (red arrow) the slab as s/he crested the convexity to ride the face. It was not possible to tell if the person had been caught/carried or even perhaps even buried, though at least caught/carried seemed likely. 
"
2/10/2014,Uintas,Upper Weber Canyon,Natural,Depth Hoar,36.0,3000.0,5400.0,Southwest,10600.0,"40.766346000000, -111.006546000000","

Couple large natural pockets on a southwest facing bowl, east of Windy Peak.
"
2/11/2014,Uintas,Upper Weber Canyon,Natural,Ground Interface,48.0,2100.0,4200.0,Northeast,10400.0,"40.758024000000, -111.001053000000","

Northeast bowl of Windy Peak seen through a break in the clouds
"
2/10/2014,Uintas,Uintas Lake Creek Avalanche Cycle,Natural,Depth Hoar,48.0,3600.0,4200.0,Northeast,10000.0,"40.421521000000, -111.130486000000","





 





Avalanche everywhere on the south half of the range.
"
2/13/2014,Provo,Santaquin Canyon,Snowmobiler,Facets,12.0,1200.0,600.0,Northeast,8400.0,"39.862771000000, -111.690445000000","Today at the trailhead I ran into 3 riders who had just come down behind me. They told me that they had seen several avalanches at higher elevation, (above 8500') and that they had started one while ridding up cutbanks. One of the riders was buried up to his waist and his sled was on its side. No injuries. I only went up to 8300' today and had poor visability.  I don't have good detail because I didn't see the site, I can only guess at the slope angle and aspect, I do know the area though. New snow is 10""-12"" snow total 44"". The new snow is wet and the temps there today were in the 40's with sun until early afternoon. The snow structure is, and has been, poor all season. The buried facets haven't gone away."
2/13/2014,Uintas,Upper Weber Canyon,Natural,Ground Interface,120.0,6000.0,8400.0,Northeast,10400.0,"40.790264000000, -111.038132000000","




"
2/11/2014,Logan,Providence Quarry,Snowmobiler,Facets,12.0,960.0,1800.0,West,6700.0,"41.689100000000, -111.743460000000","A good reminder of the danger out there with super saturated snow at lower elevations.  I'm not sure exactly what happened here, but I'm sure it's a pretty good story.
"
