Vertical_inches,Depth_inches,Width_inches,Comments 1,Coordinates,Elevation_feet,Aspect,Weak Layer,Trigger,Place,Region,Date,OG
720.0,36.0,600,"From the moment we started hiking up White Pine canyon we could see a ton of wind transport on the ridge tops. It was blowing consistently all day from the North. We noticed thick hard wind slabs and pillows as we started skiing down the ridge between tri chutes and birthday chutes when we remotely triggered this wind slab. We expected such results but it was still surprising we triggered it from so far away. 
","40.551895925387, -111.667850004730",10400.0,Southwest,New Snow,Skier,Birthday Chutes,Salt Lake,2023-01-21,True
1200.0,8.0,3000,"This is an example of the scattered avalanches that released naturally due to wind loading on Saturday.
","39.577064713467, -111.314914213770",10200.0,Southeast,Density Change,Natural,Lake Canyon,Skyline,2023-01-21,True
18000.0,48.0,4800,"This avalanche ran during a storm cycle that ultimately produced 32"" of snow at 3.6"" SWE. It was accompanied by strong SW winds. Heavy snow around New Year's produced many large avalanches on the same PWL. Since then the snowpack has gained considerable strength and in most areas the snowpack is very deep - up to 200 cms or more. This avalanche failed in a shallower snowpack area, on a slope with a steep convexity that is subject to heavy wind loading. A stability test performed on a nearby slope produced no results. It is our opinion that this avalanche is somewhat anomalous with a perfect storm of conditions, and that avalanches like this are unlikely to be triggered by humans. 

 





Photo illustrates location of weak layer on nearby slope. It is very thin now, and all of the facets beneath are rounding and strengthening into 4f+, 1f-. ECTX
","38.534039705949, -109.278323637890",10400.0,North,Facets,Natural,Miner's Basin,Moab,2023-01-17,True
120.0,5.0,180,"Skinning up the pole line in LCC had to cut short trip so ended up having to make some new tracks uphill along Flagstaff Shoulder. Just as I was passing over the shoulder on about 30deg slope I remotely triggered this slide about 10 feet above me. It was about 20 feet wide and it slid only for a few feet directly onto me but did not carry me. There was extensive cracking to the north of my trigger but it didn't slide. 
 

I then bailed and went home. 
","40.594728899376, -111.641825871770",9200.0,South,Unknown,Skier,Flagstaff Ridge,Salt Lake,2023-01-23,True
5400.0,12.0,540,"Noticed a couple natural loose wet avalanches that occurred while we were in the area this afternoon.  There were three off Soucie's Ridge, One covered up some ski tracks from earlier in the day. 

Another was visible in Central Wood Camp that ran pretty far, starting at around 8500' and running ~900 vrt' 
","41.812739737719, -111.677862154500",7500.0,South,Wet grains,Natural,Soucies Ridge,Logan,2023-01-23,True
600.0,4.0,840,"Was making my way up the ridge where wind loading was evident and still occurring with transport of the surface snow. Cornice formation was beginning, but were still wind walls, not yet overhanging. Surface wind slab formation was also occurring, generally 5-10cm deep, 4F, and not super touchy. I did find the occasional more reactive 1F patch of snow.

 

I was winding my way up the ridge, regularly changing directions to manage slope angle, cornice formation, firmer snow, and blustery wind. I stopped in a flat-ish spot just uphill of a tree to change directions and move left around the windward side of the cornice. 

 

I stomped a bit to pack the snow in and enable me to turn when the avalanche released. The fracture sheared nearly vertically and dropped the bulk of the cornice (which was not overhung). It also propagated along the ridgeline about 75 feet. Below the cornice was a flat moment in the snow, which retained the pictured hang fire. The convex roll just below this fractured and released a slab about 30ft across by 20ft of vert that ran downslope at least 50ft into the trees.

 

The cornice was a couple feet tall and 1F. The slab was about 10cm deep and on the hard side of 4F. Failure was on the interface with the old snow; noted no facets.
","41.218561401303, -111.873092638540",7400.0,Northeast,New Snow/Old Snow Interface,Skier,Snowbasin Backcountry,Ogden,2023-01-23,True
240.0,12.0,300,"I was ascending the NE ridgeline and in line with the weather forecast, the NW winds were blowing hard. As I got to roughly 9700 ft, the snow on the Lee side of the ridge got noticeably stiffer, with rounding on many features. The angle kicks up at the very top and realizing this I made a kick turn to bail to the windward side - as I was approaching the crest, I was conscience of the fact that my weight would likely set off a wind slab and on literally my last step to the ridge it did just that - the snow dropped Out from under my feet and I awkwardly rode the slab (heel lifters up) roughly 20 ft down to where the angle mellows out and came to a halt standing up. Looking back up, it looked like the crown was about a foot at its deepest and 25-30' wide. In hindsight, ski crampons and sticking to the windward side would have been the safer option and had the terrain below/ adjacent been steeper and more connected, I wouldn't have chosen this route up at all. That said, I did and even though I went with my gut to bail to the ridge, it still happened and in bigger more exposed terrain it could have been a much bigger consequence. I consider this a mistake with thankfully, little consequence, but I will definitely learn from it. 
 

in the photo, you can see my skin track coming in from the upper left
","40.588748925053, -111.541378485270",10000.0,East,New Snow/Old Snow Interface,Skier,Brighton Perimeter,Salt Lake,2023-01-25,True
9600.0,18.0,720,"
Party of 3 climbed to Cardiff Pass then west toward Superior. Experienced moderate wind and a few stronger gusts - consistent with the last few days' forecasts. Stopped to transition just short of Little Superior intending to ride the higher ground on SE aspect. First rider began to traverse right to reach that point and triggered the slab within seconds. Party member above reports feeling a collapse underfoot - it's possible the trigger was from above. Rider attempted to move right and didn't make much progress before falling into seated position and ""swimming"" to stay on top. Rider was carried about 60 feet before coming to a stop without burial. The slide ran at least 800? vertical feet down the gully towards Two Trees - didn't get a great look at the full path on the exit. Party continued right and descended ridges.

 
In hindsight:

- We did not respect the forecast in our terrain choice. The group was familiar with recent forecasts and discussed impact of the wind multiple times but opted to continue with original objective after *very* casual observations along the skin track didn't expose activity.

- A few tens of yards of climbing could have made the difference in terrain. Because we stopped short it was necessary to make a small traverse to the safer high ground, but doing so meant crossing above an obvious trap. Transitioning a bit further ahead would have kept us out of the gully and on safer terrain from the start.

- The transition had thin cover in places and exposed rocks. Could have noted the weak point and taken it into account.

 

Close call and humbling for sure.


","40.593265729118, -111.659831272400",10300.0,Southeast,Density Change,Snowboarder,Little Superior,Salt Lake,2023-01-26,True
600.0,6.0,1200,"West winds were moving snow all day on exposed ridgelines. In the burned areas, winds were able to reach to much lower elevations. There was lots of denser wind ""affected"" snow.
 

I'm sure at higher elevations on Nebo, Bald Mtn, and other peaks there are lots of sensitive drifts and slabs. There was widespread drifting along the Nebo loop road. We also triggered one micro wind slab (second photo below) which was an indication that more and bigger ones would be present at higher elevations. 
","39.812376596051, -111.685230719160",8000.0,East,Unknown,Snowmobiler,Mt Nebo Loop Road,Provo,2023-01-27,True
3600.0,18.0,1800,"Approached steep wind-loaded convex roll cautiously looking for wind slab. From 25* slope remote triggered a SS-AScr-D1.5-R3-I, 38*, 30-60 cm deep x 150' wide, at 7,300' N-NE. Investigation of the crown/weak layer/bed surface determined the weak layer was a 15-20cm layer of 1mm FCsf (likely formed during the cold period early this week, I noted surface faceting/weaking during that period). Small grained FCsf may heal quickly, but also may be reactive for now. I also noted easily failing SS on 35-38* rolls in lower LCC protected N facing slopes at ~8,200' on 1/26 and suspected these to be failing on some FCsf.
","40.735421358032, -111.650061594560",7300.0,North,Facets,Skier,Lambs Canyon,Salt Lake,2023-01-28,True
4200.0,18.0,2400,"Witnessed this Natural in motion while ascending ridge on left flank of slide. W-WNW Winds were Strong Gusting Intense at the time of the Avalanche and it was snowing S3. Slope was getting Crossloaded with it's left flank/ridge serving as a great wind fence allowing for good loading in the upper starting zone as well as down at least 125 feet from the highest starting area. Multiple connected  pockets pulled out on left flank while descending, and the Debris ran to the transition at least 350 feet down the path. Bed surface was the old Wind Board that was likely the  new snow/old snow interface from 20230125 before we began to get snow earlier in the week. Average Crown Depth observed was 18 inches, yet due to poor visibility it was difficult to estimate/see the Crown at it's highest elevation. SS-N-D2. 

 

Unfortunately the visibility was extremely poor and the only way to even see the crowns were to travel onto the path, yet still you could only see clearly for 30 to 40 feet uphill at the time. Sorry no pictures. 

 

No one was near the runout and or track. Brighton Snow Safety was immediately informed reporting activity with no one involved. 
","40.588651155363, -111.601867662980",10300.0,North,New Snow/Old Snow Interface,Natural,Brighton Perimeter,Salt Lake,2023-01-28,True
7200.0,14.0,840,"Skier ski-cut the top of the main steep entrance to high line, sluffed a bit of snow down towards the second drop. No wind slab here. Splitboarder skied the top part of Highline without incident but cut a sharp turn where the second drop begins and triggered a storm slab which propagated ~20 feet to each side. He lost balance and deployed his airbag as he was carried 100 feet with the snow, ending up on top. The storm slab/sluff ran 5-700 feet down slope. D1/R1 in forgiving terrain. Wind slabs weren't the only concern today!

 

 

Triggered loose dry slide approximately 400' below ridge near the bottom of the chute. I was carried around 50', stayed on surface with use of airbag, and was able to easily exit slide area unassisted.
","40.612738914426, -111.689339863360",9300.0,Northeast,New Snow/Old Snow Interface,Skier,Moonlight,Salt Lake,2023-01-28,True
3000.0,24.0,3600," 

Photo 1- Bed surface made up of crust facet interface 64cm from the surface

Photo 2- Decomposing faceted stellars on bed surface



 



This avalanche occurred above the summer road very close to the uphill skin track into Grizzly Gulch.



If you trigger or see an avalanche adjacent to the road or one of the ski areas and are sure no one was caught in the avalanche, call the nearest mountain dispatch and alert them to the situation, this will allow search and rescue teams to stand down, preventing them from being subjected to unnecessary hazard.




What to do if you see or trigger an avalanche - get more information HERE. 

","40.592406019874, -111.620106684280",9200.0,West,New Snow/Old Snow Interface,Skier,Patsy Marly,Salt Lake,2023-01-28,True
7200.0,18.0,1200,"

 



Craig and Shaun take a look at Saturday's slide. A very experienced crew with decades of backcountry knowledge and safe travel practices were surprised (as was I) by a slide they triggered mid-slope, on a low elevation (8600'), northwest facing slope in the Mill Hollow zone.

 



 

Breaking about 18"" deep and 100' wide, the slide failed on a layer of weak, sugary, near surface facets formed on 1/23 and buried during last weeks storms.

 

 



Even a small avy is powerful enough to break a Quaky.

 

 



Looking downslope from a 37 degree starting zone

 

 
","40.517265871589, -111.089394079830",8400.0,Northwest,Facets,Skier,Mill Hollow,Uintas,2023-01-28,True
1200.0,48.0,2400,"Triggered from afar as we boot-packed. Super wind drifted. Only 3 feet of snow on top, more than 7 feet at the heaviest point of the slope probably and many layers.
","41.924146322137, -111.460362170880",7700.0,East,Facets,Hiker,Bear Lake Overlook Area,Logan,2023-01-28,True
720.0,12.0,120,"Climber triggered avalanche.  Climber was on the 4th pitch (curtain) of the GWI.  Very large icefall, triggered an avalanche carrying all loose snow and debris down the route finally resting above and below the 1st 30' pitch. 
 

No climbers were carried, one lost ice tool.
","40.567170439732, -111.740913378290",6800.0,North,Unknown,Hiker,Great White Icicle,Salt Lake,2023-01-28,True
7200.0,30.0,5400,"SS-AS-D2.5-R2.5. We planned to ski the wolverine shoulder down back into Alta ski area. Skier 1 skied far right on the shoulder, Skier two skied left of that track closer to the bowl, and skier three skied even further left. Skier three triggered the avalanche and was able to self arrest/ski off the slab. We re-grouped on the lower shoulder and although we were mostly confident nobody was in the basin where the avalanche ran into, out of an abundance of caution we sent one skier down to perform a transceiver search.

 

With two of us remaining on the shoulder to watch for any remaining hangfire from above, skier 2 skied onto the bed surface just uphill of the skiers right flank and performed a tranceiver signal search of the debris with no results or signal found. No tracks were noted in the area and we were now confident that nobody was buried in the avalanche. At this point we called Alta Ski Patrol to notify them of the avalanche and inform them that we had performed a transceiver search with no results. The two skiers on the shoulder then followed skier 2's tracks onto the bed surface to perform a crown profile while skier 2 transitioned and skinned back up the bed surface to the rest of the party.

 

We then skied back into the ski area via lower Patsy Marley, coming across another smaller avalanche which ASP was already aware of, and we performed a signal search with patrol there as well.  Overall, a more sensitive snowpack than we anticipated out there today, this one caught us off guard and we're lucky we didn't have a more serious involvement. Old sun crust/new snow combo being the main problem to watch as this storm continues to load tonight, especially when the sun pops out tomorrow and settlement rates increase. 

 

 



 

 
","40.584149011807, -111.605676399780",10400.0,Southeast,New Snow/Old Snow Interface,Skier,Wolverine,Salt Lake,2023-01-29,True
3600.0,24.0,4800,"The Rose Canyon area is a neighborhood with large, semi-rural lots.  The area experienced high south winds the day before (Friday, 1/27), and resulting in large wind drifts throughout the neighborhood.  I live in the neighborhood, and we usually don't get enough snow to ride or ski over the rocks.  Since we have so much snow this year, I thought I would try to ride the north facing slope down from Step Mountain at the end of my street.  I chose to hike to the top of the ridge just east of Step Mountain and snowboard down the north-facing slope.  This slope looked like it had enough snow for me to ride over the rocks.  

 

I hiked up to the ridge with my dog, strapped on my board, and called my wife to have her record me riding down the slope.  As I started riding down, I hooted and hollered a little.  I heard a soft sound almost like the rustling of leaves, and looked to my left to see a large area of snow sliding down the slope.  It almost looked like molten lava flowing down the mountainside.  Once I realized what was happening, I looked above me and around me - thankfully nothing above me was sliding.  Once the avalanche stopped, I called my dog and rode down to the bottom.  I felt very lucky that I chose to ride just 100 or so feet to the east of where the slide occurred, and not right on it.  I was also glad that the avalanche did not hit my neighbors houses.

 

My wife got half of the avalanche on video, and didn't realize the avalanche was there until she was watching the video after all was said and done. By inspecting the video, it looks like it was a big wind drift on the down-wind side of the ridge that broke loose.
","40.474929888773, -112.065707432290",6000.0,North,Unknown,Snowboarder,Oquirrh Mountains,Salt Lake,2023-01-28,True
3600.0,36.0,1200,"Reduced visibility hid the pillow I was on; wind loaded slope fractured 3ft below me and propagated slowly down the open bowl at least 100 yards before slowing; further movement downward unseen in low visibility.
","40.660286125558, -111.645852538070",9100.0,Southeast,Unknown,Snowboarder,Reynolds Pk,Salt Lake,2023-01-29,True
12000.0,12.0,1200,"On Saturday afternoon 1/28, we triggered a 12-24"" deep wind slab avalanche on S facing Mt. Raymond in BCC. We were threading obvious wind drifts while breaking trail up a steep shoulder. At one point near the ridge into E facing Mill A, we backed off from walking across on particularly rounded pillow of snow, and then triggered the slide remotely from about 20' away while walking away from the open slope across a thin spot. The slide ran at least 1000' vertical, produced a dust cloud, and appeared to shake some big trees. 

 

Adding this text-only observation a day late because in hindsight it seems like the avalanche could have failed in a radiation-recrystalization or other NSF/crust combo that developed on 1/26. Initially we assumed it failed in pooled graupel, but the steep, planar slope seems more likely to bear some RR etc. than pooled graupel. No pics and no actual forensics because the light was bad and we were above the crown; so it's really just a hunch. But it seems like in some places there's complexity in the upper snowpack right now that folks (like me) don't always factor in, or dig down to evaluate, when they're mostly thinking about windslabs. Will it settle out with the frigid temps or in a few days? 
","40.655706702756, -111.701642083490",9900.0,South,New Snow/Old Snow Interface,Skier,Raymond Peak,Salt Lake,2023-01-28,True
3600.0,24.0,1200,"SS-AS-D1-R1. While skinning up towards Pole-line/Cardiff pass, we noticed a small avalanche on the southwest side of the Flagstaff shoulder with one ski track entering the crown, and we were unable to see any ski tracks exiting the debris or slope. We shifted directions towards the avalanche, and once at the bottom still could not see any tracks exiting. Despite the small size of the avalanche, we were concerned about a potential hangup in the trees within the path for the involved party. We decided to send two from our group of 5 up to perform a transceiver signal search because it appeared that the individual may have been traveling alone. The remaining group members stayed in the flats, keeping eyes on the hanging snow above, and called Alta Central to inform them of the situation, so Alta Ski Patrol could standby if the signal search yielded results. We turned our beacons to search at the toe of the debris, and continued to switchback up the slope, spacing out ~50 feet. The debris in the open snow, for the most part, was not deep enough to bury a human. On the trees there was debris piled up to 7 feet deep.

 

After we reached the stauchwall(roughly) we were finally able to see a ski track exiting to the skier's right, through the trees, traversing far out on the slope away from the avalanche. Given the traversing nature of the track, it was almost impossible to see from a downhill angle. At this point, we put our transceivers back into send, and communicated the info back down to the rest of our party below so they could communicate back to Alta Central. Out of an abundance of caution, we sent one skier up to the uppermost trees, the last point where anyone involved in the avalanche could have been pinned. It seemed that the involved party had indeed arrested, pinned, or otherwise stopped against these trees, and then skied out. Hard to tell exactly, but this is my best guess. From here I traversed over to the crown to perform a quick profile, then skied back down to the rest of the group. Picture of the trees from uphill included below. Thankful there wasn't any serious involvement in this avalanche!

 

Photos below:

 
","40.596899588383, -111.643098579960",9900.0,Southwest,Facets,Skier,Flagstaff Ridge,Salt Lake,2023-01-30,True
8400.0,36.0,18000,"Noticed this large natural slide on Mt. Magog. Assume it occurred during rapid loading Saturday night. There were no tracks into the upper basin where the slide occurred. 
","41.916956892465, -111.654692367360",9600.0,Southeast,Facets,Natural,Mt. Magog,Logan,2023-01-29,True
3000.0,20.0,1800,"
A UAC forecaster visited this slide on Wed, Feb 1st - additional notes from the UAC: 
The avalanche failed on a S/SE facing aspect at 9400'. This slide failed as a slab of wind drifted snow on a layer of small grain facets above a solar crust. The slab was between 10-20"" deep. While it is hard to tell if it failed on small grain facets that were formed by radiation recrystallization, the setup seems. Small grain facets exist below the crust as well. Radiation recrystallization was occurring on the surface above the crown. 

Notes from Tim: 
This morning before work I got in a quick Beartrap Aspens lap. From the ridge summit of Aspens, around 8800 feet, I noticed a large southeast-facing slide off of the West Willow Ridgeline into Mule Hollow. I've skied that aspect and area several times this year, but in less sensitive snowpack conditions, and was personally surprised to see a slide there, especially since the WBSkiing app has this area labeled white, aka not steep enough to slide. It's a good lesson to use the app only as general guideline when observing slope aspects and steepness. 

If I had to guess, I'd say the slide is a few hundred feet long and wide, and several feet deep. Based on where I was standing on the lower ridge summit below, I'd guess the cause was natural due to heavy wind loading from the most recent storm, and that this slide probably happened over the weekend. I did not notice any tracks going in, or near, the slide path, so I did not feel it was necessary to ski into Mule Hollow and do a proper beacon search. If I had seen tracks going into the slide, I probably would have done so. 
 

Looking forward to the snowpack healing up again to sneak in some bigger lines. Stay safe people.  
","40.644861418193, -111.600193964540",9400.0,Southeast,Facets,Natural,Mule Hollow,Salt Lake,2023-01-30,True
21000.0,30.0,18000,"On our way up Logan Canyon we could see a large recent natural avalanche in Central Wood Camp Bowls.

 

I was able to get a few photos from a distance on 2/1...
","41.821631790944, -111.678252891350",8500.0,South,Facets,Natural,Ham Hollow,Logan,2023-01-29,True
1200.0,8.0,300,"Winds over night popped a natural soft slab that released most likely the night from 1/29 to 1/30. we passed by it ascending to Twin Peaks. We did not trigger this slide. came up one it hours after it happened based on recent snow fall on the debris.
","40.593863698597, -111.718075541830",10800.0,East,Unknown,Natural,Blue Ice,Salt Lake,2023-01-30,True
7200.0,24.0,1800,"We were riding in the Tony Grove are and noticed a fair amount of avalanche activity.  Most of the activity appeared to be several days old.  There was an avalanche off of the south slope of Magog that looked interesting so we got closer to investigate.  The avalanche started right under the cliffs at the top of Mt Magog on the South slope (see pic 1).  The crown appeared to be 1 to 3 feet deep and 150 feet wide.  What was interesting was how far the avalanche ran, all the way across the flats and started up the other side of the bowl about 450 feet away.  The alpha angle of the slide was measured at about 22 or 23 degrees.  The debris pile had some tree branches and was 3-5 feet deep across the valley floor.  We dug a pit to the side of the old avalanche path to see how things looked and the avalanche tests were pretty non-reactive.  We got a non-propagating failure at 25 taps about 2 feet down and that was it.  The total snow depth in that location was 8.5 feet deep  The weak layer that was responsible for the avalanche had strengthened (or did not exist in the pit location...)

 

Other than the several day old naturals avalanches, we were not able to get anything to slide today.  There was plenty of wind loading from this week and we found significant sastrugi along all the ridge lines (see pic 2).  Riding was not stellar at upper elevations due to all the wind affected zones.  Even where the snow looked good, there were stout wind drifts in unexpected locations. We rode east, south, and west facing slopes and actually found the best riding on south facing slopes.  

 

On the way out we started seeing wet sluffs on south facing slopes with some roller balls (see pic 3)

 

We also noticed two very large avalanches up Wood Camp on Ham Hill (south facing slopes at 7000 and 8400 feet.  We could not get pictures of these slides but they would be very interesting to get a closer look at.
","41.916440141812, -111.655829623990",9600.0,South,Unknown,Natural,Mt. Magog,Logan,2023-01-29,True
3600.0,18.0,1080,"We noticed a handful of natural avalanches from during last weekend's storm on south facing slopes in lower Providence Canyon.  We also found a more recent wet sluff caused by solar heating....
","41.690888017708, -111.742407246600",6700.0,South,Facets,Natural,Providence Quarry,Logan,2023-01-29,True
1500.0,3.0,1200,"On route today in upper Weber Canyon. I figured I'd check on the short, steep slope that slid on new year's eve. The wind was ripping! On my way, I sympathetically triggered a wind slab from the ridge. (Photo attached). We triggered several similar wind slabs today, but no others of this size. Next I investigated, attached is my pit in the start zone. 
","40.832900629268, -111.065742360750",9700.0,North,Unknown,Skier,Upper Weber Canyon,Uintas,2023-02-03,True
6000.0,24.0,1800,"We could see this recent natural avalanche from lower in Bunch Grass.  apologize for poor quality pic, as seen in flat light. 
","41.921191305106, -111.629994586740",8800.0,East,Facets,Natural,White Pine Knob,Logan,2023-01-29,True
120.0,8.0,360,"North aspects were getting loaded from the the SW winds which by my field calculations were in the moderate range. Sensitive shallow wind slabs on test slopes are always great to poke, and gain a better understanding of just how sensitive newely formed wind slabs can be. What's interesting though is that I couldn't see any snow moving off of higher peaks in the background such as Clayton's. 
","40.602076854749, -111.485781656840",9300.0,North,New Snow/Old Snow Interface,Skier,Empire Pass,Salt Lake,2023-02-03,True
240.0,6.0,360,"West aspects in open terrain around some rocky features were getting cross loaded and sensitive to the weight of a person. Still shallow and manageable on small test slopes, but I'd be looking to avoid larger slopes getting loaded. 
","40.602337521257, -111.519899355490",9000.0,West,New Snow/Old Snow Interface,Skier,Empire Pass,Salt Lake,2023-02-03,True
11788.882611837222,8.0,480,"We watched a natrual wet loose avalanche peel off the SE facing wall around 2p or so. Merely a 3 minute walk from the Aspen Grove Trailhead. We couldn't see the debris pile from our location, but it appeared large enough to bury a person as it terminated into a bit of a terrain trap. 
","40.408705654114, -111.609613882630",15683.964321705756,Southeast,Unknown,Unknown,Aspen Grove,Provo,2023-02-03,False
2393.083129001348,36.0,540,"Started the tour today under cloudy skies that soon turned to heavy snowfall of approximately 1 inch per hour. Had a route planned to climb and to ski what we believed to be safe and protected from the recent winds. We had discussed the possible danger, and wind slabs were the top of the list to look out for. The planned climbing route is one I had used a few times in years past, but had most often used as a descent route. As I was climbing I noticed the wind cross loading slopes well above us, and we discussed the route that we planned to ski as it may have been in that zone. But we did not discuss the climbing route as we were not seeing much wind transport in that area. 

 

The initial ascent route was in a tight creek bottom. Anything with some south aspect had rollerballed and had a stout crust from the day before. Just a few feet away north facing felt soft, with a slight density inversion 6-8"" down. The skin track varied from crust stout enough to not break through, up to 8 inches of ski penetration. The light was very flat, and it was difficult to tell uphill from down in many places and slope steepness was hard to judge. This led to the mistake of being on this slope. 

 

From looking at the map earlier in the tour, I had planned to be up out of the creek bottom and onto a north facing bench sooner, But with very few visual clues and the intense snowfall rate, I had missed this turn. As we were skinning up the drainage, I noticed the slope get steeper but struggled to plan the track due to the flat light. I could see some brush ahead and misestimated the slope angle between myself and the brush. As I climbed towards it, it became too steep to skin that direction so I stopped to kick turn to my right. As I completed my kick turn I heard a loud crack and the slope started to move. 

 

As I had already changed direction my ski started to turn downhill and I was able to stay *mostly* on top of the debris. My partner, who was still facing uphill as the slide started, was sucked backwards, skis pulling under. I yelled for him to swim right as I was getting ready to go over the top of him. Luckily, the slope angle had gently backed off and the slide started to slow. When the snow stopped moving, I was able to take off skis and stand up. My partner was partially buried, waist deep with his head facing uphill, but downhill from his skis. His skis were under enough snow that I had to dig them out to release his bindings. 

 

The maximum crown depth was three feet, and averaged around 18 inches. Crown was 45-50 feet wide and total slide distance from crown to toe was about 60 feet. The wind slab was very cohesive and stayed in large blocks through the avalanche. It entrained a shocking amount of snow for the size. The crown was on a slope angle of 35 degrees, and broke about 5 feet above us, right at a convex roll. The angle of the slope at the toe was 20 degrees. 

 

We were very lucky that this happened on a slope with overall convexity with the slope angle backing off gently. Many places in the creek bottom we we're traveling through had sharp concave sections that could easily have been terrain traps. I am disappointed that I underestimated the amount of snow that had been loading in this zone over the previous days. Being fairly low elevation and in a tight drainage I mistakenly thought that the area hadn't seen much wind. I am also disappointed that I failed to recognize the windslab, and mistook it for a supportable crust. I don't think I had on my ""avalanche eyes"" at this point due to complacency and ease of travel. Had I been paying better attention to the route, and doing small checks of the snow along the way, I may have seen earlier signs of slab. One pole was lost, overall a very cheap lesson. 

 

 
","41.389145077119, -111.956208931500",21568.201102702868,East,Unknown,Skier,Willard Peak,Ogden,2023-02-05,False
39000.0,10.0,3000,"Two notable SS-N in Slide Canyon and Chablis from yesterday or the day before. Both on SE slopes between 10,300' and 9800' on 37-40deg slopes. Chablis ran to edge of upper bench, and Slide ran around 3,300' vert. Crowns were only 4-12"" deep and 200'-300' wide. Both failed above a MF crust with cold dry stellers and some facets on the crust. The most notable thing was I felt two separate collapses as I skinned above the crown in Chablis. SE still seems like its trying to adjust!

 

Other photos of wind-drifted snow avalanches in the surrounding area. 
","40.367389958305, -111.597490297870",10300.0,Southeast,Facets,Natural,Provo,Provo,2023-01-30,True
3600.0,10.0,480,"Entered East Bowl run from the ridge a few hundred vertical below the summit. Performed a horizontal ski cut to test the slope, and a 10 in deep soft slab broke at the old snow-new snow interface beneath my edge and propagated about 40 feet wide. I let the avalanche run and rode safely back to the ridge. 
","40.601612540010, -111.615235792720",10200.0,Northwest,New Snow,Snowboarder,East Bowl,Salt Lake,2023-02-06,True
3600.0,12.0,360,"Looked like a wind drifted pocket pulled out at the riders feet. Maybe ran 300ft and 20ft wide.  Called it into to Alta Central and a patroller said they had been notified. 

 

 
","40.591225709544, -111.619441496460",9400.0,West,Density Change,Snowboarder,Patsy Marly,Salt Lake,2023-02-07,True
10800.0,24.0,1200,"Avalanche observed from the highway. 
","40.592236459749, -111.661777483540",10400.0,South,Density Change,Unknown,Little Superior,Salt Lake,2023-02-07,True
6000.0,10.0,720,"Early morning winds were creating sensitive wind slabs on east, north and northwest facing aspects. Observed a natural slide on a NW facing aspect in the cirque just  below Logan peak. While traversing around the top of one of the other cirques just west of Logan peak we remotely triggered a wind slab on a NE facing slope that broke about 60ft wide and ran about 500 vertical feet. 
","41.720689163998, -111.728339182450",9000.0,Northeast,Unknown,Skier,Logan Peak,Logan,2023-02-11,True
7200.0,10.0,960,"As my screen door whipped open this morning bending the closure mechanism I was reminded that ""Nothing good comes from an east wind"" - that was either Shakespeare, or UAC's Kowboy, but whoever it was, was right!  Last night/today's wind was cold, pernicious, and long lasting ('til about 3pm) and seemed to be working its way even into sheltered areas.  Despite the fact that there wasn't much new snow and it came in light, the wind whipped it into pretty good cake that made for surprisingly challenging trail breaking  - time and again  -and created shallow slabs (up to maybe 4"" thick).  I transitioned my mindset over the last week or so from cavalier to somewhat cautious today, because as Drew pointed out in his forecast this morning, things were weird/unusual, and that was borne out as I climbed and the snow got deeper, and thicker. 

I skied some steepish lines in pretty deep/thick trees, and then on my exit on a pretty open, west/NW facing slope saw that there appeared to be a decent-sized slide that I guessed had been triggered earlier in the day by skiers, since it wasn't fully blown-over with new snow and there were a good handful of tracks nearby.  With a decent slope on the other side there must have been some good opportunity for snow transport up and over the ridge, and the strength/swirliness of the wind probably created a slab on the lee side slope, which is probably not much of a frequent flier because it's normally fronting the typical prevailing winds; it's understandable that this could be misread today.  There wasn't a distinct crown so it was shallow, the debris wasn't deep, and there were no obstacles in the way, but it ran a long way and was a bit sobering nonetheless.  This will probably heal fairly quickly, but exposed zones could still be pretty triggery on Thursday, though for sure some exposed terrain may have snow windblasted into place....but on which aspects?  The wind seemed to be coming from every which way as it started to fade out in the afternoon.  
","40.672579121461, -111.749995093770",8700.0,Northwest,Density Change,Skier,Neffs,Salt Lake,2023-02-15,True
120.0,6.0,60,"By any account this is a tiny ""Avalanche"" but with the number of other human encounters today I felt compelled to share this little video edit highlighting the problem. 

Felt kinda like Storm Troopers out there today...
","40.665998517923, -111.658194052290",8500.0,Southwest,New Snow,Skier,Butler Fork,Salt Lake,2023-02-15,True
960.0,8.0,180,"Sympathetically triggered a long, slow running soft slab entering the notch today, attached is a photo taken from above. Propagation! Upon investigation, it became apparent that the bed surface contained intact buried stellar crystals, which are likely the culprit, though I'm not sure. I didn't dig. I didn't see any surface hoar or faceted grains. The avalanche did not seem to be wind related in nature. I also observed many dry loose point releases today, but none featuring a crown line, or apparent propagation. I'm not getting too excited, as I bet this instability is isolated and won't last. 
","40.585252805957, -111.597211348140",10300.0,East,New Snow/Old Snow Interface,Skier,Tuscarora,Salt Lake,2023-02-19,True
