,Date,Region,Place,Trigger,Trigger: additional info,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed,Accident and Rescue Summary,Terrain Summary,Weather Conditions and History,Depth_Inches,Width_Inches,Vertical_Inches,Elevation_Feet,Avlanche Season Phase
256,2022-03-01,Skyline,Seeley Canyon,Unknown,,Facets,2',300',600',East,"10,400'","39.515487895147, -111.302618967650",,,,,,,,,,24.0,3600.0,7200.0,10400.0,Start
257,2009-12-10,Salt Lake,Scotties,Skier,Intentionally Triggered,Facets,,30',200',North,,"0.000000000000, 0.000000000000",,,,,,,,,,,360.0,2400.0,,End
258,2021-01-24,Salt Lake,Mid Ivory,Unknown,,New Snow/Old Snow Interface,"20""",100',,East,"10,200'",,,,,,,,,,,20.0,1200.0,,10200.0,Start
259,2022-12-16,Salt Lake,Grandview Peak,Snowmobiler,Remotely Triggered,Facets,2',200',,Northeast,"9,200'","40.854166057438, -111.754388369590",,,,,,,,,,24.0,2400.0,,9200.0,End
260,2023-02-24,Salt Lake,Patsy Marly,Unknown,,,,,,West,"10,000'","40.588651155361, -111.611298309890",,,,,,,,,,,,,10000.0,Start
261,2019-01-07,Uintas,Upper Weber Canyon,Natural,,Ground Interface,2.5',600',"1,000'",Northeast,"10,300'","40.832450098222, -111.081583487190",,,,,,,,,,30.0,7200.0,12000.0,10300.0,Start
262,2013-03-13,Logan,East Banks,Natural,,Ground Interface,"18""",200',700',West,"7,600'","41.896911000000, -111.549768000000",,,,,,,,,,18.0,2400.0,8400.0,7600.0,Start
263,2019-12-14,Logan,Old Logway,Natural,Cornice Triggered,New Snow,,150',"1,250'",East,"9,000'","41.672527148997, -112.024412142290",,,,,,,,,,,1800.0,15000.0,9000.0,End
264,2015-01-07,Salt Lake,Snake Creek,Natural,,,"12""",70',200',Southeast,"9,000'",,,,,,,,,,,12.0,840.0,2400.0,9000.0,Start
265,2021-02-05,Logan,Temple Couloir,Natural,,,"10""",25',600',North,"6,400'","41.829697268267, -111.598874317720",,,,,,,,,,10.0,300.0,7200.0,6400.0,Start
266,2017-02-11,Salt Lake,Scott Hill,Skier,Intentionally Triggered,New Snow/Old Snow Interface,"10""",250',400',Northeast,"10,100'","40.624001870544, -111.566226469640",,,,,,,,,,10.0,3000.0,4800.0,10100.0,Start
267,2023-01-28,Salt Lake,Main Days,Skier,Unintentionally Triggered,Density Change,2',60',,East,"10,400'","40.606084489992, -111.644021259860",,,,,,,,,,24.0,720.0,,10400.0,Start
268,2012-03-04,Provo,Bunnels,Natural,,,4',"1,000'","3,000'",East,"10,800'","0.000000000000, 0.000000000000",,,,,,,,,,48.0,12000.0,36000.0,10800.0,Start
269,2012-04-23,Salt Lake,Stairs Gulch,Natural,,Depth Hoar,,70',"2,000'",North,,"40.604818000000, -111.730504000000",,,,,,,,,,,840.0,24000.0,,Middle
270,2013-11-17,Salt Lake,Cardiac Bowl,Skier,Unintentionally Triggered,,,70',400',Northeast,"10,600'","40.593385000000, -111.665640000000",,,,,,,,,,,840.0,4800.0,10600.0,End
271,2018-03-22,Salt Lake,Y-Not Couloir,Natural,,New Snow/Old Snow Interface,,,,North,,"40.567290096470, -111.726630615340",,,,,,,,,,,,,,Start
272,2023-03-16,Salt Lake,Dry Fork of AF,Snowmobiler,,,"10""",35',,East,"9,600'","40.567449402995, -111.595993233980",,,,,,,,,,10.0,420.0,,9600.0,Start
273,2019-03-13,Moab,Moab,Natural,,,,700',"2,000'",West,"11,800'","38.440379741399, -109.264934050480",,,,,,,,,,,8400.0,24000.0,11800.0,Start
274,2022-11-09,Salt Lake,Empire Pass,Skier,,Density Change,"12""",20',,Southeast,,"40.612624890704, -111.527854787430",,,,,,,,,,12.0,240.0,,,End
275,2018-12-12,Skyline,Wedding Ring Ridge,Natural,,,3',450',350',East,"9,900'","39.610760304404, -111.293628203030",,,,,,,,,,36.0,5400.0,4200.0,9900.0,End
276,2009-12-13,Salt Lake,Butler Fork,Skier,Remotely Triggered,Facets,,80',,West,"7,200'","40.650289000000, -111.662327000000",3.0,,3.0,,,,,,,,960.0,,7200.0,End
277,2019-02-22,Provo,UFO Bowls,Natural,,,,300',,East,"9,500'","40.418144435807, -111.627874361590",,,,,,,,,,,3600.0,,9500.0,Start
278,2021-01-30,Salt Lake,White Pine,Natural,,,3',150',,West,"10,100'",,,,,,,,,,,36.0,1800.0,,10100.0,Start
279,2010-02-13,Salt Lake,Lambs Canyon,Skier,Unintentionally Triggered,Surface Hoar,"16""",300',600',Northeast,"8,700'","40.700515000000, -111.655508000000",,,,,,,,,,16.0,3600.0,7200.0,8700.0,Start
280,2012-03-04,SE Idaho,Boss Canyon,Unknown,,,,,,East,"9,500'","41.985508000000, -111.657947000000",,,,,,,,,,,,,9500.0,Start
281,2020-02-17,Salt Lake,Sunset Peak,Skier,Unintentionally Triggered,,"12""",100',,North,"10,500'","40.577890153729, -111.593855607670",,,,,,,,,,12.0,1200.0,,10500.0,Start
282,2013-01-12,Salt Lake,Antelope Island,Skier,Unintentionally Triggered,Depth Hoar,"18""",20',150',Northeast,,"40.980125000000, -112.207875000000",1.0,,,,,,,,,18.0,240.0,1800.0,,Start
283,2018-03-28,Salt Lake,Scotties Notch,Skier,Unintentionally Triggered,Density Change,"6""",25',,North,"9,200'","40.566098741252, -111.680816581730",1.0,1.0,,,,,,,,6.0,300.0,,9200.0,Start
284,2019-01-22,Uintas,Moffit Basin,,,,,"1,000'",,,,,1.0,1.0,,,,,,,,,12000.0,,,Start
285,2014-02-02,Provo,Cascade Ridge,Skier,Remotely Triggered,Facets,3',100',600',Northeast,"10,000'",,,,,,,,,,,36.0,1200.0,7200.0,10000.0,Start
286,2020-04-17,Salt Lake,Pittsburgh Lake,Skier,,,"6""",100',,Southeast,"10,700'","40.563511455703, -111.624956118190",,,,,,,,,,6.0,1200.0,,10700.0,Middle
287,2023-03-15,Logan,Providence Quarry,Natural,,Wet grains,"12""",250',350',South,"6,800'","41.690813090553, -111.739621833600",,,,,,,,,,12.0,3000.0,4200.0,6800.0,Start
288,2017-05-14,Salt Lake,Park City Ridgeline,,Intentionally Triggered,,,,,Northwest,"9,800'",,,,,,,,,,,,,,9800.0,Middle
289,2023-04-09,Logan,Hatties Bowl,Natural,Cornice Triggered,Wet grains,"12""",30',400',East,"6,700'","41.846981187009, -111.593833910500",,,,,,,,,,12.0,360.0,4800.0,6700.0,Middle
290,2017-12-29,Provo,Dry Fork,Skier,Unintentionally Triggered,Facets,2.5',100',400',East,"10,400'",,4.0,4.0,4.0,,,,"This was a guided group with four people on the slope at the same time. These four people were caught in the slide and carried downhill and only partially buried. Other than some gear being lost, no injuries were reported, and everyone involved made it out safely.

At the bottom of this report we have posted the comments submitted by the lead guide.",Much of the adjacent terrain that is less steep was covered in ski tracks.,"Periodic storms during October, November, and early December interspersed by long durations of high pressure allowed the snowpack to develop weak, faceted layers of sugary snow. Storms accompanied by west/northwest winds from Saturday 12/23 through Monday 12/25 deposited 2' of storm and wind-drifted snow in upper Little Cottonwood Canyon, overloading these buried weak layers.


	
		
			Date
			Wind
			Water
		
		
			12/22
			Northwest
			avg: 20 mph
			gusts: 42 mph
			0.35""
		
		
			12/23
			West
			avg: 24 mph
			gusts: 53 mph
			0.6""
		
		
			12/24
			
			West
			avg: 18 mph
			gusts: 42 mph
			
			0.9""
		
		
			12/25
			Northwest
			avg: 16 mph
			gusts: 48 mph
			0.15""
		
	


It is likely the west/northwest winds on 12/22 and 12/23 created the 4"" 1F slab on top of the faceted layer where the failure occurred.

Avalanche activity on mid and upper elevation slopes facing north through east, and continued reports of collapsing and cracking, throughout the week prior to this incident indicated continued instability.

 ",30.0,1200.0,4800.0,10400.0,End
291,2018-12-02,Salt Lake,Cardiff Fork,Skier,,,2',50',,Northwest,"10,000'","40.596125796053, -111.651686342670",,,,,,,,,,24.0,600.0,,10000.0,End
292,2010-03-17,Provo,Elk Point,Natural,,Depth Hoar,4',80',"3,250'",East,"10,200'","40.394215000000, -111.618690000000",,,,,,,,,,48.0,960.0,39000.0,10200.0,Start
293,2013-01-28,Salt Lake,Maybird Gulch,Skier,Remotely Triggered,Facets,2',200',500',North,"9,600'","40.551100000000, -111.709100000000",,,,,,,,,,24.0,2400.0,6000.0,9600.0,Start
294,2014-02-15,Salt Lake,Flagstaff Ridge,,Unintentionally Triggered,New Snow/Old Snow Interface,"8""",100',800',Southeast,"9,500'","40.599000000000, -111.642000000000",,,,,,,,,,8.0,1200.0,9600.0,9500.0,Start
295,2014-11-15,Salt Lake,Pioneer Bowl,Natural,,Facets,"10""",800',50',North,"9,800'","40.584619049617, -111.583809690830",,,,,,,,,,10.0,9600.0,600.0,9800.0,End
296,2012-03-04,Salt Lake,Kessler Peak,Natural,,,"12""",100',,Southeast,"9,600'","40.621901000000, -111.664267000000",,,,,,,,,,12.0,1200.0,,9600.0,Start
297,2019-02-03,Logan,Hardware Ranch Area,Natural,,,"12""",25',,Northeast,"5,700'","41.598964915348, -111.571955668050",,,,,,,,,,12.0,300.0,,5700.0,Start
298,2019-03-11,Salt Lake,Wolverine Cirque,Snowboarder,,,"8""",30',,East,"10,500'",,,,,,,,,,,8.0,360.0,,10500.0,Start
299,2020-04-16,Salt Lake,Gunsight,Skier,,,"6""",30',,Northeast,"10,200'","40.578519250971, -111.630830826460",,,,,,,,,,6.0,360.0,,10200.0,Middle
300,2022-12-31,Ogden,Rodeo Ridge,Natural,,Facets,4',150',300',Northeast,"7,800'","41.363394732785, -111.932466017280",,,,,,,,,,48.0,1800.0,3600.0,7800.0,End
301,2017-01-16,Salt Lake,Little Pine,Natural,,,,,,South,,"40.584237112365, -111.687011705970",,,,,,,,,,,,,,Start
302,2023-03-09,Salt Lake,Mt Aire,Natural,,,,50',,North,"6,000'","40.729695352306, -111.720527919240",,,,,,,,,,,600.0,,6000.0,Start
303,2018-02-24,Skyline,Knob Mountain,Skier,Remotely Triggered,Facets,3.5',250',300',North,"10,500'","39.453226365667, -111.376862513160",,,,,,,,,,42.0,3000.0,3600.0,10500.0,Start
304,2021-02-19,Uintas,South Fork Weber River,Skier,Remotely Triggered,Depth Hoar,2',"1,000'",,East,"10,100'","40.750215534180, -111.190781580590",,,,,,,,,,24.0,12000.0,,10100.0,Start
305,2023-03-05,Salt Lake,Two Trees,Explosive,,New Snow/Old Snow Interface,2.5',125',,Southeast,"9,800'","40.594113169297, -111.655503674530",,,,,,,,,,30.0,1500.0,,9800.0,Start
306,2014-02-13,Skyline,North Creek,Natural,,Facets,2',50',30',Northwest,"8,000'",,,,,,,,,,,24.0,600.0,360.0,8000.0,Start
307,2023-02-23,Salt Lake,Pioneer Ridge,Snowboarder,,,"18""",70',,North,"10,000'","40.584007990686, -111.578969306070",,,,,,,,,,18.0,840.0,,10000.0,Start
308,2010-02-13,Logan,Mt Jardine,Natural,,Facets,4.5',"2,500'",,South,"9,200'","41.829665000000, -111.705379000000",,,,,,,,,,54.0,30000.0,,9200.0,Start
309,2017-02-18,Salt Lake,White Pine,Skier,Unintentionally Triggered,New Snow/Old Snow Interface,"4""",10',100',Northeast,"9,400'","40.555742519405, -111.690187441440",1.0,1.0,,,,,,,,4.0,120.0,1200.0,9400.0,Start
310,2009-12-13,Logan,Holiday Bowl,Unknown,,Facets,"16""",250',,North,"8,800'","41.878572000000, -111.651607000000",,,,,,,,,,16.0,3000.0,,8800.0,End
311,2010-02-03,Ogden,Cutler Ridge,Unknown,,,,,,North,,"0.000000000000, 0.000000000000",,,,,,,,,,,,,,Start
312,2018-10-10,Salt Lake,Cardiac Ridge,Natural,,,,175',,East,"10,800'","40.605708980863, -111.667603576030",,,,,,,,,,,2100.0,,10800.0,End
313,2023-01-01,Salt Lake,Reynolds Pk,,,,5',,,Southeast,,"40.663873045986, -111.644159304550",,,,,,,,,,60.0,,,,Start
314,2021-01-28,Salt Lake,West Desolation Ridge,Natural,,,,,,North,"10,000'",,,,,,,,,,,,,,10000.0,Start
315,2019-03-23,SE Idaho,Danish Pass,Skier,Unintentionally Triggered,Surface Hoar,"12""",150',500',North,"8,800'","42.114910196831, -111.587244929990",,,,,,,,,,12.0,1800.0,6000.0,8800.0,Start
316,2021-02-13,Salt Lake,White Pine Chutes,Natural,,New Snow,,,,South,"8,800'","40.580291318244, -111.696495997030",,,,,,,,,,,,,8800.0,Start
317,2019-01-31,Logan,"Star Valley, Wyoming",Snowmobiler,,,3',200',,South,"9,300'","42.650013309994, -110.755212294300",1.0,1.0,,,,,,,,36.0,2400.0,,9300.0,Start
318,2014-02-21,Uintas,Chalk Creek,Skier,Intentionally Triggered,Facets,3',500',600',Northeast,"10,400'","40.849502000000, -111.058731000000",,,,,,,,,,36.0,6000.0,7200.0,10400.0,Start
319,2019-01-02,Salt Lake,East Hellgate,Natural,,Graupel,,,,Southwest,"9,000'",,,,,,,,,,,,,,9000.0,Start
320,2016-12-24,Logan,Logan,Skier,,,,,20',North,"7,600'","41.972850108973, -111.479387270550",,,,,,,,,,,,240.0,7600.0,End
321,2023-01-01,Uintas,Daniels,Natural,,,"7""",10',,,,,,,,,,,,,,7.0,120.0,,,Start
322,2018-01-25,Uintas,Upper Weber Canyon,Skier,Intentionally Triggered,New Snow,"15""",50',600',North,"10,200'","40.846156102506, -111.060785342440",,,,,,,,,,15.0,600.0,7200.0,10200.0,Start
323,2023-04-11,Logan,High Creek,Natural,,Wet grains,,500',"2,000'",North,"9,500'","41.924304963950, -111.688384996940",,,,,,,,,,,6000.0,24000.0,9500.0,Middle
324,2017-01-27,Salt Lake,Mary Ellen,Skier,Intentionally Triggered,New Snow,"12""",80',200',East,"10,700'","40.545700151922, -111.651134478200",,,,,,,,,,12.0,960.0,2400.0,10700.0,Start
325,2019-02-05,Salt Lake,Days Headwall,Snowboarder,,,4',60',,North,"10,500'","40.599290917947, -111.641356149930",,,,,,,,,,48.0,720.0,,10500.0,Start
326,2023-04-05,Salt Lake,Upper Days,Natural,,,3',300',,Northeast,"10,200'","40.601213389676, -111.644193591790",,,,,,,,,,36.0,3600.0,,10200.0,Middle
327,2021-01-27,Ogden,Cutler Ridge,Skier,Intentionally Triggered,Density Change,"12""",70',50',Northeast,"7,700'","41.376766298886, -111.942929314640",,,,,,,,,,12.0,840.0,600.0,7700.0,Start
328,2019-12-31,Provo,Mary Ellen Gulch,Natural,,New Snow/Old Snow Interface,"5""",50',700',Southeast,"10,800'","40.549613338677, -111.650791155420",,,,,,,,,,5.0,600.0,8400.0,10800.0,End
329,2022-03-11,Skyline,Manti Canyon,Snowmobiler,Remotely Triggered,Facets,3',500',150',Northeast,"10,200'","39.220303935737, -111.512475000950",,,,,,,,,,36.0,6000.0,1800.0,10200.0,Start
330,2018-11-24,Provo,Nebo East Bowls,Natural,,Facets,,100',,Northeast,"10,700'","39.806371169347, -111.760654436640",,,,,,,,,,,1200.0,,10700.0,End
331,2022-12-02,Salt Lake,Wilson Peak,Unknown,,New Snow/Old Snow Interface,,,,East,"9,900'","40.674175484667, -111.670360552370",,,,,,,,,,,,,9900.0,End
332,2013-11-22,Logan,Box Elder Peak,Unknown,,Facets,,,,Northeast,"9,500'","41.637400000000, -112.010422000000",,,,,,,,,,,,,9500.0,End
333,2022-03-20,Logan,Crescent Lake Canyon,Snowmobiler,Unintentionally Triggered,Facets,2',100',350',North,"8,700'","41.978690618334, -111.637959467490",1.0,1.0,1.0,,,,"This was taken from Holli's Instagram post: 

There are many reasons to know who you’re riding with, what avalanche gear they have and what and how much avalanche training they have taken. You always hear people say, that will never happen to me. Unfortunately, you never know. It’s a risk we take every day in the backcountry.

 

We were extremely lucky today. We happened to be in the wrong place. A slide was triggered and one of our friends was caught and carried. He fought to stay on top of the snow headed downhill head first. His sled was stopped by a big pine tree and buried pretty deep. He got separated from his sled and continued down to the next tree. This is where Curtis found him within a minute or so. His hand was out of the snow. Curtis started digging to clear his airways. Justin was talking, while Curtis worked to get him the rest of the way out. His adrenaline kicked in and was going as soon as Curtis got him out.


Did we make mistakes today? Maybe. But we also did everything we have been trained to do. We checked the UAC forecast, we had our gear and used our training to make it home safe.

 ",,,24.0,1200.0,4200.0,8700.0,Start
334,2023-04-07,Uintas,Gardner Fork,Natural,,,,,,East,"10,500'","40.741965793287, -111.049144460110",,,,,,,,,,,,,10500.0,Middle
335,2010-12-23,Moab,Mt. Peale - N. Face,Natural,,Facets,4',"5,000'",,North,"12,400'","38.440010000000, -109.229422000000",,,,,,,,,,48.0,60000.0,,12400.0,End
336,2013-01-09,Logan,Mathews Hollow,Snowmobiler,Unintentionally Triggered,Wet grains,,,,South,"7,400'","41.691790000000, -111.733489000000",1.0,1.0,1.0,,,,,,,,,,7400.0,Start
337,2013-01-17,Salt Lake,Cardiac Ridge,,Remotely Triggered,,"6""",20',150',East,"10,200'","40.601181000000, -111.667163000000",,,,,,,,,,6.0,240.0,1800.0,10200.0,Start
338,2012-03-04,Salt Lake,Mountain Dell Canyon,Natural,,,"18""","1,000'",500',Southeast,"8,600'","40.837775000000, -111.714735000000",,,,,,,,,,18.0,12000.0,6000.0,8600.0,Start
339,2019-12-25,Salt Lake,Dutch Draw,Snowboarder,Unintentionally Triggered,,"12""",200',600',East,"9,900'","40.652673385431, -111.593125315220",,,,,,,,,,12.0,2400.0,7200.0,9900.0,End
340,2023-04-06,Salt Lake,Valerie's,Natural,,,4',250',400',Southeast,"8,600'","40.585888084066, -111.658086763920",,,,,,,,,,48.0,3000.0,4800.0,8600.0,Middle
341,2023-01-11,Salt Lake,Hogum,,,,,,,Northeast,,"40.547249148989, -111.726751314700",,,,,,,,,,,,,,Start
342,2010-01-22,Salt Lake,Salt Lake,Skier,Unintentionally Triggered,Facets,2.5',600',900',Northeast,"9,300'","40.606655000000, -111.574917000000",1.0,1.0,,1.0,1.0,,,,,30.0,7200.0,10800.0,9300.0,Start
343,2012-01-25,Uintas,Uintas,Snowmobiler,Unintentionally Triggered,Depth Hoar,3',500',200',East,"10,200'","40.947167000000, -110.668201000000",,,,,,,,,,36.0,6000.0,2400.0,10200.0,Start
344,2014-11-23,Salt Lake,Twin Lakes area,Skier,Remotely Triggered,Facets,2.5',,,Northeast,"10,000'","40.590817239016, -111.603771543560",,,,,,,,,,30.0,,,10000.0,End
345,2021-04-17,Provo,Timpanogos,Skier,,,"12""",30',,Northwest,"10,700'","40.419434491241, -111.675306545800",,2.0,,,,,,,,12.0,360.0,,10700.0,Middle
346,2012-01-19,Salt Lake,West Willow,Natural,,,,,,Northeast,,"40.644900000000, -111.596612000000",,,,,,,,,,,,,,Start
347,2021-02-16,Salt Lake,Monte Cristo,Explosive,Intentionally Triggered,Facets,,,,South,,"40.588797809846, -111.672334658200",,,,,,,,,,,,,,Start
348,2023-03-03,Ogden,Ben Lomond Headwall,Natural,,New Snow,,600',"2,000'",Northeast,"9,400'","41.364936765093, -111.961625248050",,,,,,,,,,,7200.0,24000.0,9400.0,Start
349,2012-02-28,Salt Lake,Main Porter,Unknown,,,"10""",150',200',Northwest,"9,200'","0.000000000000, 0.000000000000",,,,,,,,,,10.0,1800.0,2400.0,9200.0,Start
350,2015-12-31,SE Idaho,"Middle Fork, St. Charles Canyon",Snowmobiler,Unintentionally Triggered,Facets,2',450',500',East,"9,200'","42.089645133131, -111.575989746360",2.0,1.0,1.0,,1.0,,"When a party of four riders entered the bowl from the top it was completely untracked and nice smooth powder. The east facing slope south of Saint Charles Peak is committing because there is no good way to ride out the bottom, so you have to come back up the hill in order to exit the drainage. The party played around on adjacent slopes and two had successfully climbed back out of the 36 degree slope a few times. 

The slope had several tracks in it at the time of the avalanche. One rider climbed to the saddle on the top and watched, and a second was at the bottom also watching as the third attempted the climb. On the second attempt, the 47-year-old rider's sled did not have quite enough power to make the climb, and he turned near the top of the slope. The snow on the slope fractured even as the rider guided his sled in a rightward arc back down the hill. 

The avalanche caught rider and sled near the south flank and a large rock held up the sled for a bit while the rider was carried (he mentioned using swimming motions) to near the toe at the bottom of the avalanche, ending up about 150' below his sled, face-down and partially buried in the debris. The fourth rider was below on the slope and heading up when the slope fractured. He decided to keep his sled pointed up the hill and rode on top of the slab, the throttle pegged, track spinning like a treadmill as the slab ran underneath, leaving him safely on the bed surface. 

The other riders were able to get down to the lucky survivor and had him out of a face-down partial burial quite quickly. He was quickly spotted by his companions, and they had him out of the debris in ""really only a couple minutes."" Thankfully, now He is mainly only shaken, and recovering from minor injuries. The sled was damaged in the avalanche, but the party repaired it in the field the next day and rode it out of the hole. 

 ","This slope has a particularly notable history of avalanche accidents. It is the site of an epic January 11, 2014 rescue, where a rider was fully buried, suffered a double femur fracture, and had to be hauled up 1600' by rope. The rescue ended up going on well into the night, and involved about 50 rescuers from Cache, Franklin, and Bear Lake Counties. Read Report

The same slope was the site of a tragic fatality on February 19, 2000. Read Report 

The avalanche occurred on a mostly east facing slope and started at around 9200' in elevation. The toe of the avalanche was at around 8700'. The slope measures only about 36 degrees in steepness in the steepest area, and I measured the Alpha angle of this avalanche at 25 degrees.",,24.0,5400.0,6000.0,9200.0,End
351,2023-02-05,Salt Lake,Triangle Couloir,Natural,,,,,,North,"7,200'","40.566935359967, -111.734550843230",,,,,,,,,,,,,7200.0,Start
352,2018-02-25,Salt Lake,Little Cottonwood Canyon,,Unintentionally Triggered,New Snow,"14""",50',150',East,"9,600'","40.594944417245, -111.646369167160",,,,,,,,,,14.0,600.0,1800.0,9600.0,Start
353,2021-02-16,Ogden,Hells Canyon,Natural,,,,,"1,000'",Northeast,"8,600'",,,,,,,,,,,,,12000.0,8600.0,Start
354,2013-01-30,Skyline,Pleasant Creek,Natural,Cornice Triggered,Density Change,2',175',800',East,"10,200'","39.510994000000, -111.320171000000",,,,,,,,,,24.0,2100.0,9600.0,10200.0,Start
355,2018-04-08,Logan,Wellsville Mountain Wilderness,Natural,Repeater,New Snow/Old Snow Interface,,,,Northeast,"9,400'",,,,,,,,,,,,,,9400.0,Middle
356,2021-01-24,Salt Lake,Powder Park,Skier,Unintentionally Triggered,Depth Hoar,2.5',50',,Northwest,"9,000'","40.642940202316, -111.636629091820",,,,,,,,,,30.0,600.0,,9000.0,Start
357,2021-02-16,Salt Lake,Emma Ridges,Explosive,Intentionally Triggered,Facets,,,,South,,"40.598313368744, -111.629891382780",,,,,,,,,,,,,,Start
358,2020-04-16,Salt Lake,Big Cottonwood Canyon,Skier,,,"8""",40',,East,"10,400'",,,,,,,,,,,8.0,480.0,,10400.0,Middle
359,2023-02-01,Provo,Provo Peak,Natural,,,,,,South,"10,400'","40.246015047269, -111.549854265770",,,,,,,,,,,,,10400.0,Start
360,2012-01-25,Logan,Rodeo Grounds,Snowmobiler,Remotely Triggered,Depth Hoar,4',,,East,"9,400'","41.713289000000, -111.714606000000",,,,,,,,,,48.0,,,9400.0,Start
361,2023-01-27,Logan,Dugway,Natural,,New Snow,,,,West,"6,000'",,,,,,,,,,,,,,6000.0,Start
362,2022-12-02,Salt Lake,Maybird Gulch,Natural,,,,,,Northeast,"10,200'","40.544697360948, -111.708437191560",,,,,,,,,,,,,10200.0,End
363,2021-01-30,Moab,Upper Horse Creek,Skier,Remotely Triggered,Facets,3',,600',Northeast,"11,500'","38.459017933895, -109.248239249970",,,,,,,,,,36.0,,7200.0,11500.0,Start
364,2010-02-15,Salt Lake,Porter Fork,Unknown,Remotely Triggered,Surface Hoar,"10""",500',"1,000'",Northwest,"9,500'","0.000000000000, 0.000000000000",,,,,,,,,,10.0,6000.0,12000.0,9500.0,Start
365,2022-03-09,Ogden,North Fork Park,Natural,,New Snow/Old Snow Interface,,,,Northeast,"8,000'","41.349079351538, -111.923634173550",,,,,,,,,,,,,8000.0,Start
366,2017-01-05,Salt Lake,Diving Board,Natural,,New Snow/Old Snow Interface,3',300',"1,250'",East,"9,800'",,,,,,,,,,,36.0,3600.0,15000.0,9800.0,Start
367,2011-11-13,Salt Lake,West Bowl,Natural,,Facets,"18""",400',500',North,"10,000'","40.599523000000, -111.630751000000",,,,,,,,,,18.0,4800.0,6000.0,10000.0,End
368,2019-12-15,Uintas,Uintas,Skier,,,4.5',125',,Northeast,"9,800'","40.749502319050, -111.135233031880",,,,,,,,,,54.0,1500.0,,9800.0,End
369,2022-03-10,Logan,Christmas Tree Bowl,Snowmobiler,,New Snow/Old Snow Interface,"12""",30',400',East,"9,600'","41.918599525959, -111.675016867210",,,,,,,,,,12.0,360.0,4800.0,9600.0,Start
370,2011-02-09,Uintas,Chalk Creek,Snowmobiler,Unintentionally Triggered,Surface Hoar,,600',200',Northeast,"10,200'","40.840088000000, -111.082978000000",,,,,,,,,,,7200.0,2400.0,10200.0,Start
371,2018-01-24,Salt Lake,Pointy Peak,Skier,Unintentionally Triggered,Facets,2',100',300',Northeast,"9,300'","40.680719387273, -111.601470696060",1.0,1.0,,,,,,,,24.0,1200.0,3600.0,9300.0,Start
372,2017-03-11,Provo,Primrose Cirque,Natural,,,,,,East,"10,400'","40.399792324098, -111.633486743850",,,,,,,,,,,,,10400.0,Start
373,2019-03-14,Salt Lake,Georges Bowl,Skier,,,2',100',,Northeast,"9,900'",,,,,,,,,,,24.0,1200.0,,9900.0,Start
374,2014-01-18,Salt Lake,No No Name,Snowmobiler,Unintentionally Triggered,Facets,3',80',100',Southeast,"9,600'","40.631640000000, -111.562343000000",,,,,,,,,,36.0,960.0,1200.0,9600.0,Start
375,2023-03-06,Salt Lake,10420,Snowmobiler,Remotely Triggered,New Snow/Old Snow Interface,2',200',,Southeast,"10,100'","40.598068979212, -111.557986723500",,,,,,,,,,24.0,2400.0,,10100.0,Start
376,2022-12-21,Salt Lake,Summit Park,Unknown,,New Snow/Old Snow Interface,"10""",50',,North,"8,200'","40.730413353067, -111.618797766280",,,,,,,,,,10.0,600.0,,8200.0,End
377,2018-02-19,Salt Lake,West Willow,Natural,,New Snow/Old Snow Interface,,70',500',Northeast,"9,300'",,,,,,,,,,,,840.0,6000.0,9300.0,Start
378,2010-12-27,Provo,Primrose Cirque,Skier,Unintentionally Triggered,Density Change,"10""",70',,East,"8,500'","0.000000000000, 0.000000000000",1.0,1.0,,,,,,,,10.0,840.0,,8500.0,End
379,2018-01-13,Logan,"Naomi Peak, East Face Area",Snowmobiler,Unintentionally Triggered,Facets,3',70',90',Northeast,"9,200'","41.905013448353, -111.668987261390",1.0,1.0,,,,,"I went up to the avalanche site on 1/14/18... An obvious catch and carry, with good outcome. The 1' to 3' deep and 70' wide avalanche on a very steep slope is small compared to the terrain it's in, and no other avalanches were apparent in the area.",,,36.0,840.0,1080.0,9200.0,Start
380,2018-01-27,Salt Lake,Lavina Creek,Unknown,,Facets,3',300',500',Northeast,"9,600'","40.586092797707, -111.536121355660",,,,,,,,,,36.0,3600.0,6000.0,9600.0,Start
381,2015-12-23,Salt Lake,Rhino,Natural,Cornice Triggered,Facets,,,,,"9,500'",,,,,,,,,,,,,,9500.0,End
382,2021-02-14,Uintas,Upper Weber Canyon,Natural,Cornice Triggered,Ground Interface,3',700',"1,500'",Northeast,"10,400'","40.832320214828, -111.082613455460",,,,,,,,,,36.0,8400.0,18000.0,10400.0,Start
383,2021-01-30,Salt Lake,Banana Days,Natural,,Facets,3',500',,Northeast,"10,500'","40.607306282204, -111.643538462230",,,,,,,,,,36.0,6000.0,,10500.0,Start
384,2015-12-17,Provo,Slide Canyon,Natural,,Facets,2.5',"1,500'",,East,"10,400'","40.365708114232, -111.615943967750",,,,,,,,,,30.0,18000.0,,10400.0,End
385,2011-01-17,Salt Lake,Alexander Basin,Natural,,,,30',250',Northeast,"8,800'","40.685422000000, -111.681304000000",,,,,,,,,,,360.0,3000.0,8800.0,Start
