CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,Block_Location,BLKADDR,Lat,Lon
19045533,DOMESTIC VIOLENCE,08/16/2019 12:00:00 AM,20:50,FAMILY OFFENSE,5,"SACRAMENTO STREET & RUSSELL ST
Berkeley, CA
(37.8549, -122.27945)",SACRAMENTO STREET & RUSSELL ST,37.8549,-122.27945
19042733,DISTURBANCE,08/04/2019 12:00:00 AM,08:46,DISORDERLY CONDUCT,0,"1000 CEDAR ST
Berkeley, CA
(37.874802, -122.29615)",1000 CEDAR ST,37.874802,-122.29615
19043153,THEFT MISD. (UNDER $950),08/03/2019 12:00:00 AM,11:30,LARCENY,6,"1200 UNIVERSITY AV
Berkeley, CA
(37.869385, -122.28953)",1200 UNIVERSITY AV,37.869385,-122.28953
19091722,THEFT MISD. (UNDER $950),08/21/2019 12:00:00 AM,15:45,LARCENY,3,"SHATTUCK AV & ALLSTON WY
Berkeley, CA
(37.86939, -122.267883)",SHATTUCK AV & ALLSTON WY,37.86939,-122.267883
19041717,ROBBERY,07/30/2019 12:00:00 AM,20:05,ROBBERY,2,"1800 UNIVERSITY AV
Berkeley, CA
(37.871246, -122.274991)",1800 UNIVERSITY AV,37.871246,-122.274991
19036173,ASSAULT/BATTERY MISD.,07/03/2019 12:00:00 AM,16:03,ASSAULT,3,"1900 ESSEX ST
Berkeley, CA
(37.85344, -122.269182)",1900 ESSEX ST,37.85344,-122.269182
19045916,BURGLARY AUTO,08/18/2019 12:00:00 AM,20:03,BURGLARY - VEHICLE,0,"1100 UNIVERSITY AV
Berkeley, CA
(37.869067, -122.292043)",1100 UNIVERSITY AV,37.869067,-122.292043
19091598,THEFT MISD. (UNDER $950),07/28/2019 12:00:00 AM,15:00,LARCENY,0,"2700 PIEDMONT AV
Berkeley, CA
(37.862024, -122.251212)",2700 PIEDMONT AV,37.862024,-122.251212
19091533,THEFT MISD. (UNDER $950),07/31/2019 12:00:00 AM,20:00,LARCENY,3,"3100 SAN PABLO AV
Berkeley, CA
(37.850675, -122.286265)",3100 SAN PABLO AV,37.850675,-122.286265
19039383,THEFT MISD. (UNDER $950),07/16/2019 12:00:00 AM,14:30,LARCENY,2,"1400 SHATTUCK AV
Berkeley, CA
(37.881957, -122.269551)",1400 SHATTUCK AV,37.881957,-122.269551
19045582,ALCOHOL OFFENSE,08/17/2019 12:00:00 AM,00:14,LIQUOR LAW VIOLATION,6,"1600 SPRUCE ST
Berkeley, CA
(37.878864, -122.265718)",1600 SPRUCE ST,37.878864,-122.265718
19040685,THEFT FELONY (OVER $950),07/25/2019 12:00:00 AM,21:00,LARCENY,4,"1600 MILVIA ST
Berkeley, CA
(37.877951, -122.271395)",1600 MILVIA ST,37.877951,-122.271395
19046749,ASSAULT/BATTERY FEL.,08/22/2019 12:00:00 AM,13:30,ASSAULT,4,"1500 MCGEE AVE
Berkeley, CA
(37.878973, -122.279366)",1500 MCGEE AVE,37.878973,-122.279366
19041937,BURGLARY AUTO,07/31/2019 12:00:00 AM,18:15,BURGLARY - VEHICLE,3,"SAN PABLO AV & PARKER ST
Berkeley, CA
(37.859364, -122.288914)",SAN PABLO AV & PARKER ST,37.859364,-122.288914
19091402,VANDALISM,07/12/2019 12:00:00 AM,22:15,VANDALISM,5,"2500 REGENT ST
Berkeley, CA
(37.865202, -122.257795)",2500 REGENT ST,37.865202,-122.257795
19039751,BURGLARY RESIDENTIAL,07/21/2019 12:00:00 AM,06:15,BURGLARY - RESIDENTIAL,0,"2500 PIEDMONT AV
Berkeley, CA
(37.865868, -122.251595)",2500 PIEDMONT AV,37.865868,-122.251595
19045844,BURGLARY AUTO,08/18/2019 12:00:00 AM,11:50,BURGLARY - VEHICLE,0,"100 SEAWALL DR
Berkeley, CA
(37.863611, -122.317566)",100 SEAWALL DR,37.863611,-122.317566
19045926,BURGLARY AUTO,08/18/2019 12:00:00 AM,20:20,BURGLARY - VEHICLE,0,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,37.865511,-122.309967
19043746,THEFT MISD. (UNDER $950),08/06/2019 12:00:00 AM,19:00,LARCENY,2,"1500 HEARST AV
Berkeley, CA
(37.872158, -122.282066)",1500 HEARST AV,37.872158,-122.282066
19048643,DISTURBANCE,08/30/2019 12:00:00 AM,16:43,DISORDERLY CONDUCT,5,"3000 ADELINE ST
Berkeley, CA
(37.85488, -122.269079)",3000 ADELINE ST,37.85488,-122.269079
19043996,ROBBERY,08/09/2019 12:00:00 AM,21:40,ROBBERY,5,"3000 SHATTUCK AV
Berkeley, CA
(37.855026, -122.266475)",3000 SHATTUCK AV,37.855026,-122.266475
19041909,THEFT FELONY (OVER $950),07/22/2019 12:00:00 AM,00:00,LARCENY,1,"BERRYMAN ST
Berkeley, CA",BERRYMAN ST,,
19036605,BURGLARY RESIDENTIAL,07/05/2019 12:00:00 AM,13:30,BURGLARY - RESIDENTIAL,5,"2300 OAK ST
Berkeley, CA
(37.88762, -122.265597)",2300 OAK ST,37.88762,-122.265597
19041427,BURGLARY RESIDENTIAL,07/29/2019 12:00:00 AM,11:45,BURGLARY - RESIDENTIAL,1,"1500 UNIVERSITY AV
Berkeley, CA
(37.870396, -122.281585)",1500 UNIVERSITY AV,37.870396,-122.281585
19038843,BURGLARY AUTO,07/16/2019 12:00:00 AM,22:00,BURGLARY - VEHICLE,2,"1800 WARD ST
Berkeley, CA
(37.858673, -122.273365)",1800 WARD ST,37.858673,-122.27336499999998
19091495,THEFT MISD. (UNDER $950),07/27/2019 12:00:00 AM,08:30,LARCENY,6,"1400 UNIVERSITY AV
Berkeley, CA
(37.870054, -122.284263)",1400 UNIVERSITY AV,37.870054,-122.284263
19041307,GUN/WEAPON,07/28/2019 12:00:00 AM,23:54,WEAPONS OFFENSE,0,"1000 DWIGHT WY
Berkeley, CA
(37.860732, -122.291369)",1000 DWIGHT WY,37.860732,-122.291369
19091303,BURGLARY AUTO,07/01/2019 12:00:00 AM,09:00,BURGLARY - VEHICLE,1,"100 SPINNAKER WY
Berkeley, CA
(37.870287, -122.316238)",100 SPINNAKER WY,37.870287,-122.31623799999998
19048401,THEFT MISD. (UNDER $950),08/29/2019 12:00:00 AM,14:00,LARCENY,4,"1400 SHATTUCK AV
Berkeley, CA
(37.881957, -122.269551)",1400 SHATTUCK AV,37.881957,-122.269551
19048936,VANDALISM,08/31/2019 12:00:00 AM,20:20,VANDALISM,6,"1200 ASHBY AV
Berkeley, CA
(37.852211, -122.286336)",1200 ASHBY AV,37.852211,-122.286336
19043249,VEHICLE STOLEN,08/06/2019 12:00:00 AM,14:30,MOTOR VEHICLE THEFT,2,"1100 WALNUT ST
Berkeley, CA
(37.887961, -122.269822)",1100 WALNUT ST,37.887961,-122.269822
19036455,VEHICLE STOLEN,07/05/2019 12:00:00 AM,00:01,MOTOR VEHICLE THEFT,5,"Berkeley, CA
(37.869058, -122.270455)",nan,37.869058,-122.270455
19036145,THEFT MISD. (UNDER $950),07/03/2019 12:00:00 AM,10:50,LARCENY,3,"1800 UNIVERSITY AV
Berkeley, CA
(37.871246, -122.274991)",1800 UNIVERSITY AV,37.871246,-122.274991
19041310,VANDALISM,07/29/2019 12:00:00 AM,00:30,VANDALISM,1,"6000 CHABOLYN TE
Berkeley, CA",6000 CHABOLYN TE,,
19040327,BURGLARY AUTO,07/24/2019 12:00:00 AM,00:05,BURGLARY - VEHICLE,3,"2300 STUART ST
Berkeley, CA
(37.859195, -122.261915)",2300 STUART ST,37.859195,-122.261915
19045661,THEFT MISD. (UNDER $950),08/17/2019 12:00:00 AM,11:20,LARCENY,6,"2500 SHATTUCK AV
Berkeley, CA
(37.863811, -122.267412)",2500 SHATTUCK AV,37.863811,-122.267412
19057199,DISTURBANCE,08/14/2019 12:00:00 AM,00:00,DISORDERLY CONDUCT,3,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,37.865511,-122.309967
19091369,BURGLARY AUTO,07/04/2019 12:00:00 AM,04:00,BURGLARY - VEHICLE,4,"500 TAMALPAIS RD
Berkeley, CA",500 TAMALPAIS RD,,
19037201,DISTURBANCE,07/05/2019 12:00:00 AM,12:00,DISORDERLY CONDUCT,5,"2900 9TH ST
Berkeley, CA
(37.853638, -122.289588)",2900 9TH ST,37.853638,-122.289588
19046379,IDENTITY THEFT,08/20/2019 12:00:00 AM,20:35,FRAUD,2,"DERBY STREET & MC GEE AV
Berkeley, CA
(37.859259, -122.275787)",DERBY STREET & MC GEE AV,37.859259,-122.275787
19040172,FRAUD/FORGERY,07/18/2019 12:00:00 AM,11:00,FRAUD,4,"2000 SHATTUCK AV
Berkeley, CA
(37.871901, -122.268389)",2000 SHATTUCK AV,37.871901,-122.26838899999998
19036166,BURGLARY AUTO,07/03/2019 12:00:00 AM,13:31,BURGLARY - VEHICLE,3,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,37.88014,-122.297498
19044613,ALCOHOL OFFENSE,08/12/2019 12:00:00 AM,21:00,LIQUOR LAW VIOLATION,1,"2100 MARTIN LUTHER KING JR WY
Berkeley, CA
(37.869688, -122.272805)",2100 MARTIN LUTHER KING JR WY,37.869688,-122.272805
19091566,THEFT MISD. (UNDER $950),08/01/2019 12:00:00 AM,11:45,LARCENY,4,"2400 PROSPECT ST
Berkeley, CA
(37.867717, -122.249901)",2400 PROSPECT ST,37.867717,-122.249901
19091363,BURGLARY RESIDENTIAL,07/10/2019 12:00:00 AM,20:00,BURGLARY - RESIDENTIAL,3,"1900 CHESTNUT ST
Berkeley, CA
(37.870972, -122.288185)",1900 CHESTNUT ST,37.870972,-122.288185
19043572,VEHICLE STOLEN,08/07/2019 12:00:00 AM,20:30,MOTOR VEHICLE THEFT,3,"SHATTUCK AV & DERBY ST
Berkeley, CA
(37.860343, -122.266966)",SHATTUCK AV & DERBY ST,37.860343,-122.266966
19039448,BURGLARY RESIDENTIAL,07/19/2019 12:00:00 AM,15:00,BURGLARY - RESIDENTIAL,5,"2200 ROOSEVELT AV
Berkeley, CA
(37.868194, -122.276063)",2200 ROOSEVELT AV,37.868194,-122.276063
19049255,THEFT MISD. (UNDER $950),08/26/2019 12:00:00 AM,17:10,LARCENY,1,"2300 SHATTUCK AV
Berkeley, CA
(37.867157, -122.2678)",2300 SHATTUCK AV,37.867157,-122.2678
19039064,ALCOHOL OFFENSE,07/17/2019 12:00:00 AM,23:02,LIQUOR LAW VIOLATION,3,"700 UNIVERSITY AV
Berkeley, CA
(37.867307, -122.300468)",700 UNIVERSITY AV,37.867307,-122.300468
19048074,BURGLARY AUTO,08/28/2019 12:00:00 AM,01:00,BURGLARY - VEHICLE,3,"2200 FULTON ST
Berkeley, CA
(37.868706, -122.266279)",2200 FULTON ST,37.868706,-122.266279
19049031,VEHICLE STOLEN,08/29/2019 12:00:00 AM,22:30,MOTOR VEHICLE THEFT,4,"1200 PERALTA AV
Berkeley, CA
(37.882491, -122.287145)",1200 PERALTA AV,37.882491,-122.287145
19042273,ASSAULT/BATTERY FEL.,08/02/2019 12:00:00 AM,07:16,ASSAULT,5,"ALCATRAZ AV & ADELINE ST
Berkeley, CA
(37.848752, -122.271331)",ALCATRAZ AV & ADELINE ST,37.84875200000001,-122.271331
19091856,THEFT FELONY (OVER $950),07/28/2019 12:00:00 AM,11:40,LARCENY,0,"1100 WARD ST
Berkeley, CA
(37.856848, -122.288122)",1100 WARD ST,37.856848,-122.288122
19036495,ROBBERY,07/01/2019 12:00:00 AM,03:00,ROBBERY,1,"2000 KITTREDGE ST
Berkeley, CA
(37.868204, -122.270054)",2000 KITTREDGE ST,37.868204,-122.270054
19045356,ROBBERY,08/15/2019 12:00:00 AM,23:30,ROBBERY,4,"DERBY STREET & REGENT ST
Berkeley, CA
(37.861573, -122.257452)",DERBY STREET & REGENT ST,37.861573,-122.257452
19045035,THEFT MISD. (UNDER $950),08/14/2019 12:00:00 AM,10:30,LARCENY,3,"2300 SPAULDING AVE
Berkeley, CA
(37.865795, -122.28044)",2300 SPAULDING AVE,37.865795,-122.28043999999998
19091446,THEFT MISD. (UNDER $950),07/20/2019 12:00:00 AM,16:27,LARCENY,6,"2000 4TH ST
Berkeley, CA
(37.867613, -122.299898)",2000 4TH ST,37.867613,-122.299898
19036850,THEFT FELONY (OVER $950),07/07/2019 12:00:00 AM,06:38,LARCENY,0,"500 PANORAMIC WY
Berkeley, CA
(37.868898, -122.243093)",500 PANORAMIC WY,37.868898,-122.243093
19037724,BURGLARY AUTO,07/11/2019 12:00:00 AM,15:50,BURGLARY - VEHICLE,4,"900 HEINZ AV
Berkeley, CA
(37.853552, -122.291561)",900 HEINZ AV,37.853552,-122.29156100000002
19040553,THEFT MISD. (UNDER $950),07/20/2019 12:00:00 AM,10:00,LARCENY,6,"3100 SACRAMENTO ST
Berkeley, CA
(37.851477, -122.278651)",3100 SACRAMENTO ST,37.851477,-122.278651
19047479,DOMESTIC VIOLENCE,08/25/2019 12:00:00 AM,11:00,FAMILY OFFENSE,0,"1500 UNIVERSITY AVE
Berkeley, CA
(37.870396, -122.281585)",1500 UNIVERSITY AVE,37.870396,-122.281585
19047930,DISTURBANCE,08/26/2019 12:00:00 AM,01:00,DISORDERLY CONDUCT,1,"1300 UNIVERSITY AV
Berkeley, CA
(37.869764, -122.28655)",1300 UNIVERSITY AV,37.869764,-122.28655
19043135,THEFT FROM AUTO,08/05/2019 12:00:00 AM,17:00,LARCENY - FROM VEHICLE,1,"STUART STREET & COLLEGE AV
Berkeley, CA
(37.859846, -122.253325)",STUART STREET & COLLEGE AV,37.85984600000001,-122.253325
19039791,THEFT MISD. (UNDER $950),07/21/2019 12:00:00 AM,15:11,LARCENY,0,"SHATTUCK AV & UNIVERSITY AV
Berkeley, CA
(37.872185, -122.268407)",SHATTUCK AV & UNIVERSITY AV,37.872185,-122.268407
19036268,VANDALISM,07/03/2019 12:00:00 AM,19:30,VANDALISM,3,"100 AVENIDA DR
Berkeley, CA
(37.883791, -122.249709)",100 AVENIDA DR,37.883791,-122.249709
19046167,BURGLARY AUTO,08/19/2019 12:00:00 AM,22:45,BURGLARY - VEHICLE,1,"2700 HASTE ST
Berkeley, CA
(37.866568, -122.254084)",2700 HASTE ST,37.866568,-122.254084
19091690,THEFT FELONY (OVER $950),08/13/2019 12:00:00 AM,04:00,LARCENY,2,"1800 SOLANO AV
Berkeley, CA
(37.891332, -122.279975)",1800 SOLANO AV,37.891332,-122.279975
19045837,VEHICLE STOLEN,08/16/2019 12:00:00 AM,17:00,MOTOR VEHICLE THEFT,5,"1600 KAINS AV
Berkeley, CA
(37.875132, -122.293103)",1600 KAINS AV,37.875132,-122.293103
19038088,THEFT FELONY (OVER $950),07/13/2019 12:00:00 AM,10:01,LARCENY,6,"1800 FOURTH ST
Berkeley, CA
(37.869888, -122.300618)",1800 FOURTH ST,37.869888,-122.300618
19036267,ASSAULT/BATTERY MISD.,07/04/2019 12:00:00 AM,00:48,ASSAULT,4,"1500 TYLER ST
Berkeley, CA
(37.852422, -122.278571)",1500 TYLER ST,37.852422,-122.278571
19046142,VANDALISM,08/19/2019 12:00:00 AM,21:35,VANDALISM,1,"1100 UNIVERSITY AV
Berkeley, CA
(37.869067, -122.292043)",1100 UNIVERSITY AV,37.869067,-122.292043
19091626,BURGLARY AUTO,08/10/2019 12:00:00 AM,21:40,BURGLARY - VEHICLE,6,"200 HILLCREST RD
Berkeley, CA
(37.852491, -122.243412)",200 HILLCREST RD,37.852491,-122.243412
19045836,BURGLARY COMMERCIAL,08/18/2019 12:00:00 AM,02:40,BURGLARY - COMMERCIAL,0,"2200 FIFTH ST
Berkeley, CA
(37.86476, -122.297852)",2200 FIFTH ST,37.86476,-122.297852
19036971,BURGLARY COMMERCIAL,07/08/2019 12:00:00 AM,04:22,BURGLARY - COMMERCIAL,1,"1300 GILMAN ST
Berkeley, CA
(37.881366, -122.289688)",1300 GILMAN ST,37.881366,-122.28968799999998
19039809,VEHICLE STOLEN,07/19/2019 12:00:00 AM,19:30,MOTOR VEHICLE THEFT,5,"800 CAMELIA ST
Berkeley, CA
(37.877393, -122.301918)",800 CAMELIA ST,37.877393,-122.301918
19036762,GUN/WEAPON,07/06/2019 12:00:00 AM,15:58,WEAPONS OFFENSE,6,"1200 BURNETT ST
Berkeley, CA
(37.853008, -122.286877)",1200 BURNETT ST,37.853008,-122.286877
19041116,THEFT MISD. (UNDER $950),07/27/2019 12:00:00 AM,22:00,LARCENY,6,"2800 ADELINE ST
Berkeley, CA
(37.858116, -122.268002)",2800 ADELINE ST,37.858116,-122.268002
19044236,ASSAULT/BATTERY FEL.,08/10/2019 12:00:00 AM,23:35,ASSAULT,6,"1700 NINTH ST
Berkeley, CA
(37.872992, -122.295801)",1700 NINTH ST,37.872992,-122.295801
19048353,THEFT MISD. (UNDER $950),08/29/2019 12:00:00 AM,08:45,LARCENY,4,"2200 DURANT AV
Berkeley, CA
(37.866969, -122.26553)",2200 DURANT AV,37.866969,-122.26553
19039420,THEFT MISD. (UNDER $950),07/19/2019 12:00:00 AM,02:00,LARCENY,5,"1900 MARTIN LUTHER KING JR WY
Berkeley, CA
(37.873085, -122.273187)",1900 MARTIN LUTHER KING JR WY,37.873085,-122.273187
19091710,BURGLARY AUTO,08/19/2019 12:00:00 AM,22:10,BURGLARY - VEHICLE,1,"2000 BERKELEY WY
Berkeley, CA
(37.872691, -122.270741)",2000 BERKELEY WY,37.872691,-122.270741
19043251,BURGLARY AUTO,08/06/2019 12:00:00 AM,12:45,BURGLARY - VEHICLE,2,"2400 DURANT AV
Berkeley, CA
(37.867513, -122.26127)",2400 DURANT AV,37.867513,-122.26127
19091390,BURGLARY AUTO,07/13/2019 12:00:00 AM,16:30,BURGLARY - VEHICLE,6,"800 POTTER ST
Berkeley, CA
(37.850798, -122.294689)",800 POTTER ST,37.850798,-122.294689
19049773,THEFT MISD. (UNDER $950),08/29/2019 12:00:00 AM,11:47,LARCENY,4,"3000 SHATTUCK AV
Berkeley, CA
(37.855026, -122.266475)",3000 SHATTUCK AV,37.855026,-122.266475
19036530,DISTURBANCE,07/05/2019 12:00:00 AM,17:08,DISORDERLY CONDUCT,5,"1400 SEVENTH ST
Berkeley, CA
(37.87783, -122.299723)",1400 SEVENTH ST,37.87783,-122.299723
19091449,VANDALISM,07/20/2019 12:00:00 AM,12:30,VANDALISM,6,"1000 KEITH AV
Berkeley, CA
(37.890354, -122.267101)",1000 KEITH AV,37.890354,-122.267101
19037040,BURGLARY AUTO,07/08/2019 12:00:00 AM,12:40,BURGLARY - VEHICLE,1,"2900 DOMINGO AV
Berkeley, CA
(37.858955, -122.243989)",2900 DOMINGO AV,37.858955,-122.24398899999998
19047404,BURGLARY RESIDENTIAL,08/25/2019 12:00:00 AM,06:00,BURGLARY - RESIDENTIAL,0,"1700 FRANCISCO ST
Berkeley, CA
(37.874581, -122.277744)",1700 FRANCISCO ST,37.874581,-122.277744
19042208,THEFT FELONY (OVER $950),08/01/2019 12:00:00 AM,21:04,LARCENY,4,"1400 CALIFORNIA ST
Berkeley, CA
(37.879497, -122.280871)",1400 CALIFORNIA ST,37.879497,-122.280871
19091860,BURGLARY RESIDENTIAL,08/26/2019 12:00:00 AM,08:30,BURGLARY - RESIDENTIAL,1,"2400 WARRING ST
Berkeley, CA
(37.867708, -122.250801)",2400 WARRING ST,37.867708,-122.250801
19043494,NARCOTICS,08/07/2019 12:00:00 AM,17:51,DRUG VIOLATION,3,"2700 TELEGRAPH AV
Berkeley, CA
(37.861387, -122.259001)",2700 TELEGRAPH AV,37.861387,-122.259001
19035990,ASSAULT/BATTERY MISD.,07/02/2019 12:00:00 AM,15:37,ASSAULT,2,"1800 ALLSTON WY
Berkeley, CA
(37.868532, -122.274764)",1800 ALLSTON WY,37.868532,-122.274764
19091873,IDENTITY THEFT,07/01/2019 12:00:00 AM,10:20,FRAUD,1,"1878 TACOMA
Berkeley, CA
(37.894402, -122.278193)",1878 TACOMA,37.894402,-122.278193
19042334,BURGLARY AUTO,08/02/2019 12:00:00 AM,11:45,BURGLARY - VEHICLE,5,"3000 SHATTUCK AVE
Berkeley, CA
(37.855026, -122.266475)",3000 SHATTUCK AVE,37.855026,-122.266475
19038119,THEFT FROM AUTO,07/11/2019 12:00:00 AM,08:00,LARCENY - FROM VEHICLE,4,"1200 SAN PABLO AV
Berkeley, CA
(37.882033, -122.296381)",1200 SAN PABLO AV,37.882033,-122.296381
19046170,DISTURBANCE,08/13/2019 12:00:00 AM,01:18,DISORDERLY CONDUCT,2,"GILMAN STREET & 7TH ST
Berkeley, CA
(37.879571, -122.300296)",GILMAN STREET & 7TH ST,37.879571,-122.300296
19041700,THEFT MISD. (UNDER $950),07/30/2019 12:00:00 AM,17:55,LARCENY,2,"2300 SHATTUCK AV
Berkeley, CA
(37.867157, -122.2678)",2300 SHATTUCK AV,37.867157,-122.2678
19036652,DOMESTIC VIOLENCE,07/06/2019 12:00:00 AM,03:55,FAMILY OFFENSE,6,"1900 SAN PABLO AV
Berkeley, CA
(37.870205, -122.292581)",1900 SAN PABLO AV,37.870205,-122.292581
19041998,BURGLARY COMMERCIAL,08/01/2019 12:00:00 AM,02:19,BURGLARY - COMMERCIAL,4,"2100 BANCROFT WY
Berkeley, CA
(37.867601, -122.267718)",2100 BANCROFT WY,37.867601,-122.267718
19042641,BURGLARY AUTO,08/03/2019 12:00:00 AM,20:06,BURGLARY - VEHICLE,6,"HASTE STREET & ELLSWORTH ST
Berkeley, CA
(37.865443, -122.263189)",HASTE STREET & ELLSWORTH ST,37.865443,-122.26318899999998
19048559,VEHICLE STOLEN,08/29/2019 12:00:00 AM,21:15,MOTOR VEHICLE THEFT,4,"1500 CURTIS ST
Berkeley, CA
(37.876549, -122.290899)",1500 CURTIS ST,37.876549,-122.290899
19044600,SEXUAL ASSAULT FEL.,08/12/2019 12:00:00 AM,20:45,SEX CRIME,1,"1600 UNIVERSITY AV
Berkeley, CA
(37.870652, -122.27958)",1600 UNIVERSITY AV,37.870652,-122.27958
19042350,BURGLARY AUTO,08/01/2019 12:00:00 AM,14:00,BURGLARY - VEHICLE,4,"CURTIS STREET &STANNAGE AVE
Berkeley, CA",CURTIS STREET &STANNAGE AVE,,
19047294,VEHICLE RECOVERED,08/24/2019 12:00:00 AM,19:14,RECOVERED VEHICLE,6,"PIEDMONT AV & WEBSTER ST
Berkeley, CA
(37.855938, -122.250539)",PIEDMONT AV & WEBSTER ST,37.855938,-122.250539
19039930,FRAUD/FORGERY,07/21/2019 12:00:00 AM,09:00,FRAUD,0,"2200 BONAR ST
Berkeley, CA
(37.86695, -122.286984)",2200 BONAR ST,37.86695,-122.286984
19046536,BURGLARY COMMERCIAL,08/20/2019 12:00:00 AM,22:45,BURGLARY - COMMERCIAL,2,"2900 COLLEGE AV
Berkeley, CA
(37.858356, -122.253179)",2900 COLLEGE AV,37.858356,-122.253179
19043024,DISTURBANCE,08/05/2019 12:00:00 AM,19:35,DISORDERLY CONDUCT,1,"2400 ASHBY AV
Berkeley, CA
(37.856111, -122.260248)",2400 ASHBY AV,37.856111,-122.260248
19041436,BURGLARY AUTO,07/29/2019 12:00:00 AM,14:20,BURGLARY - VEHICLE,1,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,37.88014,-122.297498
19037494,THEFT MISD. (UNDER $950),07/10/2019 12:00:00 AM,16:45,LARCENY,3,"2400 TELEGRAPH AV
Berkeley, CA
(37.866761, -122.258779)",2400 TELEGRAPH AV,37.866761,-122.258779
19091322,BURGLARY AUTO,07/05/2019 12:00:00 AM,19:00,BURGLARY - VEHICLE,5,"1000 CAMELIA ST
Berkeley, CA
(37.878378, -122.297029)",1000 CAMELIA ST,37.87837800000001,-122.297029
19043231,SEXUAL ASSAULT FEL.,08/04/2019 12:00:00 AM,00:00,SEX CRIME,0,"<UNKNOWN>
Berkeley, CA",<UNKNOWN>,,
19044832,ROBBERY,08/13/2019 12:00:00 AM,19:50,ROBBERY,2,"700 UNIVERSITY AV
Berkeley, CA
(37.867307, -122.300468)",700 UNIVERSITY AV,37.867307,-122.300468
19040179,BURGLARY COMMERCIAL,07/20/2019 12:00:00 AM,18:00,BURGLARY - COMMERCIAL,6,"2000 5TH ST
Berkeley, CA
(37.867271, -122.298682)",2000 5TH ST,37.867271,-122.298682
19037761,VEHICLE STOLEN,07/11/2019 12:00:00 AM,20:00,MOTOR VEHICLE THEFT,4,"1000 ASHBY AV
Berkeley, CA
(37.851653, -122.289194)",1000 ASHBY AV,37.851653000000006,-122.289194
19036493,DISTURBANCE,07/01/2019 12:00:00 AM,08:10,DISORDERLY CONDUCT,1,"2000 DWIGHT WY
Berkeley, CA
(37.863679, -122.269631)",2000 DWIGHT WY,37.863679,-122.269631
19091542,BURGLARY AUTO,08/01/2019 12:00:00 AM,14:45,BURGLARY - VEHICLE,4,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,37.88014,-122.297498
19070585,MISSING ADULT,07/13/2019 12:00:00 AM,17:13,MISSING PERSON,6,"2100 MARTIN LUTHER KING JR
Berkeley, CA
(37.869688, -122.272805)",2100 MARTIN LUTHER KING JR,37.869688,-122.272805
19091352,BURGLARY AUTO,07/09/2019 12:00:00 AM,21:30,BURGLARY - VEHICLE,2,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,37.88014,-122.297498
19091765,BURGLARY AUTO,08/26/2019 12:00:00 AM,18:15,BURGLARY - VEHICLE,1,"ASHBY AV & TELEGRAPH AV
Berkeley, CA
(37.856193, -122.259626)",ASHBY AV & TELEGRAPH AV,37.856193,-122.259626
19091318,BURGLARY AUTO,07/03/2019 12:00:00 AM,22:00,BURGLARY - VEHICLE,3,"2400 DURANT AV
Berkeley, CA
(37.867513, -122.26127)",2400 DURANT AV,37.867513,-122.26127
19091355,BURGLARY AUTO,07/10/2019 12:00:00 AM,15:21,BURGLARY - VEHICLE,3,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,37.88014,-122.297498
19040687,FRAUD/FORGERY,07/25/2019 12:00:00 AM,22:26,FRAUD,4,"3200 COLLEGE AV
Berkeley, CA
(37.851038, -122.252448)",3200 COLLEGE AV,37.851038,-122.252448
19091632,BURGLARY AUTO,08/12/2019 12:00:00 AM,16:10,BURGLARY - VEHICLE,1,"200 MARINA BL
Berkeley, CA
(37.868667, -122.313656)",200 MARINA BL,37.868667,-122.313656
19091374,THEFT MISD. (UNDER $950),07/01/2019 12:00:00 AM,12:29,LARCENY,1,"1900 OXFORD ST
Berkeley, CA
(37.873885, -122.266332)",1900 OXFORD ST,37.873885,-122.266332
19041506,BURGLARY AUTO,07/29/2019 12:00:00 AM,18:30,BURGLARY - VEHICLE,1,"2000 BANCROFT WY
Berkeley, CA
(37.867332, -122.269908)",2000 BANCROFT WY,37.867332,-122.269908
19091556,THEFT FELONY (OVER $950),08/02/2019 12:00:00 AM,17:00,LARCENY,5,"600 VIRGINIA ST
Berkeley, CA
(37.871235, -122.304461)",600 VIRGINIA ST,37.871235,-122.304461
19040041,BURGLARY AUTO,07/22/2019 12:00:00 AM,15:00,BURGLARY - VEHICLE,1,"1700 FOURTH ST
Berkeley, CA
(37.871883, -122.301255)",1700 FOURTH ST,37.871883,-122.301255
19037514,THEFT FROM AUTO,07/09/2019 12:00:00 AM,18:30,LARCENY - FROM VEHICLE,2,"1400 KAINS AV
Berkeley, CA
(37.878772, -122.294276)",1400 KAINS AV,37.878772,-122.294276
